ID,Name,G,GS,W,L,SVO,SV,SV%,BS,BS%,SD,MD,IP,BF,AB,HA,1B,2B,3B,HR,TB,R,ER,BB,IBB,K,HP,ERA,AVG,OBP,SLG,OPS,WHIP,BRA/9,K/9,BB/9,HR/9,K/BB,K%,BB%,K%-BB%,SH,SF,WP,BK,CI,DP,RA,GF,IR,IRS,IRS%,GF%,QS,QS%,CG,CG%,SHO,PPG,RS,RSG,PI,GB,FB,GO%,SB,CS,FIP-,WAR
131121,Júlio Collazo,29,1,0,1,0,0,.000,0,.000,2,3,66.1,275,257,71,53,10,0,8,105,29,29,12,0,37,2,3.93,.276,.309,.409,.718,1.25,11.5,5.0,1.6,1.1,3.1,13.5,4.4,9.1,0,4,4,1,0,10,28,9,21,3,14.3,.321,0,.000,0,.000,0,35,3,3.0,1038,75,75,0.50,3,1,90,0.6
125887,Ramón Colón,39,12,4,7,0,0,.000,0,.000,4,2,110.1,467,404,92,54,20,1,17,165,55,52,55,0,63,3,4.24,.228,.322,.408,.730,1.33,12.2,5.1,4.5,1.4,1.1,13.5,11.8,1.7,1,4,4,0,0,12,27,7,12,3,25.0,.259,4,.333,0,.000,0,46,29,2.4,1829,131,119,0.52,8,3,122,-0.3
131180,Tim Conley,58,0,5,3,9,5,.833,1,.111,11,8,102.1,422,379,82,49,17,0,16,147,51,51,32,0,79,7,4.49,.216,.287,.388,.675,1.11,10.6,6.9,2.8,1.4,2.5,18.7,7.6,11.1,1,3,4,0,0,7,58,26,47,15,31.9,.448,0,.000,0,.000,0,26,0,0.0,1564,92,125,0.42,8,3,102,0.2
128090,Tim Conner,30,30,13,13,0,0,.000,0,.000,0,0,172.1,739,658,165,99,35,3,28,290,94,91,67,1,136,9,4.75,.251,.327,.441,.767,1.35,12.6,7.1,3.5,1.5,2.0,18.4,9.1,9.3,1,4,1,0,0,19,0,0,0,0,0.0,.000,14,.467,0,.000,0,91,122,4.1,2746,176,179,0.50,10,4,109,1.5
124377,Stanley Cook,57,0,5,4,11,10,.909,1,.091,24,6,60.2,260,209,31,20,6,0,5,52,20,20,49,2,104,0,2.97,.148,.309,.249,.558,1.32,11.9,15.4,7.3,0.7,2.1,40.0,18.8,21.2,1,1,5,0,0,3,57,24,35,8,22.9,.421,0,.000,0,.000,0,19,0,0.0,1130,30,45,0.40,5,0,69,1.6
121571,Ken Corsaletti,32,32,9,9,0,0,.000,0,.000,0,0,166.1,704,622,151,88,24,3,36,289,98,94,65,1,99,13,5.09,.243,.325,.465,.790,1.30,12.4,5.4,3.5,1.9,1.5,14.1,9.2,4.8,0,4,6,0,0,24,0,0,0,0,0.0,.000,10,.312,0,.000,0,80,98,3.1,2573,186,184,0.50,8,1,134,-0.6
120415,Jorge Costello,33,33,9,16,0,0,.000,0,.000,0,0,177.0,779,698,181,112,38,1,30,311,109,98,70,0,148,6,4.98,.259,.331,.446,.776,1.42,13.1,7.5,3.6,1.5,2.1,19.0,9.0,10.0,2,3,6,6,0,15,0,0,0,0,0.0,.000,13,.394,0,.000,0,88,89,2.7,2921,176,187,0.48,9,3,106,1.7
133462,Chris Crane,50,8,8,4,16,14,.875,2,.125,17,5,111.0,452,408,94,67,13,2,12,147,40,39,34,0,74,7,3.16,.230,.301,.360,.661,1.15,10.9,6.0,2.8,1.0,2.2,16.4,7.5,8.8,3,0,5,0,0,12,42,29,13,1,7.7,.690,5,.625,0,.000,0,33,26,3.2,1697,126,113,0.53,4,3,97,0.9
127582,John Crosby,46,0,3,4,3,1,.500,1,.333,13,8,79.1,368,319,90,64,12,0,14,144,43,43,40,3,69,5,4.88,.282,.367,.451,.818,1.64,15.3,7.8,4.5,1.6,1.7,18.8,10.9,7.9,0,4,8,0,0,4,46,15,41,12,29.3,.326,0,.000,0,.000,0,30,0,0.0,1394,70,92,0.43,4,2,115,-0.4
126214,Max Crosby,33,33,12,12,0,0,.000,0,.000,0,0,192.1,824,726,188,138,36,1,13,265,100,95,73,0,129,11,4.45,.259,.333,.365,.698,1.36,12.7,6.0,3.4,0.6,1.8,15.7,8.9,6.8,6,8,9,2,0,17,0,0,0,0,0.0,.000,14,.424,0,.000,0,90,122,3.7,2997,192,225,0.46,12,7,84,4.2
125103,Travis Curr,58,0,7,4,11,5,.455,6,.545,22,11,72.2,286,267,58,36,16,0,6,92,25,22,14,1,62,1,2.72,.217,.256,.345,.601,0.99,9.0,7.7,1.7,0.7,4.4,21.7,4.9,16.8,1,3,5,0,0,4,58,29,38,8,21.1,.500,0,.000,0,.000,0,19,0,0.0,1103,65,83,0.44,3,2,64,2.0
130868,Arlen Curry,73,0,4,8,7,1,.143,6,.857,17,22,95.2,471,405,133,95,22,1,15,202,75,66,55,8,74,2,6.21,.328,.405,.499,.904,1.97,17.9,7.0,5.2,1.4,1.3,15.7,11.7,4.0,2,7,5,2,0,9,73,27,46,17,37.0,.370,0,.000,0,.000,0,23,0,0.0,1740,95,105,0.47,10,1,112,-0.3
122910,Lowell Curry,32,32,11,11,0,0,.000,0,.000,0,0,165.1,713,640,157,107,23,0,27,261,92,82,63,0,122,3,4.46,.245,.314,.408,.721,1.33,12.1,6.6,3.4,1.5,1.9,17.1,8.8,8.3,2,5,11,0,0,11,0,0,0,0,0.0,.000,15,.469,0,.000,0,83,87,2.7,2665,174,185,0.48,19,3,108,1.5
125598,Donovan Dailey,45,0,2,1,4,1,.250,3,.750,12,7,46.1,208,168,37,28,6,0,3,52,22,19,32,0,34,4,3.69,.220,.351,.310,.660,1.49,14.2,6.6,6.2,0.6,1.1,16.3,15.4,1.0,0,4,5,0,0,4,45,24,37,14,37.8,.533,0,.000,0,.000,0,17,0,0.0,793,45,54,0.45,2,1,105,0.0
132543,Jeffery Daniels,56,0,4,8,6,0,.000,6,1.000,12,17,71.0,319,274,69,39,9,2,19,139,53,49,42,4,79,1,6.21,.252,.351,.507,.858,1.56,14.2,10.0,5.3,2.4,1.9,24.8,13.2,11.6,0,2,4,1,0,3,56,13,30,10,33.3,.232,0,.000,0,.000,0,23,0,0.0,1313,46,80,0.37,4,3,130,-0.9
128695,Brian Davidson,1,0,0,0,0,0,.000,0,.000,0,0,0.1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0.00,.000,.500,.000,.500,3.00,27.0,0.0,27.0,0.0,0.0,0.0,50.0,-50.0,0,0,0,0,0,0,1,1,1,0,0.0,1.000,0,.000,0,.000,0,11,0,0.0,11,1,0,1.00,0,0,305,-0.0
133066,Edward Davis,48,0,6,3,2,0,.000,2,1.000,12,9,67.1,301,265,70,46,14,1,9,113,41,38,32,3,56,3,5.08,.264,.349,.426,.775,1.51,14.0,7.5,4.3,1.2,1.8,18.6,10.6,8.0,0,1,2,0,0,6,48,19,28,7,25.0,.396,0,.000,0,.000,0,24,0,0.0,1156,78,59,0.57,9,1,100,0.2
124948,Evan Davis,28,25,11,8,0,0,.000,0,.000,0,1,155.2,663,586,143,99,28,4,12,215,67,64,63,0,141,9,3.70,.244,.326,.367,.693,1.32,12.4,8.2,3.6,0.7,2.2,21.3,9.5,11.8,3,1,7,1,1,15,3,2,2,0,0.0,.667,16,.640,0,.000,0,86,63,2.5,2415,156,143,0.52,11,6,83,3.4
127029,Jason Davis,57,0,3,1,43,37,.860,6,.140,34,6,59.2,240,220,44,31,4,1,8,74,17,17,20,2,89,0,2.56,.200,.267,.336,.603,1.07,9.7,13.4,3.0,1.2,4.5,37.1,8.3,28.8,0,0,0,0,0,4,57,48,8,0,0.0,.842,0,.000,0,.000,0,16,0,0.0,957,41,44,0.48,2,0,57,2.4
135505,Scott Davis,45,22,1,15,0,0,.000,0,.000,3,1,159.0,705,610,155,98,31,1,25,263,94,92,78,0,100,5,5.21,.254,.338,.431,.769,1.47,13.5,5.7,4.4,1.4,1.3,14.2,11.1,3.1,0,12,2,0,0,11,23,7,19,11,57.9,.304,8,.364,0,.000,0,58,27,1.2,2621,153,206,0.43,26,3,117,0.3
124908,Travis Davis,50,0,5,6,4,1,.250,3,.750,10,11,69.0,297,262,63,40,6,2,15,118,41,38,26,5,81,3,4.96,.240,.311,.450,.761,1.29,12.0,10.6,3.4,2.0,3.1,27.3,8.8,18.5,1,5,1,0,0,3,50,15,36,13,36.1,.300,0,.000,0,.000,0,22,0,0.0,1129,52,68,0.43,6,2,105,0.0
134497,Aurelio De La Cruz,35,19,6,5,1,1,1.000,0,.000,2,1,157.0,665,604,156,116,25,0,15,226,65,62,51,0,119,5,3.55,.258,.320,.374,.694,1.32,12.2,6.8,2.9,0.9,2.3,17.9,7.7,10.2,3,2,6,0,0,14,16,6,11,3,27.3,.375,9,.474,1,.053,1,69,54,2.8,2442,179,151,0.54,18,3,89,2.6
121991,Jeff De La Torre,18,18,11,2,0,0,.000,0,.000,0,0,100.2,419,378,89,55,19,2,13,151,44,43,37,0,75,2,3.84,.235,.306,.399,.706,1.25,11.4,6.7,3.3,1.2,2.0,17.9,8.8,9.1,1,1,2,0,0,11,0,0,0,0,0.0,.000,7,.389,0,.000,0,86,78,4.3,1558,118,95,0.55,6,0,102,1.2
132258,Toby Delaney,32,32,11,13,0,0,.000,0,.000,0,0,185.0,796,710,183,138,27,2,16,262,95,91,72,2,113,4,4.43,.258,.326,.369,.695,1.38,12.6,5.5,3.5,0.8,1.6,14.2,9.0,5.2,1,8,6,1,1,17,0,0,0,0,0.0,.000,17,.531,1,.031,1,91,77,2.4,2943,200,210,0.49,22,9,90,3.4
134754,David DeLe,43,13,4,11,4,1,.250,3,.750,6,8,103.1,459,407,112,66,19,1,26,211,69,61,42,1,81,3,5.31,.275,.343,.518,.861,1.49,13.7,7.1,3.7,2.3,1.9,17.6,9.2,8.5,1,6,8,0,0,12,30,14,24,6,25.0,.467,3,.231,0,.000,0,39,35,2.7,1712,92,121,0.43,26,2,133,-0.8
127005,Arthur Diez,41,19,6,8,0,0,.000,0,.000,4,4,126.1,553,467,102,62,29,1,10,163,70,65,78,0,108,1,4.63,.218,.328,.349,.677,1.42,12.9,7.7,5.6,0.7,1.4,19.5,14.1,5.4,1,6,5,0,0,4,22,6,13,3,23.1,.273,1,.053,0,.000,0,52,41,2.2,2166,124,134,0.48,1,6,93,1.7
131521,Garrett Doss,32,32,10,13,0,0,.000,0,.000,0,0,204.1,869,791,205,143,26,2,34,337,110,105,62,0,179,7,4.62,.259,.317,.426,.743,1.31,12.1,7.9,2.7,1.5,2.9,20.6,7.1,13.5,4,5,8,0,0,12,0,0,0,0,0.0,.000,16,.500,2,.062,1,99,94,2.9,3182,180,231,0.44,17,9,104,2.3
123187,Bob Downing,82,0,4,8,19,9,.474,10,.526,30,19,140.2,598,545,131,76,25,0,30,246,73,73,43,6,166,6,4.67,.240,.302,.451,.753,1.24,11.5,10.6,2.8,1.9,3.9,27.8,7.2,20.6,2,2,3,0,0,5,82,23,25,14,56.0,.280,0,.000,0,.000,0,27,0,0.0,2255,112,138,0.45,15,1,96,0.7
126718,Julien Dubois,33,33,11,13,0,0,.000,0,.000,0,0,180.2,734,684,155,89,40,2,24,271,95,89,41,0,135,5,4.43,.227,.274,.396,.670,1.08,10.0,6.7,2.0,1.2,3.3,18.4,5.6,12.8,0,4,6,1,0,10,0,0,0,0,0.0,.000,14,.424,0,.000,0,82,86,2.6,2706,178,213,0.46,21,3,89,3.4
123505,Leon Dumfries,52,0,6,7,12,7,.583,5,.417,21,14,93.0,381,353,88,56,18,2,12,146,40,37,22,1,54,4,3.58,.249,.301,.414,.714,1.18,11.0,5.2,2.1,1.2,2.5,14.2,5.8,8.4,2,0,2,2,0,10,52,23,19,6,31.6,.442,0,.000,0,.000,0,26,0,0.0,1352,97,111,0.47,4,1,96,0.6
130438,Dan Duncan,36,36,14,11,0,0,.000,0,.000,0,0,215.0,866,797,185,119,34,1,31,314,91,88,55,0,158,8,3.68,.232,.288,.394,.682,1.12,10.4,6.6,2.3,1.3,2.9,18.2,6.4,11.9,4,2,10,0,0,20,0,0,0,0,0.0,.000,22,.611,0,.000,0,86,111,3.1,3128,225,232,0.49,17,6,95,3.3
127824,Ralph Dunic,63,0,7,4,8,4,.500,4,.500,29,18,80.2,359,301,73,56,12,1,4,99,38,32,51,4,60,1,3.57,.243,.349,.329,.678,1.54,13.9,6.7,5.7,0.4,1.2,16.7,14.2,2.5,1,5,7,0,0,9,63,20,54,20,37.0,.317,0,.000,0,.000,0,21,0,0.0,1348,74,96,0.44,10,0,86,1.1
129215,Phil Durán,32,32,9,10,0,0,.000,0,.000,0,0,188.0,772,693,159,108,33,2,16,244,73,71,61,1,112,11,3.40,.229,.300,.352,.652,1.17,11.1,5.4,2.9,0.8,1.8,14.5,7.9,6.6,3,4,6,1,0,10,0,0,0,0,0.0,.000,17,.531,0,.000,0,87,87,2.7,2814,194,234,0.45,25,7,91,3.4
122836,Frank Edlefse,32,32,14,9,0,0,.000,0,.000,0,0,191.0,797,725,177,124,27,4,22,278,85,80,56,0,97,5,3.77,.244,.300,.383,.683,1.22,11.2,4.6,2.6,1.0,1.7,12.2,7.0,5.1,3,8,4,1,0,11,0,0,0,0,0.0,.000,18,.562,1,.031,1,91,112,3.5,2915,205,250,0.45,31,4,100,2.5
129850,Jeffrey Edwards,67,0,3,11,42,34,.810,8,.190,29,17,71.2,308,276,71,44,13,0,14,126,31,29,26,3,50,4,3.64,.257,.328,.457,.784,1.35,12.7,6.3,3.3,1.8,1.9,16.2,8.4,7.8,0,2,3,0,0,9,67,56,4,0,0.0,.836,0,.000,0,.000,0,16,0,0.0,1128,69,85,0.45,3,1,117,-0.6
132148,Bob effDi,53,0,4,2,4,1,.250,3,.750,7,8,75.0,336,279,62,41,14,1,6,96,37,33,52,5,66,3,3.96,.222,.348,.344,.692,1.52,14.0,7.9,6.2,0.7,1.3,19.6,15.5,4.2,0,2,2,1,0,8,53,17,24,9,37.5,.321,0,.000,0,.000,0,24,0,0.0,1298,79,70,0.53,17,1,99,0.3
130160,Trevor Elst,32,32,10,13,0,0,.000,0,.000,0,0,168.1,736,631,152,93,32,3,24,262,94,86,85,0,126,9,4.60,.241,.335,.415,.750,1.41,13.2,6.7,4.5,1.3,1.5,17.1,11.5,5.6,1,10,8,0,0,10,0,0,0,0,0.0,.000,8,.250,0,.000,0,85,108,3.4,2750,172,182,0.49,27,8,117,0.8
125051,Fred Elías,52,3,3,4,4,2,.500,2,.500,11,6,92.2,411,331,75,47,21,0,7,117,47,47,75,0,71,0,4.56,.227,.366,.353,.719,1.62,14.6,6.9,7.3,0.7,0.9,17.3,18.2,-1.0,1,4,7,1,0,14,49,10,30,14,46.7,.204,2,.667,0,.000,0,29,10,3.3,1527,107,78,0.58,10,1,112,-0.1
134533,Rodrigo Elías,25,18,7,4,0,0,.000,0,.000,1,0,112.2,469,428,103,67,20,3,13,168,55,51,37,0,93,2,4.07,.241,.303,.393,.695,1.24,11.3,7.4,3.0,1.0,2.5,19.8,7.9,11.9,0,2,2,0,0,8,7,0,0,0,0.0,.000,7,.389,2,.111,1,70,61,3.4,1764,109,122,0.47,17,3,89,2.0
131413,Dan Encarnación,30,30,10,6,0,0,.000,0,.000,0,0,162.2,674,596,141,102,27,2,10,202,51,48,64,11,125,5,2.66,.237,.312,.339,.650,1.26,11.6,6.9,3.5,0.6,2.0,18.5,9.5,9.1,0,9,3,0,0,20,0,0,0,0,0.0,.000,7,.233,0,.000,0,80,65,2.2,2427,159,172,0.48,23,6,74,4.4
119899,Darrel English,35,31,11,11,0,0,.000,0,.000,1,0,178.1,762,653,142,93,32,0,17,225,82,78,98,3,130,1,3.94,.217,.317,.345,.662,1.35,12.2,6.6,4.9,0.9,1.3,17.1,12.9,4.2,1,8,7,0,1,19,4,1,2,1,50.0,.250,9,.290,1,.032,0,81,83,2.7,2845,187,193,0.49,20,1,100,2.3
136460,David Espinoza,34,33,10,11,0,0,.000,0,.000,0,0,190.0,793,711,159,114,20,2,23,252,83,78,68,1,175,7,3.69,.224,.296,.354,.651,1.19,11.1,8.3,3.2,1.1,2.6,22.1,8.6,13.5,3,4,10,0,0,12,1,1,1,1,100.0,1.000,16,.485,1,.030,0,87,102,3.1,2975,196,179,0.52,7,4,88,3.6
133848,John Etheridge,12,1,1,1,0,0,.000,0,.000,2,1,19.1,87,79,25,16,6,1,2,39,12,12,7,0,11,0,5.59,.316,.368,.494,.861,1.66,14.9,5.1,3.3,0.9,1.6,12.6,8.0,4.6,0,1,2,0,0,1,11,6,8,1,12.5,.545,0,.000,0,.000,0,26,2,2.0,315,18,26,0.41,2,0,99,0.1
129379,Júlio Fajardo,33,33,10,12,0,0,.000,0,.000,0,0,188.0,802,718,184,130,36,2,16,272,95,88,63,0,127,14,4.21,.256,.326,.379,.705,1.31,12.5,6.1,3.0,0.8,2.0,15.8,7.9,8.0,2,5,8,1,0,19,0,0,0,0,0.0,.000,18,.545,0,.000,0,89,97,2.9,2945,179,228,0.44,12,3,87,3.8
135053,Nathan Falcon,32,32,11,14,0,0,.000,0,.000,0,0,184.2,763,701,178,121,32,1,24,284,88,84,52,1,101,1,4.09,.254,.304,.405,.709,1.25,11.3,4.9,2.5,1.2,1.9,13.2,6.8,6.4,2,7,3,0,0,22,0,0,0,0,0.0,.000,18,.562,1,.031,0,86,81,2.5,2781,236,185,0.56,24,7,98,2.6
129851,Vic Farmer,35,35,11,14,0,0,.000,0,.000,0,0,180.1,760,693,165,112,39,0,14,246,85,78,59,0,121,6,3.89,.238,.303,.355,.658,1.24,11.5,6.0,2.9,0.7,2.1,15.9,7.8,8.2,1,1,7,0,0,10,0,0,0,0,0.0,.000,9,.257,0,.000,0,78,75,2.1,2759,209,192,0.52,23,4,86,3.7
128843,Matt Farr,52,0,4,6,41,34,.829,7,.171,23,10,53.1,227,196,43,28,7,1,7,73,26,26,29,2,47,1,4.39,.219,.322,.372,.694,1.35,12.3,7.9,4.9,1.2,1.6,20.7,12.8,7.9,0,1,5,0,0,4,52,47,6,1,16.7,.904,0,.000,0,.000,0,17,0,0.0,907,51,55,0.48,2,1,99,0.3
117663,Norm Faucett,24,24,6,9,0,0,.000,0,.000,0,0,131.0,548,514,137,79,24,3,31,260,68,67,28,2,110,2,4.60,.267,.305,.506,.811,1.26,11.5,7.6,1.9,2.1,3.9,20.1,5.1,15.0,1,3,2,0,0,11,0,0,0,0,0.0,.000,9,.375,0,.000,0,84,66,2.8,2031,123,143,0.46,4,2,105,1.3
121641,António Feliciano,51,0,2,2,6,5,.833,1,.167,24,7,86.1,355,319,67,48,15,0,4,94,21,19,30,2,64,1,1.98,.210,.278,.295,.572,1.12,10.2,6.7,3.1,0.4,2.1,18.0,8.5,9.6,2,3,0,0,0,6,51,18,33,5,15.2,.353,0,.000,0,.000,0,25,0,0.0,1303,104,85,0.55,3,1,69,1.7
135233,Brandon Ferguson,33,33,15,11,0,0,.000,0,.000,0,0,180.2,746,694,164,108,27,2,27,276,95,83,42,0,152,5,4.13,.236,.283,.398,.681,1.14,10.5,7.6,2.1,1.3,3.6,20.4,5.6,14.7,1,4,6,2,0,17,0,0,0,0,0.0,.000,10,.303,1,.030,1,83,123,3.7,2746,179,187,0.49,6,2,91,3.2
130057,Fraser Fernández,46,0,5,5,8,4,.500,4,.500,14,9,65.2,281,245,53,37,7,0,9,87,31,27,34,7,45,1,3.70,.216,.313,.355,.668,1.32,12.1,6.2,4.7,1.2,1.3,16.0,12.1,3.9,0,1,2,2,0,4,46,13,30,7,23.3,.283,0,.000,0,.000,0,22,0,0.0,1018,84,61,0.58,3,0,104,0.1
132897,Josh Ferris,32,32,6,12,0,0,.000,0,.000,0,0,180.0,772,702,194,116,39,5,34,345,97,93,48,0,123,11,4.65,.276,.329,.491,.821,1.34,12.7,6.2,2.4,1.7,2.6,15.9,6.2,9.7,4,7,6,0,0,13,0,0,0,0,0.0,.000,12,.375,0,.000,0,87,70,2.2,2798,168,224,0.43,7,2,114,1.1
126297,Ken Flowers,33,33,10,11,0,0,.000,0,.000,0,0,175.0,736,661,159,104,23,1,31,277,86,78,59,0,144,7,4.01,.241,.307,.419,.726,1.25,11.6,7.4,3.0,1.6,2.4,19.6,8.0,11.5,2,7,7,0,0,14,0,0,0,0,0.0,.000,10,.303,0,.000,0,82,106,3.2,2738,168,193,0.47,18,3,106,1.8
134779,Lawrence Ford,33,0,1,0,0,0,.000,0,.000,2,2,63.1,293,255,63,34,11,3,15,125,49,42,31,1,30,7,5.97,.247,.345,.490,.835,1.48,14.4,4.3,4.4,2.1,1.0,10.2,10.6,-0.3,0,0,5,0,0,2,33,9,23,6,26.1,.273,0,.000,0,.000,0,33,0,0.0,1103,73,85,0.46,7,0,155,-1.5
121231,Ed Fox,33,33,7,8,0,0,.000,0,.000,0,0,167.1,731,642,156,112,30,1,13,227,78,70,69,3,116,16,3.76,.243,.330,.354,.683,1.34,13.0,6.2,3.7,0.7,1.7,15.9,9.4,6.4,0,4,10,1,0,12,0,0,0,0,0.0,.000,6,.182,0,.000,0,80,66,2.0,2672,189,177,0.52,24,2,91,3.0
128932,Nathan Franco,33,33,17,9,0,0,.000,0,.000,0,0,217.1,873,807,182,130,34,3,15,267,78,73,49,0,144,7,3.02,.226,.273,.331,.604,1.06,9.9,6.0,2.0,0.6,2.9,16.5,5.6,10.9,2,8,6,0,0,18,0,0,0,0,0.0,.000,22,.667,2,.061,2,95,131,4.0,3162,234,244,0.49,12,6,74,6.0
133464,Richie Franklin,54,0,7,1,5,4,.800,1,.200,25,5,61.1,225,209,28,17,6,0,5,49,10,9,15,4,67,0,1.32,.134,.191,.234,.426,0.70,6.3,9.8,2.2,0.7,4.5,29.8,6.7,23.1,0,1,3,1,0,2,54,30,34,8,23.5,.556,0,.000,0,.000,0,15,0,0.0,853,48,66,0.42,2,0,52,2.1
125573,Tom Franklin,33,33,15,7,0,0,.000,0,.000,0,0,202.1,817,756,169,114,32,1,22,269,78,77,58,5,179,0,3.43,.224,.278,.356,.634,1.12,10.1,8.0,2.6,1.0,3.1,21.9,7.1,14.8,0,3,6,0,0,12,0,0,0,0,0.0,.000,19,.576,0,.000,0,93,110,3.3,3079,206,196,0.51,10,9,77,5.2
118672,Adrien François,72,0,9,9,11,7,.636,4,.364,34,18,110.0,461,423,104,66,27,0,11,164,49,44,31,1,76,3,3.60,.246,.299,.388,.687,1.23,11.3,6.2,2.5,0.9,2.5,16.5,6.7,9.8,0,4,5,1,0,7,72,19,33,9,27.3,.264,0,.000,0,.000,0,23,0,0.0,1725,124,117,0.51,6,2,85,1.5
126067,Russell Frost,32,32,8,9,0,0,.000,0,.000,0,0,156.1,656,599,149,106,23,2,18,230,76,71,51,0,112,3,4.09,.249,.309,.384,.693,1.28,11.7,6.4,2.9,1.0,2.2,17.1,7.8,9.3,0,3,3,1,0,22,0,0,0,0,0.0,.000,10,.312,0,.000,0,79,88,2.8,2542,153,178,0.46,15,5,90,2.9
133174,George García,35,35,16,6,0,0,.000,0,.000,0,0,208.0,875,785,177,127,27,6,17,267,88,77,70,0,164,12,3.33,.225,.297,.340,.637,1.19,11.2,7.1,3.0,0.7,2.3,18.7,8.0,10.7,2,6,6,2,0,17,0,0,0,0,0.0,.000,17,.486,0,.000,0,92,146,4.2,3245,200,240,0.45,14,1,81,4.8
133939,Greg García,29,0,3,2,0,0,.000,0,.000,6,7,73.2,316,293,77,43,14,1,19,150,44,41,17,2,62,2,5.01,.263,.305,.512,.817,1.28,11.7,7.6,2.1,2.3,3.6,19.6,5.4,14.2,0,3,7,1,1,3,29,6,27,9,33.3,.207,0,.000,0,.000,0,39,0,0.0,1141,76,79,0.49,3,0,126,-0.7
121558,Rich García,58,1,1,4,5,3,.750,1,.200,4,10,135.0,624,544,155,101,25,3,26,264,96,79,66,0,92,6,5.27,.285,.364,.485,.850,1.64,15.1,6.1,4.4,1.7,1.4,14.7,10.6,4.2,0,7,5,0,1,10,57,15,47,18,38.3,.263,0,.000,0,.000,0,41,1,1.0,2402,161,134,0.55,12,3,128,-1.4
126996,Salvador García,17,0,2,2,6,2,.500,2,.333,6,4,32.2,138,118,26,15,4,0,7,51,17,16,19,4,27,1,4.41,.220,.333,.432,.766,1.38,12.7,7.4,5.2,1.9,1.4,19.6,13.8,5.8,0,0,2,0,0,6,17,8,15,2,13.3,.471,0,.000,0,.000,0,29,0,0.0,493,40,23,0.63,4,1,131,-0.5
126145,Dave Garza,54,0,5,3,19,14,.737,5,.263,15,10,58.0,239,215,47,24,12,0,11,92,27,22,17,1,38,5,3.41,.219,.289,.428,.717,1.10,10.7,5.9,2.6,1.7,2.2,15.9,7.1,8.8,0,2,1,0,0,4,54,38,23,10,43.5,.704,0,.000,0,.000,0,16,0,0.0,907,57,73,0.44,2,2,116,-0.4
125826,Justin Gibbons,52,0,1,1,3,0,.000,3,1.000,17,12,80.2,348,312,84,50,17,1,16,151,52,52,33,1,72,1,5.80,.269,.339,.484,.823,1.45,13.2,8.0,3.7,1.8,2.2,20.7,9.5,11.2,0,2,2,0,0,9,52,12,39,11,28.2,.231,0,.000,0,.000,0,24,0,0.0,1290,72,84,0.46,2,3,108,-0.1
129117,John Gibson,35,0,3,1,5,2,.400,3,.600,13,5,44.1,179,158,30,16,9,0,5,54,15,14,19,0,51,2,2.84,.190,.285,.342,.627,1.11,10.4,10.4,3.9,1.0,2.7,28.5,10.6,17.9,0,0,1,0,0,3,35,8,16,3,18.8,.229,0,.000,0,.000,0,19,0,0.0,684,37,39,0.49,5,0,79,0.6
128824,Joe Gilbert,59,0,1,5,8,7,.875,1,.125,16,12,58.1,271,232,65,48,7,1,9,101,31,31,36,3,48,0,4.78,.280,.373,.435,.808,1.73,15.6,7.4,5.6,1.4,1.3,17.7,13.3,4.4,0,3,1,0,0,4,59,32,41,15,36.6,.542,0,.000,0,.000,0,17,0,0.0,1017,50,69,0.42,8,1,111,-0.2
132802,Chet Gilliam,34,34,8,11,0,0,.000,0,.000,0,0,194.2,844,736,201,137,41,0,23,311,106,102,92,0,109,2,4.72,.273,.352,.423,.775,1.51,13.6,5.0,4.3,1.1,1.2,12.9,10.9,2.0,7,7,9,3,0,26,0,0,0,0,0.0,.000,14,.412,0,.000,0,91,82,2.4,3115,221,214,0.51,15,8,111,1.5
121845,Gerardo Gonzáles,30,24,9,8,3,1,.500,1,.333,1,1,151.1,616,557,128,93,18,0,17,197,58,57,50,0,120,4,3.39,.230,.298,.354,.652,1.18,10.8,7.1,3.0,1.0,2.4,19.5,8.1,11.4,5,0,3,1,0,22,6,6,2,1,50.0,1.000,14,.583,0,.000,0,75,53,2.2,2254,166,145,0.53,2,2,93,2.4
129261,Félix González,34,26,6,11,0,0,.000,0,.000,3,3,132.1,575,520,141,85,28,4,24,249,83,82,37,1,109,11,5.58,.271,.330,.479,.809,1.35,12.9,7.4,2.5,1.6,2.9,19.0,6.4,12.5,2,5,8,1,0,8,8,0,6,1,16.7,.000,4,.154,0,.000,0,60,81,3.1,2051,121,154,0.44,12,5,103,1.4
134854,Pedro González,31,29,14,8,0,0,.000,0,.000,1,0,200.0,821,732,166,113,26,6,21,267,83,80,65,0,167,12,3.60,.227,.297,.365,.662,1.16,10.9,7.5,2.9,0.9,2.6,20.3,7.9,12.4,3,9,8,1,0,17,2,2,1,0,0.0,1.000,18,.621,0,.000,0,96,114,3.9,3002,216,190,0.53,11,4,88,3.8
126882,José Graza,17,1,4,2,0,0,.000,0,.000,6,3,41.1,181,148,34,19,10,0,5,59,20,19,30,0,24,0,4.14,.230,.354,.399,.752,1.55,13.9,5.2,6.5,1.1,0.8,13.3,16.6,-3.3,0,3,3,0,0,7,16,4,13,2,15.4,.250,0,.000,0,.000,0,40,0,0.0,692,35,56,0.38,5,1,125,-0.3
