ID,RL,Name,First Name,Last Name,Mor,ORG,Lev,Age,EXP,OVR,POT,WE,INT,Type,STU,MOV,CON,PBABIP,HRR,STU P,MOV P,CON P,PBABIP P,HRR P,VELO,G,GS,W,L,IP,BF,AB,HA,1B,2B,3B,HR,R,ER,BB,IBB,K,HP,ERA,BABIP,WHIP,K/9,BB/9,HR/9,K/BB,K%-BB%,SH,SF,WP,BK,CI,DP,IR,IRS,PI,GB,FB,SB,CS,ERA+,FIP,FIP-,WAR
27472,RP,LOGAN CASTLE,LOGAN,CASTLE,,TB,MLB,28,10,39,41,L,L,Unmotivated,45,45,45,45,50,45,45,45,45,50,92-94,30,0,2,2,42.1,189,168,47,24,11,0,12,30,28,19,5,35,0,5.95,.285,1.56,7.4,4.0,2.6,1.8,8.5,0,2,3,1,0,4,18,5,653,43,44,2,0,73,6.37,146,-0.9
28846,RP,JODY CATES,JODY,CATES,,ANA,MLB,26,8,39,40,N,L,Normal,35,55,60,50,55,40,55,60,50,60,89-91,23,0,1,2,36.2,162,141,38,30,6,0,2,18,17,16,0,23,4,4.17,.310,1.47,5.6,3.9,0.5,1.4,4.3,1,0,3,0,0,4,14,6,621,35,45,0,0,105,4.44,101,0.1
36285,RP,YOVANY CHAVEZ,YOVANY,CHAVEZ,,MIN,MLB,24,9,42,46,H,N,Normal,55,50,40,50,45,75,50,40,50,50,99-101,3,0,0,0,2.2,11,11,3,2,1,0,0,0,0,0,0,1,0,0.00,.300,1.12,3.4,0.0,0.0,0.0,9.1,0,0,0,0,0,0,1,0,33,3,4,0,0,999,2.59,59,0.1
12005,RP,JIM CHI,JIM,CHI,,ATL,MLB,27,12,40,40,N,N,Normal,55,50,40,50,45,55,50,40,50,45,93-95,17,0,3,0,28.1,118,104,22,12,8,0,2,16,16,12,1,26,1,5.08,.260,1.20,8.3,3.8,0.6,2.2,11.9,0,1,1,0,0,1,9,3,410,28,28,4,1,84,3.70,86,0.3
25018,RP,EMANUEL CHIEN,EMANUEL,CHIEN,,STL,MLB,23,9,50,50,N,N,Normal,45,55,60,50,55,45,55,70,50,55,92-94,31,0,4,1,39.1,161,154,42,33,6,2,1,13,13,5,1,29,2,2.97,.331,1.19,6.6,1.1,0.2,5.8,14.9,0,0,4,0,0,3,30,5,528,35,47,4,2,156,2.66,56,1.1
34753,RP,LUIS COBIAN,LUIS,COBIAN,,ARI,MLB,23,6,49,49,H,H,Fan Fav,45,55,45,50,55,50,55,45,50,55,96-98,42,0,1,5,46.2,221,191,58,31,16,3,8,36,35,26,1,36,0,6.75,.336,1.80,6.9,5.0,1.5,1.4,4.5,2,2,2,0,0,3,16,7,790,50,48,2,1,65,5.64,128,-0.6
9705,RP,DICKEY COOK,DICKEY,COOK,,PHI,MLB,41,25,48,48,N,H,Normal,45,50,60,50,55,45,50,60,50,55,91-93,40,0,4,2,37.2,164,145,42,28,8,1,5,22,22,13,0,30,2,5.26,.330,1.46,7.2,3.1,1.2,2.3,10.4,2,2,0,0,0,3,16,9,547,42,35,3,3,80,4.67,110,-0.1
36756,RP,VINCE COSENTINO,VINCE,COSENTINO,,BAL,MLB,23,3,47,47,N,L,Normal,60,50,45,55,50,65,55,45,55,50,97-99,15,0,0,1,15.1,60,55,9,5,4,0,0,6,6,5,0,13,0,3.52,.214,0.91,7.6,2.9,0.0,2.6,13.3,0,0,2,0,0,0,10,1,222,13,20,2,0,126,2.63,59,0.4
36750,RP,KIP CUNNINGHAM,KIP,CUNNINGHAM,,SD,MLB,25,3,34,45,N,N,Normal,45,50,35,50,45,80,55,35,50,60,94-96,23,0,1,2,25.1,114,99,28,23,3,0,2,10,8,12,0,23,0,2.84,.338,1.58,8.2,4.3,0.7,1.9,9.6,0,3,2,0,0,2,14,4,417,17,31,0,1,148,3.98,94,0.2
35279,RP,GUILLERMO CURIEL,GUILLERMO,CURIEL,,KCM,MLB,30,10,44,44,N,N,Normal,45,55,40,55,60,45,55,40,55,60,90-92,27,0,1,3,46.1,214,177,39,25,7,0,7,27,27,33,0,33,4,5.24,.234,1.55,6.4,6.4,1.4,1.0,0.0,0,0,0,0,0,3,22,8,827,49,54,2,0,83,6.28,143,-0.9
37110,RP,ETHAN DART,ETHAN,DART,,CWS,MLB,23,7,44,44,N,N,Normal,45,50,50,50,50,45,50,50,50,50,97-99,13,0,2,0,12.1,45,41,6,5,0,0,1,2,2,3,0,9,0,1.46,.156,0.73,6.6,2.2,0.7,3.0,13.3,0,1,0,0,0,1,8,1,145,11,16,0,0,295,3.67,85,0.2
24022,RP,DAVID DE LA CRUZ,DAVID,DE LA CRUZ,,KCR,MLB,25,11,43,43,H,N,Normal,45,50,50,50,50,45,50,50,50,50,94-96,28,4,1,5,34.2,165,147,50,31,8,0,11,30,28,11,0,30,2,7.27,.355,1.76,7.8,2.9,2.9,2.7,11.5,1,4,2,0,0,1,14,9,599,32,39,5,0,59,6.86,159,-0.8
16735,RP,JONATHAN DELANGE,JONATHAN,DELANGE,,OAK,MLB,38,19,43,43,N,N,Prankster,45,50,55,50,50,45,50,55,50,50,90-92,32,0,2,1,43.1,206,184,56,33,10,1,12,37,34,19,8,31,1,7.06,.308,1.73,6.4,3.9,2.5,1.6,5.8,0,2,2,0,0,4,19,7,729,47,47,7,0,63,6.34,143,-0.8
28895,RP,JOSÉ DELGADO,JOSÉ,DELGADO,,STL,MLB,37,21,47,47,N,L,Normal,45,50,50,50,50,45,50,50,50,50,91-93,33,0,4,5,55.0,228,208,49,28,15,0,6,28,27,18,1,47,0,4.42,.274,1.22,7.7,2.9,1.0,2.6,12.7,0,2,4,0,0,3,18,4,860,54,60,10,1,105,3.98,85,0.6
20182,RP,BENOÎT DESAUTELS,BENOÎT,DESAUTELS,,COL,MLB,28,10,57,57,N,N,Normal,50,55,55,55,60,55,55,55,55,60,95-97,47,0,3,3,56.2,231,211,50,34,12,0,4,21,21,15,0,48,1,3.34,.286,1.15,7.6,2.4,0.6,3.2,14.3,2,2,3,0,0,4,31,8,855,64,53,6,0,139,3.42,73,1.2
31640,RP,REYNALD DOYLE,REYNALD,DOYLE,,CWS,MLB,23,3,56,56,L,N,Disruptive,60,55,50,55,60,65,55,55,55,60,95-97,48,0,2,4,53.1,232,205,49,40,4,1,4,25,25,27,4,59,0,4.22,.317,1.43,10.0,4.6,0.7,2.2,13.8,0,0,4,0,0,4,8,3,852,50,47,4,0,102,3.40,78,1.1
8678,RP,PABLO DUQUE,PABLO,DUQUE,,LAD,MLB,28,11,40,40,N,N,Normal,55,45,50,55,40,60,45,50,55,40,92-94,39,1,1,3,62.1,265,245,67,40,13,2,12,34,34,19,1,52,0,4.91,.302,1.38,7.5,2.7,1.7,2.7,12.5,0,1,2,0,0,6,16,4,974,50,75,10,2,86,5.05,119,-0.4
28237,RP,AARON DYKES,AARON,DYKES,,DET,MLB,28,9,41,42,N,N,Normal,40,60,45,55,65,40,60,45,55,65,91-93,33,3,6,1,63.1,250,217,38,24,11,1,2,9,9,29,1,35,1,1.28,.197,1.06,5.0,4.1,0.3,1.2,2.4,0,3,3,0,0,8,17,5,899,75,70,7,2,339,4.02,92,0.6
7052,RP,DONOVAN EISSLER,DONOVAN,EISSLER,,STL,MLB,32,17,48,48,H,H,Sparkplug,50,50,50,50,50,50,50,50,50,50,96-98,24,0,2,0,41.2,180,164,47,31,7,1,8,25,24,13,0,44,1,5.18,.345,1.44,9.5,2.8,1.7,3.4,17.2,1,1,0,0,0,3,13,4,695,30,43,7,2,90,4.74,101,0.1
38361,RP,LODHI EL-RASIL,LODHI,EL-RASIL,,SEA,MLB,21,2,50,64,N,N,Normal,80,50,45,50,45,80,55,50,50,55,95-97,19,0,0,1,24.1,97,87,15,10,2,0,3,8,7,8,0,38,1,2.59,.255,0.95,14.1,3.0,1.1,4.8,30.9,0,1,0,0,0,0,6,0,394,16,18,1,0,169,2.93,67,0.5
36232,RP,ADÁN ESQUIVEL,ADÁN,ESQUIVEL,,HOU,MLB,22,3,45,45,H,N,Sparkplug,50,50,50,50,50,50,50,50,50,50,95-97,3,0,0,0,3.2,15,14,3,2,0,0,1,2,2,1,0,5,0,4.91,.250,1.09,12.3,2.5,2.5,5.0,26.7,0,0,0,0,0,0,0,0,71,1,5,0,0,90,4.98,112,-0.0
33313,RP,AGUSTÍN ESTRELLA,AGUSTÍN,ESTRELLA,,SF,MLB,25,3,42,48,N,N,Normal,50,50,45,50,50,80,50,45,50,50,96-98,10,0,0,1,13.0,54,52,13,8,5,0,0,6,6,2,0,8,0,4.15,.295,1.15,5.5,1.4,0.0,4.0,11.1,0,0,0,0,0,0,2,0,198,9,22,2,0,102,2.58,60,0.3
35858,RP,LUÍS ESTRELLA,LUÍS,ESTRELLA,,SEA,MLB,20,3,70,70,H,H,Sparkplug,60,60,55,55,65,70,60,55,55,65,96-98,36,0,5,3,51.2,204,189,43,33,6,1,3,15,15,11,1,51,2,2.61,.292,1.05,8.9,1.9,0.5,4.6,19.6,0,2,2,0,0,4,12,2,706,42,55,4,1,167,2.82,64,1.6
15979,RP,KENNETH FEASTER,KENNETH,FEASTER,,TB,MLB,35,16,46,46,H,H,Fan Fav,50,50,50,50,50,50,50,50,50,50,92-94,50,0,5,1,59.0,249,216,51,27,12,4,8,33,29,27,10,55,1,4.42,.274,1.32,8.4,4.1,1.2,2.0,11.2,1,4,1,1,0,5,25,12,874,55,58,11,1,98,4.16,95,0.4
33162,RP,ANTONIN FERNANDEZ,ANTONIN,FERNANDEZ,,DET,MLB,25,3,55,64,H,N,Fan Fav,50,55,50,55,60,70,60,55,55,65,97-99,32,0,0,1,37.1,156,141,33,24,7,0,2,15,14,12,0,41,1,3.38,.313,1.21,9.9,2.9,0.5,3.4,18.6,1,1,1,0,0,2,12,2,580,37,32,3,0,129,2.89,66,0.9
31513,RP,JERÓNIMO FLORES,JERÓNIMO,FLORES,,TEX,MLB,33,15,47,47,N,N,Normal,50,50,50,50,50,50,50,50,50,50,92-94,49,0,7,1,54.2,224,201,48,36,7,1,4,15,15,22,4,50,1,2.47,.299,1.28,8.2,3.6,0.7,2.3,12.5,0,0,3,0,0,7,14,1,829,53,49,3,3,170,3.51,83,0.8
40543,RP,ALEJANDRO FUENTES,ALEJANDRO,FUENTES,,ATL,MLB,21,4,41,41,N,N,Normal,55,50,40,50,55,55,50,40,50,55,92-94,34,0,3,4,43.2,174,158,30,22,5,0,3,15,15,13,0,42,0,3.09,.233,0.98,8.7,2.7,0.6,3.2,16.7,0,3,0,0,0,0,17,4,663,43,45,11,1,138,3.21,75,1.0
22743,RP,MÁRIO FUENTES,MÁRIO,FUENTES,,NYM,MLB,23,7,60,65,N,N,Prankster,60,55,50,50,60,65,60,50,50,65,96-98,38,0,3,7,39.1,178,148,36,25,7,0,4,22,21,25,4,34,3,4.81,.288,1.55,7.8,5.7,0.9,1.4,5.1,0,1,0,0,1,2,7,3,664,38,40,5,1,97,4.77,101,0.1
5762,RP,MEYER GAFFNEY,MEYER,GAFFNEY,,HOU,MLB,29,14,48,48,N,N,Normal,50,55,45,55,60,55,55,45,55,60,95-97,43,0,3,4,49.1,211,184,46,32,7,2,5,23,21,19,2,45,5,3.83,.299,1.32,8.2,3.5,0.9,2.4,12.3,0,3,4,0,0,8,31,8,786,48,43,3,3,116,4.18,93,0.4
33677,RP,FRANCO GAMEZ,FRANCO,GAMEZ,,FLA,MLB,28,12,44,44,N,N,Normal,45,50,45,50,55,45,50,45,50,55,94-96,24,0,1,1,44.0,186,164,36,22,6,1,7,22,21,20,0,32,1,4.30,.230,1.27,6.5,4.1,1.4,1.6,6.5,0,1,2,0,0,3,17,7,674,41,54,5,0,99,5.39,126,-0.5
16322,RP,ARVIN GARDINER,ARVIN,GARDINER,,PIT,MLB,33,17,49,49,N,N,Normal,50,50,50,50,50,50,50,50,50,50,96-98,24,0,1,1,28.1,126,111,32,24,3,1,4,21,18,12,0,32,1,5.72,.364,1.55,10.2,3.8,1.3,2.7,15.9,0,2,0,0,0,4,21,11,466,21,26,4,1,76,4.30,98,0.1
5432,RP,ROCKY GASTELUM,ROCKY,GASTELUM,,CHC,MLB,32,11,48,49,N,N,Outspoken,45,55,45,55,60,45,55,45,55,60,91-93,32,0,1,0,37.1,161,141,30,19,9,1,1,12,11,20,3,30,0,2.65,.264,1.34,7.2,4.8,0.2,1.5,6.2,0,0,3,0,0,4,15,4,602,41,38,2,0,165,3.45,79,0.6
34647,RP,LEVERETT GERWIG,LEVERETT,GERWIG,,SF,MLB,22,3,48,67,N,N,Normal,60,50,55,50,45,80,50,55,50,55,95-97,10,0,0,0,12.2,54,49,11,3,4,1,3,4,4,5,0,13,0,2.84,.242,1.26,9.2,3.6,2.1,2.6,14.8,0,0,1,0,0,0,2,1,200,13,12,0,0,149,5.56,131,-0.2
22652,RP,RAFI GIBBONS,RAFI,GIBBONS,,SD,MLB,36,18,46,46,H,N,Normal,45,50,55,50,50,45,50,55,50,50,94-96,34,0,1,4,43.0,188,167,44,32,7,0,5,21,19,17,3,24,1,3.98,.279,1.42,5.0,3.6,1.0,1.4,3.7,1,2,0,1,0,4,22,1,674,54,44,5,1,106,4.79,113,-0.2
34282,RP,ABDUL GILKES,ABDUL,GILKES,,TEX,MLB,24,3,52,76,H,N,Normal,50,60,50,60,60,80,65,50,60,70,95-97,28,0,4,0,37.2,146,139,28,18,3,1,6,12,12,7,1,33,0,2.87,.220,0.93,7.9,1.7,1.4,4.7,17.8,0,0,2,0,0,2,15,5,508,33,44,2,1,147,4.14,98,0.2
7613,RP,DAVE GIZA,DAVE,GIZA,,COL,MLB,29,14,42,43,N,N,Normal,50,60,35,55,65,65,65,35,55,70,94-96,23,0,2,6,23.1,114,86,22,13,7,0,2,17,17,22,1,17,2,6.56,.290,1.89,6.6,8.5,0.8,0.8,-4.4,2,2,0,0,0,2,2,1,444,26,24,5,0,68,5.96,134,-0.4
30309,RP,RAYAN GONZÁLEZ,RAYAN,GONZÁLEZ,,MON,MLB,26,11,44,44,N,H,Normal,50,50,45,50,55,55,50,45,50,55,99-101,28,0,1,2,27.1,115,100,20,11,6,0,3,12,12,12,0,21,2,3.95,.221,1.17,6.9,4.0,1.0,1.8,7.8,0,1,0,1,0,2,18,2,430,32,26,1,1,109,4.77,110,-0.1
39105,RP,SERGIO GORDILLO,SERGIO,GORDILLO,,BAL,MLB,22,6,43,43,H,N,Normal,50,55,40,50,55,60,55,40,50,55,98-100,32,0,3,1,41.0,163,140,22,15,6,0,1,14,14,22,0,43,1,3.07,.219,1.07,9.4,4.8,0.2,2.0,12.9,0,0,1,0,0,4,23,0,624,35,39,3,1,145,3.25,73,0.7
18430,RP,MILES GROSSE,MILES,GROSSE,,PHI,MLB,37,18,46,46,H,H,Fan Fav,50,50,70,55,45,50,50,70,55,45,94-96,40,1,7,0,67.2,284,266,69,46,13,1,9,30,29,13,0,56,2,3.86,.294,1.21,7.4,1.7,1.2,4.3,15.1,0,3,2,0,0,2,32,7,1051,59,84,7,1,110,4.08,96,0.4
26552,RP,ALBERTO GUARDIOLA,ALBERTO,GUARDIOLA,,CLE,MLB,38,20,50,50,H,N,Fan Fav,50,50,60,55,50,50,50,60,55,50,94-96,35,0,2,1,46.2,198,177,41,26,11,0,4,19,19,18,2,41,2,3.66,.278,1.26,7.9,3.5,0.8,2.3,11.6,0,1,0,0,0,4,27,17,694,48,47,5,0,115,3.86,91,0.4
8632,RP,AYDIN GUERRON,AYDIN,GUERRON,,TOR,MLB,32,16,44,44,H,N,Normal,45,50,45,50,50,45,50,45,50,50,93-95,27,0,1,1,33.2,177,144,46,30,8,0,8,35,34,29,5,35,2,9.09,.376,2.23,9.4,7.8,2.1,1.2,3.4,2,0,1,0,0,2,15,6,661,28,35,4,0,48,6.67,153,-0.9
15961,RP,ISAAC GUMIENNY,ISAAC,GUMIENNY,,CHC,MLB,37,22,52,52,N,N,Normal,50,50,60,50,50,50,50,60,50,50,94-96,36,0,3,8,48.2,211,181,41,30,8,0,3,22,21,22,3,43,4,3.88,.275,1.29,8.0,4.1,0.6,2.0,10.0,1,3,1,1,0,2,17,2,731,54,47,4,2,112,3.80,86,0.6
16859,RP,WENDELL GUNTLE,WENDELL,GUNTLE,,CHC,MLB,35,16,49,49,N,N,Normal,45,55,65,55,55,45,55,65,55,55,93-95,41,0,2,9,44.1,206,178,50,30,13,1,6,37,37,21,7,42,3,7.51,.333,1.60,8.5,4.3,1.2,2.0,10.2,2,2,2,0,0,2,12,5,732,45,44,5,1,58,4.36,99,0.2
28081,RP,JOSIAH GUSTAFSON,JOSIAH,GUSTAFSON,,TB,MLB,26,8,40,41,N,N,Normal,45,50,45,50,50,55,55,45,50,55,96-98,28,0,1,2,28.0,135,109,32,20,7,1,4,21,21,22,5,14,1,6.75,.301,1.93,4.5,7.1,1.3,0.6,-5.9,1,2,0,0,0,4,15,3,476,36,28,2,1,64,6.13,141,-0.5
27475,RP,MARTIN GUSTAFSON,MARTIN,GUSTAFSON,,ANA,MLB,34,16,43,43,H,H,Fan Fav,45,55,45,50,55,45,55,45,50,55,92-94,19,17,4,7,80.1,372,325,88,56,20,0,12,59,55,44,1,63,1,6.16,.302,1.64,7.1,4.9,1.3,1.4,5.1,0,2,10,1,0,4,1,0,1304,69,104,10,1,71,5.36,122,0.1
8207,RP,KASEN HAMMOND,KASEN,HAMMOND,,LAD,MLB,31,16,48,48,N,N,Normal,45,50,55,50,50,45,50,55,50,50,93-95,44,0,4,2,68.1,287,266,67,44,12,0,11,30,28,15,0,49,4,3.69,.269,1.20,6.5,2.0,1.4,3.3,11.8,0,2,5,0,0,3,34,9,997,56,92,6,3,115,4.84,114,-0.3
33540,RP,THOMAS HARRINGTON,THOMAS,HARRINGTON,,ARI,MLB,27,12,52,52,H,N,Fan Fav,50,55,50,55,55,50,55,50,55,55,94-96,34,0,1,3,51.0,229,202,54,26,17,1,10,32,31,24,1,46,2,5.47,.299,1.53,8.1,4.2,1.8,1.9,9.6,0,1,2,4,0,5,15,4,849,42,59,4,1,80,5.56,126,-0.5
30058,RP,WESLEY HEERINGA,WESLEY,HEERINGA,,MIL,MLB,27,8,46,46,N,N,Normal,45,55,50,50,55,50,55,50,50,55,95-97,19,0,3,0,24.0,97,91,21,14,2,2,3,11,11,4,0,19,2,4.12,.261,1.04,7.1,1.5,1.1,4.8,15.5,0,0,1,0,0,2,11,5,352,20,31,3,0,105,4.14,95,0.1
40631,RP,MÁRIO HERNÁNDEZ,MÁRIO,HERNÁNDEZ,,LAD,MLB,22,3,57,57,N,N,Normal,65,55,55,55,50,65,55,55,55,55,92-94,7,0,0,0,6.0,28,26,8,2,3,0,3,8,8,2,2,6,0,12.00,.294,1.67,9.0,3.0,4.5,3.0,14.3,0,0,0,0,0,0,4,1,104,8,4,2,0,35,7.84,185,-0.2
36046,RP,MARTÍN HERRERA,MARTÍN,HERRERA,,CWS,MLB,24,9,40,56,N,N,Normal,45,45,55,55,45,65,55,55,55,55,97-99,6,0,1,0,5.0,17,16,2,1,0,0,1,1,1,1,0,7,0,1.80,.125,0.60,12.6,1.8,1.8,7.0,35.3,0,0,0,0,0,1,4,0,60,5,2,1,0,239,3.74,86,0.1
13705,RP,ETHAN HINCKLEY,ETHAN,HINCKLEY,,SD,MLB,25,9,35,35,N,H,Normal,50,45,40,50,40,50,45,40,50,40,97-99,1,0,0,0,3.1,11,11,1,1,0,0,0,0,0,0,0,3,0,0.00,.125,0.30,8.1,0.0,0.0,0.0,27.3,0,0,0,0,0,0,0,0,28,3,4,0,0,999,1.54,36,0.1
35007,RP,EVAN HOFER,EVAN,HOFER,,MON,MLB,20,3,44,48,N,N,Normal,50,55,45,50,60,55,55,50,50,60,91-93,34,1,3,1,38.1,165,146,36,26,9,1,0,12,12,14,2,34,2,2.82,.319,1.30,8.0,3.3,0.0,2.4,12.1,1,1,3,0,1,6,19,5,578,41,36,2,0,153,2.67,61,1.1
31046,RP,KING HOLDERNESS,KING,HOLDERNESS,,KCM,MLB,27,9,44,44,H,N,Fan Fav,45,55,45,50,60,45,55,45,50,60,93-95,26,0,3,0,49.2,215,193,52,34,13,1,4,24,23,21,0,47,0,4.17,.336,1.47,8.5,3.8,0.7,2.2,12.1,0,1,1,1,0,7,25,4,840,51,43,6,1,105,3.77,86,0.5
15747,RP,RYDER HOLMER,RYDER,HOLMER,,KCR,MLB,27,8,43,43,N,L,Normal,50,50,55,50,45,50,50,55,50,45,93-95,47,0,5,1,48.0,195,180,44,31,6,1,6,14,14,12,0,44,1,2.62,.288,1.17,8.2,2.2,1.1,3.7,16.4,0,2,4,0,0,2,21,8,718,43,51,6,3,164,3.95,91,0.4
36602,RP,SYDNEY HOMANI,SYDNEY,HOMANI,,BOS,MLB,23,3,50,50,N,N,Normal,55,55,45,55,55,65,55,45,55,55,96-98,43,0,2,2,44.2,181,165,36,22,12,0,2,14,13,14,0,40,1,2.62,.274,1.12,8.1,2.8,0.4,2.9,14.4,0,1,1,0,0,2,19,4,717,41,47,6,1,164,3.14,73,1.0
12593,RP,BRANDON HUARD,BRANDON,HUARD,,CWS,MLB,30,11,44,44,N,N,Prankster,50,50,50,50,50,50,50,50,50,50,93-95,31,0,3,3,39.0,167,150,35,23,6,0,6,17,14,14,3,42,0,3.23,.282,1.26,9.7,3.2,1.4,3.0,16.8,2,1,0,0,0,2,16,2,642,31,41,4,0,133,4.04,93,0.3
14368,RP,GILBERT HWAN,GILBERT,HWAN,,ANA,MLB,31,12,77,77,N,H,Normal,80,60,55,65,55,80,60,55,65,55,93-95,43,0,5,2,41.0,165,151,36,24,8,1,3,10,10,7,1,44,3,2.20,.308,1.05,9.7,1.5,0.7,6.3,22.4,1,3,1,0,0,3,27,11,619,38,35,3,2,199,2.81,64,1.2
16720,RP,SEUNG-HYEON HYOUN,SEUNG-HYEON,HYOUN,,MIL,MLB,30,11,45,45,N,H,Prankster,45,55,40,50,60,45,55,40,50,60,91-93,36,0,3,1,40.0,169,151,35,25,7,0,3,15,15,18,0,33,0,3.38,.278,1.32,7.4,4.0,0.7,1.8,8.9,0,0,2,0,0,2,16,1,657,46,37,4,1,128,4.02,93,0.3
35654,RP,JOAQUIN HYSQUIERDO,JOAQUIN,HYSQUIERDO,,NYM,MLB,24,10,45,45,N,N,Normal,45,50,50,50,50,50,50,50,50,50,95-97,17,0,0,2,10.1,51,46,17,12,1,1,3,11,11,5,0,8,0,9.58,.400,2.13,7.0,4.4,2.6,1.6,5.9,0,0,0,0,0,1,5,1,218,11,10,3,0,49,7.02,150,-0.3
36167,RP,ALBERTO JIMÉNEZ,ALBERTO,JIMÉNEZ,,BOS,MLB,23,9,45,45,N,N,Normal,40,50,50,50,50,40,50,50,50,55,95-97,29,0,1,0,38.0,175,152,40,30,4,0,6,27,18,18,0,22,1,4.26,.266,1.53,5.2,4.3,1.4,1.2,2.3,0,4,3,0,0,2,12,7,624,40,50,7,0,101,5.74,133,-0.5
34526,RP,EBER JIMÉNEZ,EBER,JIMÉNEZ,,CWS,MLB,23,6,49,49,N,N,Normal,45,50,50,50,55,50,50,50,50,55,96-98,23,0,1,3,37.2,159,143,38,26,4,0,8,21,20,14,1,27,0,4.78,.275,1.38,6.5,3.3,1.9,1.9,8.2,1,1,1,0,0,7,7,0,579,35,43,5,1,90,5.71,132,-0.5
9751,RP,JAMESON KEE,JAMESON,KEE,,ATL,MLB,24,9,47,47,H,H,Sparkplug,50,50,50,55,50,55,50,55,55,50,96-98,21,0,3,0,44.0,192,179,51,36,13,1,1,19,19,7,0,34,4,3.89,.342,1.32,7.0,1.4,0.2,4.9,14.1,0,2,3,0,0,3,20,5,683,41,52,1,0,110,2.84,66,0.9
37452,RP,STEVEN KEE,STEVEN,KEE,,COL,MLB,23,7,49,49,N,N,Normal,55,55,50,50,55,55,55,50,50,55,96-98,7,0,0,0,6.0,27,21,6,5,1,0,0,3,3,5,0,4,0,4.50,.333,1.83,6.0,7.5,0.0,0.8,-3.7,0,1,0,0,0,1,6,2,103,6,6,1,1,103,4.51,96,0.0
1612,RP,JOHN KEEN,JOHN,KEEN,,COL,MLB,29,11,39,39,H,N,Sparkplug,50,45,55,50,45,50,45,55,50,45,92-94,11,0,0,2,13.1,73,70,29,14,8,0,7,17,16,3,0,14,0,10.80,.449,2.40,9.4,2.0,4.7,4.7,15.1,0,0,0,0,0,0,7,3,257,10,16,1,0,43,8.74,187,-0.5
22178,RP,DONOVAN KELDERHOUSE,DONOVAN,KELDERHOUSE,,FLA,MLB,35,17,45,45,N,N,Normal,45,50,50,50,50,45,50,50,50,50,92-94,23,0,3,2,28.0,120,105,26,17,4,0,5,15,14,14,1,30,1,4.50,.300,1.43,9.6,4.5,1.6,2.1,13.3,0,0,1,0,0,4,9,2,462,27,22,4,0,94,5.02,118,-0.2
6772,RP,CHUCK KESSINGER,CHUCK,KESSINGER,,SEA,MLB,29,14,43,43,N,N,Normal,50,55,45,50,55,60,55,45,50,55,94-96,21,0,5,1,24.2,106,89,25,19,5,0,1,9,9,11,2,24,2,3.28,.375,1.46,8.8,4.0,0.4,2.2,12.3,4,0,1,0,0,3,11,6,409,22,22,3,1,133,3.26,74,0.5
34097,RP,DUSTIN KISCH,DUSTIN,KISCH,,NYM,MLB,26,3,42,78,N,N,Normal,50,50,45,55,50,80,55,45,55,60,97-99,17,0,0,1,11.2,45,42,9,4,1,1,3,5,5,2,0,12,0,3.86,.214,0.94,9.3,1.5,2.3,6.0,22.2,0,1,0,0,0,0,11,4,165,12,10,0,0,121,5.14,110,-0.0
33394,RP,S.J. KLASSEN,S.J.,KLASSEN,,BOS,MLB,21,3,41,48,N,N,Outspoken,60,45,45,50,45,80,45,45,50,45,97-99,4,0,0,0,2.2,20,14,6,5,0,0,1,5,4,5,0,4,0,13.50,.500,4.12,13.5,16.9,3.4,0.8,-5.0,0,1,0,0,0,0,2,2,81,2,2,2,0,32,10.84,251,-0.3
13409,RP,KRISTIAN KLIMEK,KRISTIAN,KLIMEK,,PIT,MLB,39,23,45,45,N,N,Normal,45,50,60,50,50,45,50,60,50,50,93-95,25,0,2,1,32.0,129,114,22,14,6,0,2,11,10,15,1,32,0,2.81,.250,1.16,9.0,4.2,0.6,2.1,13.2,0,0,0,0,0,5,23,8,474,23,34,0,0,154,3.47,79,0.4
9695,RP,JEREMY KNIGHTEN,JEREMY,KNIGHTEN,,WAS,MLB,30,15,56,56,L,N,Selfish,50,55,55,60,55,50,55,55,60,55,94-96,46,0,4,3,57.2,238,213,46,30,14,0,2,19,17,21,2,55,1,2.65,.278,1.16,8.6,3.3,0.3,2.6,14.3,1,2,1,0,0,3,21,3,910,47,67,7,2,171,2.93,64,1.5
14418,RP,LONNIE KOENIG,LONNIE,KOENIG,,STL,MLB,27,8,45,46,N,N,Normal,55,55,40,55,50,70,55,40,55,55,95-97,10,0,0,1,17.0,76,63,13,7,2,3,1,12,12,10,2,23,2,6.35,.300,1.35,12.2,5.3,0.5,2.3,17.1,0,1,3,0,0,0,3,0,306,12,16,2,0,73,3.17,67,0.4
28063,RP,TOM KUBACKI,TOM,KUBACKI,,CIN,MLB,26,8,44,44,N,N,Normal,50,50,45,50,55,50,50,45,50,55,93-95,51,0,4,1,50.2,210,188,46,28,9,1,8,20,18,20,0,46,0,3.20,.281,1.30,8.2,3.6,1.4,2.3,12.4,1,1,1,0,0,3,46,10,825,46,49,10,5,137,4.77,109,-0.1
20711,RP,TERRELL KURDYLA,TERRELL,KURDYLA,,FLA,MLB,30,11,41,41,H,N,Normal,45,50,50,50,50,45,50,50,50,50,93-95,33,0,1,2,25.2,108,99,24,20,2,0,2,11,11,7,0,19,2,3.86,.282,1.21,6.7,2.5,0.7,2.7,11.1,0,0,3,0,0,1,19,6,421,34,21,3,1,110,3.93,92,0.2
