ID,Name,First Name,Last Name,Mor,ORG,Lev,Age,EXP,OVR,POT,AD,WE,INT,CON,BABIP,GAP,POW,EYE,K's,HT P,CON P,GAP P,POW P,EYE P,K P,SPE,RUN,G,GS,PA,AB,H,1B,2B,3B,HR,RBI,R,BB,BB%,IBB,HP,SH,SF,CI,SO,SO%,GIDP,AVG,OBP,SLG,OPS+,BABIP,wRC+,WAR,PI/PA,SB,CS,BatR,UBR,BsR,ZR,EFF
30403,NATHAN GUTIERREZ,NATHAN,GUTIERREZ,,CHC,MLB,26,8,44,44,N,N,H,50,45,40,45,55,50,45,50,40,45,55,50,35,45,74,69,293,252,50,34,8,0,8,29,26,38,13.0,2,2,0,1,0,79,27.0,6,.198,.307,.325,73,.253,74,1.1,3.87,0,1,-9.0,0.3,-1.2,1.5,.812
33488,NOAH HAGLER,NOAH,HAGLER,,CHC,MLB,27,12,35,36,L,L,L,45,45,50,40,45,50,45,45,50,40,45,50,75,80,45,24,99,89,17,16,0,1,0,4,13,6,6.1,0,3,3,1,0,20,20.2,0,.191,.263,.213,27,.243,29,-0.6,3.44,13,1,-8.4,0.7,3.0,-2.0,.971
24556,ALEJANDRO HERNÁNDEZ,ALEJANDRO,HERNÁNDEZ,,CHC,MLB,23,7,37,43,N,N,N,45,40,45,45,45,50,50,50,45,45,45,50,40,45,58,11,76,70,13,8,4,1,0,5,7,4,5.3,0,2,0,0,0,19,25.0,1,.186,.250,.271,42,.255,41,-0.5,3.34,0,0,-5.3,0.0,0.0,-3.0,.860
18785,KAYDEN LOFTIS,KAYDEN,LOFTIS,,CHC,MLB,26,11,38,39,L,N,N,45,45,50,50,50,45,45,45,50,50,55,50,20,20,33,30,120,110,32,20,5,1,6,15,9,10,8.3,1,0,0,0,0,23,19.2,4,.291,.350,.518,131,.321,131,0.9,3.73,0,0,4.6,-1.3,-1.3,0.2,.975
9106,ALFREDO PIÑA,ALFREDO,PIÑA,,CHC,MLB,23,9,50,51,N,N,N,55,60,65,55,45,50,60,55,65,55,45,50,75,80,75,48,252,232,67,40,17,0,10,26,36,16,6.3,0,2,0,2,0,51,20.2,0,.289,.337,.491,121,.329,124,1.6,3.45,29,3,7.4,0.8,5.4,-1.3,.947
22735,EDGAR ROSA,EDGAR,ROSA,,CHC,MLB,23,7,39,41,N,H,N,50,45,45,50,40,60,45,50,45,50,40,60,30,25,92,92,347,329,91,64,11,0,16,40,38,13,3.7,0,5,0,0,0,52,15.0,11,.277,.314,.456,105,.287,108,2.2,3.39,0,0,3.7,-2.3,-2.3,7.5,1.079
36922,MERLE SOGN,MERLE,SOGN,,CHC,MLB,23,7,46,47,H,H,N,45,45,45,60,60,50,45,50,45,60,60,55,40,50,91,91,380,330,80,50,16,0,14,49,45,46,12.1,1,2,0,2,0,85,22.4,11,.242,.337,.418,104,.283,107,1.1,3.92,0,0,3.2,-0.7,-0.7,-5.6,.926
5651,VICTOR SWINDOLL,VICTOR,SWINDOLL,,CHC,MLB,25,9,47,47,N,N,N,55,55,50,50,50,50,55,55,50,50,50,50,60,70,86,79,375,345,97,66,16,3,12,38,55,28,7.5,0,1,0,1,0,77,20.5,3,.281,.336,.449,111,.331,114,1.2,3.74,3,4,6.4,0.9,-1.6,-1.4,.981
33216,ANTONIO TAVERAS,ANTONIO,TAVERAS,,CHC,MLB,25,11,48,55,N,N,N,50,55,45,60,45,45,55,50,45,65,45,45,20,25,94,91,405,369,101,62,15,0,24,64,57,32,7.9,0,1,0,3,0,108,26.7,12,.274,.331,.509,123,.321,126,1.9,3.87,0,0,12.9,-1.7,-1.7,0.6,.996
27399,NESTOR VARGAS,NESTOR,VARGAS,,CHC,MLB,25,11,38,40,H,H,N,45,45,50,45,45,50,45,45,50,50,45,50,45,65,69,67,249,236,59,39,14,0,6,28,26,11,4.4,0,1,1,1,0,54,21.7,7,.250,.285,.386,80,.299,80,0.2,3.55,10,1,-5.8,-0.6,0.6,-1.2,.982
30279,CHARLIE AIRD,CHARLIE,AIRD,,CIN,MLB,28,10,43,44,N,N,N,55,50,55,45,50,60,50,55,55,45,55,60,50,45,51,39,154,144,40,28,6,2,4,20,20,9,5.8,0,1,0,0,0,26,16.9,2,.278,.325,.431,103,.316,105,0.1,3.51,1,0,1.1,-0.9,-1.2,-5.1,.893
13319,AXEL CORUM,AXEL,CORUM,,CIN,MLB,23,8,42,47,N,L,N,40,35,40,60,60,50,35,45,40,65,60,50,70,80,91,89,378,324,89,56,5,1,27,63,57,50,13.2,0,2,2,2,0,77,20.4,3,.275,.373,.546,145,.279,150,3.7,3.99,27,5,22.7,-2.2,0.3,3.9,1.023
37148,JORDAN FAULK,JORDAN,FAULK,,CIN,MLB,23,7,37,40,N,N,N,45,45,40,45,45,55,50,50,40,45,45,55,60,75,87,87,300,291,67,51,10,1,5,28,22,9,3.0,0,0,1,0,0,71,23.7,5,.230,.253,.323,55,.288,53,-0.5,3.42,3,4,-16.8,2.0,-0.1,-1.8,.994
20367,AARON FUSSELL,AARON,FUSSELL,,CIN,MLB,33,15,41,41,N,N,L,60,55,50,30,45,60,55,60,50,30,45,60,60,65,28,23,98,89,23,20,1,2,0,6,11,8,8.2,1,0,1,1,1,15,15.3,1,.258,.316,.315,66,.307,65,-0.2,3.38,6,0,-4.1,-0.0,1.0,-1.9,.946
7111,IGONE GUERRERO,IGONE,GUERRERO,,CIN,MLB,25,9,63,63,N,N,N,50,55,50,60,55,45,55,50,50,60,55,45,35,35,76,76,327,283,68,42,11,1,14,43,40,39,11.9,0,3,0,2,0,84,25.7,13,.240,.336,.435,107,.289,111,3.1,3.92,4,0,4.7,0.6,0.4,2.0,1.021
37340,JEFF GUTTERY,JEFF,GUTTERY,,CIN,MLB,22,7,43,43,N,N,N,55,50,65,50,40,65,50,55,65,50,40,65,50,55,90,90,365,341,88,63,14,4,7,46,35,17,4.7,1,4,1,3,0,57,15.6,6,.258,.299,.384,84,.289,83,0.6,3.40,2,4,-7.3,-2.4,-5.0,5.1,1.014
12541,DECLAN HUBER,DECLAN,HUBER,,CIN,MLB,24,8,49,52,N,N,N,55,50,50,50,50,60,50,55,50,50,50,60,60,70,52,52,204,192,54,39,7,1,7,27,26,9,4.4,0,1,0,2,0,29,14.2,5,.281,.314,.438,101,.297,102,0.7,3.57,2,0,0.6,1.5,1.3,-10.3,.888
23826,MICHAEL KINCH,MICHAEL,KINCH,,CIN,MLB,31,12,52,52,H,N,L,45,60,50,65,55,40,60,45,50,65,55,40,50,60,94,90,385,326,76,43,14,1,18,48,57,48,12.5,1,5,0,6,0,123,31.9,6,.233,.335,.448,110,.304,112,0.7,3.92,1,1,5.7,0.0,-1.5,0.0,.000
33687,JAYDEN KRAUSE,JAYDEN,KRAUSE,,CIN,MLB,29,10,46,47,N,H,N,55,60,60,55,45,50,60,60,65,55,55,55,50,55,85,70,319,298,87,45,24,1,17,46,44,20,6.3,0,0,0,1,0,64,20.1,1,.292,.335,.550,134,.321,138,1.5,3.59,3,0,14.6,0.7,0.5,-11.7,.864
7506,BRANDON LUJANO,BRANDON,LUJANO,,CIN,MLB,31,16,50,50,N,N,L,55,45,50,55,50,60,45,55,50,55,50,60,40,45,44,9,74,67,13,7,2,0,4,10,7,6,8.1,0,0,0,1,0,17,23.0,2,.194,.257,.403,75,.191,74,0.3,3.34,0,0,-2.2,-0.0,-0.0,2.3,1.140
6741,WYATT MCCAFFERTY,WYATT,MCCAFFERTY,,CIN,MLB,29,14,36,37,L,N,N,45,40,50,40,55,50,40,45,50,40,60,50,25,50,23,23,80,74,8,5,2,0,1,5,5,6,7.5,0,0,1,0,0,23,28.7,1,.108,.175,.176,-4,.140,-7,-0.5,4.03,1,0,-10.3,-0.1,0.0,0.1,.975
35143,LOU SHOUSE,LOU,SHOUSE,,CIN,MLB,26,10,27,29,N,L,N,40,35,40,35,45,45,35,40,40,35,45,45,50,45,60,12,60,56,6,4,2,0,0,0,1,3,5.0,0,1,1,0,0,13,21.7,1,.107,.167,.143,-14,.140,-18,-0.4,3.53,1,0,-8.5,-0.6,-0.5,2.2,1.047
30567,VINCENT THOMPSON,VINCENT,THOMPSON,,CIN,MLB,26,8,77,77,N,L,N,50,60,55,65,50,45,60,50,55,65,50,45,45,50,93,93,407,359,107,57,21,5,24,65,64,37,9.1,4,8,0,3,0,121,29.7,6,.298,.373,.585,154,.382,153,2.9,3.78,1,2,26.3,-0.1,-2.2,-2.0,.950
33335,IVÁN VIZCAINO,IVÁN,VIZCAINO,,CIN,MLB,26,9,43,45,N,H,N,50,50,60,50,45,50,55,50,60,50,55,50,55,60,24,18,73,67,15,9,3,3,0,11,7,4,5.5,0,1,0,1,0,15,20.5,1,.224,.274,.358,67,.283,66,0.0,3.59,3,0,-2.9,-0.4,0.1,0.6,1.038
39214,EMILIANO VÁSQUEZ,EMILIANO,VÁSQUEZ,,CIN,MLB,28,5,46,47,N,H,L,55,60,50,25,55,55,60,60,50,25,60,55,75,70,91,90,397,363,96,77,16,3,0,15,52,27,6.8,1,6,9,1,0,78,19.6,1,.264,.325,.325,78,.336,80,1.8,3.78,48,7,-9.5,1.5,8.0,9.1,1.068
36124,UNAI AYALA,UNAI,AYALA,,CLE,MLB,23,9,48,51,N,N,H,55,65,55,55,50,45,65,55,55,55,50,50,30,35,50,40,177,160,36,21,10,0,5,21,22,16,9.0,0,0,0,1,0,38,21.5,3,.225,.294,.381,90,.263,87,-0.4,3.89,0,0,-2.7,-1.5,-1.5,-2.6,.901
33875,JOHN BLANCHARD,JOHN,BLANCHARD,,CLE,MLB,26,3,60,65,N,N,H,55,50,55,55,50,55,50,55,55,55,50,55,35,55,51,44,192,175,41,22,15,0,4,27,20,13,6.8,0,2,0,2,0,35,18.2,3,.234,.292,.389,91,.268,87,-0.2,3.66,1,0,-2.9,-1.6,-1.8,-0.2,1.096
35069,RONALD BURCH,RONALD,BURCH,,CLE,MLB,26,10,34,35,L,L,H,45,40,45,50,50,50,40,45,45,50,50,50,35,30,12,11,42,38,5,4,1,0,0,1,3,4,9.5,0,0,0,0,0,12,28.6,0,.132,.214,.158,8,.192,7,-0.3,4.36,0,0,-4.6,0.4,0.4,-0.8,.975
35904,JUAN CALDERON,JUAN,CALDERON,,CLE,MLB,21,6,47,49,N,H,N,50,70,65,50,50,40,70,60,65,50,50,45,45,50,82,82,309,268,67,39,15,4,9,29,34,35,11.3,4,4,0,2,0,89,28.8,3,.250,.343,.437,119,.337,111,1.3,4.05,1,1,4.3,-1.5,-2.7,0.3,1.005
36202,LEÓN DE JESUS,LEÓN,DE JESUS,,CLE,MLB,23,9,49,67,N,N,N,50,50,60,55,65,45,55,60,60,55,65,60,65,70,83,81,360,313,75,45,20,2,8,27,47,46,12.8,1,1,0,0,0,91,25.3,5,.240,.339,.393,107,.313,106,0.6,4.06,2,1,2.6,1.7,0.4,-1.1,.949
14864,HANS DE STRADE,HANS,DE STRADE,,CLE,MLB,30,15,41,41,N,N,N,20,25,35,25,25,20,25,20,35,25,25,20,20,20,1,,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,100.0,0,.000,.000,.000,-100,.000,-117,0.1,3.00,0,0,-0.3,0.0,0.0,0.9,1.197
35052,TODD HILLYER,TODD,HILLYER,,CLE,MLB,26,10,36,40,L,N,N,45,65,55,30,55,35,65,50,55,35,60,40,55,50,45,26,128,114,21,16,4,0,1,3,12,13,10.2,1,0,1,1,0,45,35.2,2,.184,.266,.246,46,.290,42,-0.4,4.30,5,1,-8.8,0.4,0.7,-1.2,.974
8763,LONNIE LAMBERSON,LONNIE,LAMBERSON,,CLE,MLB,33,18,60,60,N,H,N,65,55,60,40,50,70,55,65,60,40,50,70,20,20,73,73,308,283,76,45,20,3,8,45,37,23,7.5,0,1,0,1,0,38,12.3,8,.269,.325,.445,116,.286,112,2.3,3.55,0,0,4.7,-1.7,-1.7,-1.5,1.056
15578,JOHN LETCHER,JOHN,LETCHER,,CLE,MLB,27,8,50,53,N,H,H,60,50,55,45,55,65,55,65,55,45,60,65,55,70,54,54,247,219,59,43,10,0,6,27,28,24,9.7,0,2,0,2,0,23,9.3,2,.269,.344,.397,110,.276,109,0.6,3.47,5,6,2.7,0.2,-2.5,-0.4,.970
17308,CHING-CHAO LUO,CHING-CHAO,LUO,,CLE,MLB,24,8,47,47,H,N,H,45,45,45,55,65,50,45,45,45,55,65,50,35,35,60,45,204,165,38,29,4,1,4,16,23,35,17.2,0,2,0,2,0,46,22.5,4,.230,.368,.339,102,.291,107,0.6,4.13,0,0,1.7,0.1,0.1,1.2,1.032
1498,MARTIN MAITRE,MARTIN,MAITRE,,CLE,MLB,27,12,34,35,N,N,N,40,35,40,40,55,50,40,40,40,45,60,50,50,50,81,79,251,234,37,27,4,0,6,26,23,16,6.4,0,1,8,0,0,50,19.9,6,.158,.215,.252,32,.174,28,-1.0,3.71,0,0,-21.5,-0.6,-0.6,0.3,1.005
1426,GROVER MELVILLE,GROVER,MELVILLE,,CLE,MLB,30,11,45,45,L,N,N,60,50,50,50,40,70,50,60,50,50,40,70,35,30,84,77,334,321,83,61,15,0,7,29,31,10,3.0,0,1,0,2,0,32,9.6,4,.259,.281,.371,83,.268,78,0.2,3.03,0,1,-8.6,-0.4,-1.8,-0.1,.988
22453,LUKE MENENDEZ,LUKE,MENENDEZ,,CLE,MLB,30,11,45,45,L,L,N,50,50,55,50,60,45,50,50,55,50,60,45,50,45,87,84,360,322,75,45,15,2,13,42,38,31,8.6,0,4,0,3,0,88,24.4,6,.233,.306,.413,101,.277,98,0.7,3.83,1,0,-0.5,0.2,-0.7,3.4,1.047
21449,AARON SNEDAKER,AARON,SNEDAKER,,CLE,MLB,26,7,40,42,N,N,N,55,45,45,45,40,65,45,55,50,45,40,70,35,45,57,46,188,175,52,36,9,1,6,24,20,10,5.3,0,1,0,2,0,20,10.6,4,.297,.335,.463,123,.305,119,0.9,3.40,0,0,4.5,-0.1,-0.1,-2.8,.971
33092,ÁNGEL URBINA,ÁNGEL,URBINA,,CLE,MLB,22,3,49,60,N,H,N,50,50,65,50,50,50,50,55,70,55,50,55,70,70,91,89,376,339,99,62,24,3,10,56,50,28,7.4,0,5,0,4,0,71,18.9,7,.292,.351,.469,130,.340,127,3.0,3.57,19,4,12.2,0.7,1.9,2.8,1.018
11425,BRAD BOWMAN,BRAD,BOWMAN,,COL,MLB,32,17,57,57,H,H,N,55,45,55,65,55,65,45,55,55,65,55,65,20,20,99,99,442,388,121,72,29,1,19,67,64,51,11.5,4,0,0,3,0,66,14.9,8,.312,.389,.539,132,.333,142,2.3,3.53,0,0,22.5,-4.1,-4.1,-0.4,.932
23340,PEDRO DENIZ,PEDRO,DENIZ,,COL,MLB,29,13,40,41,N,N,H,55,50,55,45,45,50,55,55,55,50,50,55,65,75,82,71,316,301,92,51,19,9,13,51,45,13,4.1,0,1,0,1,1,64,20.3,4,.306,.335,.558,121,.351,132,1.9,3.64,8,3,12.5,0.5,0.0,-8.1,.913
37427,MICHAEL GREENE,MICHAEL,GREENE,,COL,MLB,23,7,39,41,N,N,L,60,50,50,35,35,70,55,65,50,35,35,70,25,25,5,3,14,14,5,4,0,0,1,5,2,0,0.0,0,0,0,0,0,2,14.3,1,.357,.357,.571,130,.364,146,0.1,3.86,0,0,0.8,-1.1,-1.1,0.6,1.038
37476,GRAYSON HANNAH,GRAYSON,HANNAH,,COL,MLB,22,7,42,42,N,N,L,70,55,55,35,35,75,60,70,55,35,35,75,30,25,21,14,63,61,18,12,6,0,0,7,5,1,1.6,0,0,0,1,0,8,12.7,4,.295,.302,.393,75,.333,78,-0.2,3.06,0,0,-1.6,-0.7,-0.7,-1.9,.941
27290,KARTER HOPE,KARTER,HOPE,,COL,MLB,31,12,27,27,L,N,H,40,40,35,45,35,40,40,40,35,45,35,40,25,25,69,63,214,202,30,24,3,0,3,18,14,10,4.7,0,2,0,0,1,82,38.3,1,.149,.196,.208,3,.231,0,-0.9,3.87,1,0,-25.6,-0.4,-0.6,-0.9,1.083
2790,CRISPIN LA,CRISPIN,LA,,COL,MLB,29,14,47,47,H,H,N,55,50,55,55,45,65,50,55,60,55,50,65,35,40,44,33,142,131,34,21,6,1,6,17,19,9,6.3,1,2,0,0,0,14,9.9,2,.260,.317,.458,116,.252,110,-0.1,3.22,0,0,1.8,0.7,0.7,-6.0,.820
22949,YOVANNY MARTÍNEZ,YOVANNY,MARTÍNEZ,,COL,MLB,28,11,39,44,H,H,H,60,60,70,30,40,50,60,65,70,30,60,65,70,80,61,60,257,245,72,46,18,8,0,24,32,11,4.3,0,0,0,1,0,46,17.9,5,.294,.323,.433,89,.360,97,0.6,3.32,21,6,-0.9,2.3,3.6,-6.8,.917
17257,JASON MCGREGORY,JASON,MCGREGORY,,COL,MLB,23,8,45,48,L,N,N,45,50,55,55,50,45,50,50,55,55,50,50,45,45,64,58,235,212,47,29,13,0,5,25,20,19,8.1,2,1,0,3,0,83,35.3,5,.222,.285,.354,61,.331,62,-0.3,3.94,4,2,-10.5,-0.7,-1.3,0.7,1.029
36181,ADRIÁN MENDIETTA,ADRIÁN,MENDIETTA,,COL,MLB,23,9,45,47,N,L,H,45,40,55,45,45,55,45,50,55,45,45,55,70,80,67,67,265,238,48,31,11,2,4,30,28,20,7.5,1,2,0,5,0,53,20.0,4,.202,.264,.315,47,.237,47,1.4,3.72,27,1,-16.6,2.1,7.3,10.9,1.098
32668,CADE MURLIN,CADE,MURLIN,,COL,MLB,29,13,21,22,L,H,H,35,35,40,40,45,35,35,35,40,40,50,35,30,30,46,36,130,122,29,14,9,0,6,28,18,6,4.6,0,0,0,2,0,40,30.8,0,.238,.269,.459,79,.295,84,0.5,3.72,0,0,-2.4,-0.6,-0.6,-1.4,.585
27786,EDWARD R. NEWSOME,EDWARD R.,NEWSOME,,COL,MLB,30,12,44,44,L,H,N,50,45,50,45,45,55,45,50,50,45,45,55,50,45,62,60,250,234,70,41,19,4,6,38,33,11,4.4,2,3,0,2,0,62,24.8,2,.299,.336,.491,106,.381,112,1.4,3.51,0,0,3.8,-0.5,-0.5,0.1,1.011
33931,JOSÉ PÉREZ,JOSÉ,PÉREZ,,COL,MLB,30,12,53,53,N,H,H,60,60,60,50,50,55,60,60,60,50,50,55,70,75,77,74,344,301,81,48,23,4,6,32,53,34,9.9,1,8,0,1,0,68,19.8,6,.269,.358,.432,99,.329,110,1.9,3.73,24,6,4.4,0.5,2.1,3.2,1.022
33228,HECTOR ROSAS,HECTOR,ROSAS,,COL,MLB,25,11,36,37,H,N,N,50,45,55,30,40,50,45,50,55,30,45,50,65,75,91,89,363,342,85,57,20,5,3,34,39,18,5.0,4,2,0,1,0,77,21.2,6,.249,.289,.363,64,.312,64,1.1,3.58,24,4,-15.6,0.4,3.2,11.2,1.064
24138,FRANCO SCHAEFER,FRANCO,SCHAEFER,,COL,MLB,23,8,63,63,N,N,N,65,50,60,55,40,75,50,65,60,55,40,75,70,80,61,57,261,253,75,36,19,4,16,42,52,7,2.7,0,1,0,0,0,19,7.3,4,.296,.318,.593,123,.271,136,2.8,3.13,25,1,11.5,0.1,5.0,1.5,1.028
32141,ISAAC TOSCANO,ISAAC,TOSCANO,,COL,MLB,25,11,40,41,N,N,N,55,45,50,40,40,65,50,55,50,40,45,65,45,55,30,18,91,88,26,14,10,0,2,10,12,3,3.3,1,0,0,0,0,14,15.4,3,.295,.319,.477,98,.333,102,-0.1,3.64,1,0,0.3,0.5,0.5,-3.7,.879
8539,JOSUÉ ÁLVAREZ,JOSUÉ,ÁLVAREZ,,COL,MLB,27,11,50,51,N,N,L,45,35,50,55,60,75,35,45,50,55,65,75,50,50,96,96,430,365,100,63,16,1,20,55,63,55,12.8,2,3,0,7,0,44,10.2,9,.274,.367,.488,115,.260,124,2.0,3.79,15,3,12.7,-1.8,-1.3,2.1,1.059
24070,LIAM ANZEVINO,LIAM,ANZEVINO,,CWS,MLB,23,8,63,63,N,H,N,60,60,60,45,50,55,60,60,60,45,50,55,50,70,89,89,404,371,110,72,20,2,16,50,60,28,6.9,1,3,0,2,0,79,19.6,2,.296,.349,.491,128,.338,128,4.0,3.56,23,4,13.9,0.3,2.4,5.7,1.040
22211,OBERLIN BELISLE,OBERLIN,BELISLE,,CWS,MLB,32,14,56,56,H,N,L,50,55,50,60,50,45,55,50,50,60,50,45,60,65,92,91,391,347,97,65,11,0,21,71,53,34,8.7,1,5,0,5,0,101,25.8,6,.280,.348,.493,128,.330,128,2.7,3.94,24,3,13.3,2.4,5.2,1.6,.993
28535,CARL BERGGREN,CARL,BERGGREN,,CWS,MLB,26,8,45,53,N,N,N,50,50,50,55,45,50,50,50,50,60,50,50,30,30,43,16,88,84,26,16,8,0,2,9,9,3,3.4,0,0,0,1,0,18,20.5,1,.310,.330,.476,118,.369,118,0.1,3.66,0,0,1.9,-0.1,-0.1,-3.6,.891
12558,TAREK BOBO,TAREK,BOBO,,CWS,MLB,30,11,44,44,N,N,H,50,50,55,50,50,50,50,50,55,50,50,50,70,75,90,90,407,369,80,55,11,3,11,26,45,31,7.6,0,5,1,2,1,101,24.8,2,.217,.285,.352,74,.266,75,1.0,3.81,24,2,-12.1,1.4,4.9,4.0,1.036
24587,BIJELIC DARIAS,BIJELIC,DARIAS,,CWS,MLB,23,9,43,43,N,H,N,45,45,40,55,55,45,45,45,40,55,55,45,30,35,42,36,160,131,29,20,3,0,6,17,17,23,14.4,1,3,0,3,0,41,25.6,4,.221,.344,.382,100,.264,101,0.9,4.12,0,0,0.2,0.8,0.8,0.2,1.096
15924,MARLON HARTRICK,MARLON,HARTRICK,,CWS,MLB,24,9,43,44,N,N,N,45,45,45,55,55,45,45,45,45,55,55,45,40,60,69,69,273,242,50,36,6,0,8,36,29,28,10.3,1,3,0,0,0,69,25.3,7,.207,.297,.331,70,.255,72,0.4,4.06,0,0,-8.9,-0.3,-0.3,2.5,1.036
34310,KOJI KATO,KOJI,KATO,,CWS,MLB,25,3,80,80,H,N,N,65,60,65,55,55,60,60,65,65,60,55,60,65,80,91,91,415,369,125,71,28,3,23,54,75,40,9.6,4,5,0,1,0,69,16.6,4,.339,.410,.618,177,.367,176,6.2,3.71,40,2,37.9,1.8,8.8,5.5,1.076
26500,LEE KOSTKOS,LEE,KOSTKOS,,CWS,MLB,23,9,50,50,N,H,N,65,60,55,50,40,65,60,65,55,50,40,65,45,50,69,65,305,287,96,70,16,2,8,40,36,16,5.2,1,1,0,1,0,44,14.4,3,.334,.370,.488,134,.373,135,1.1,3.42,1,1,12.9,-5.0,-6.4,0.7,1.040
34867,LAWRENCE LYONS,LAWRENCE,LYONS,,CWS,MLB,25,10,40,40,N,L,H,45,45,45,55,45,55,45,45,45,55,45,55,55,65,79,76,292,263,57,44,3,1,9,33,31,23,7.9,0,3,1,3,0,56,19.2,9,.217,.284,.338,71,.239,71,-0.2,3.55,8,2,-10.0,0.9,0.9,-3.6,.923
7907,WINN MORALES,WINN,MORALES,,CWS,MLB,27,8,49,50,N,N,N,45,50,50,60,65,45,55,45,50,60,70,45,25,20,93,91,388,328,79,54,10,2,13,52,42,49,12.6,1,8,0,3,0,92,23.7,6,.241,.351,.402,107,.292,110,1.3,4.12,0,0,4.8,0.2,0.2,2.0,1.019
37177,MARCO PAMATONG,MARCO,PAMATONG,,CWS,MLB,23,7,48,48,N,H,N,50,60,50,55,50,45,60,50,50,55,50,45,20,20,65,41,199,181,48,28,9,1,10,29,22,15,7.5,0,3,0,0,0,60,30.2,8,.265,.332,.492,122,.342,125,1.2,3.82,0,0,6.0,-0.7,-0.7,-0.1,.972
16756,ELIJAH SALBERG,ELIJAH,SALBERG,,CWS,MLB,23,8,31,42,N,N,N,40,35,55,40,45,40,45,45,55,40,45,45,45,35,21,6,23,22,3,3,0,0,0,0,2,1,4.3,0,0,0,0,0,7,30.4,0,.136,.174,.136,-12,.200,-18,-0.2,3.35,2,0,-3.3,0.1,0.5,-0.0,1.113
26475,BENTO VELAZQUEZ,BENTO,VELAZQUEZ,,CWS,MLB,25,11,43,43,L,N,N,45,35,40,60,55,60,35,45,40,60,60,60,25,35,67,63,268,230,43,28,3,1,11,20,32,36,13.4,0,1,0,1,0,40,14.9,6,.187,.299,.352,79,.178,82,0.5,3.88,0,0,-5.8,0.9,0.9,-0.9,.866
27091,EDDIE BILBREY,EDDIE,BILBREY,,DET,MLB,30,12,50,50,N,N,H,50,55,55,55,45,50,55,50,55,55,45,50,75,80,68,56,259,229,54,33,11,1,9,22,35,21,8.1,4,7,0,2,0,54,20.8,4,.236,.317,.410,97,.268,92,1.2,3.31,24,3,-2.4,0.9,4.3,3.1,1.061
24344,EVAN BRIDGES,EVAN,BRIDGES,,DET,MLB,28,10,41,42,N,N,N,50,50,55,50,45,50,50,50,55,50,50,50,50,50,51,42,182,156,41,23,7,3,8,32,23,23,12.6,2,0,0,3,0,38,20.9,4,.263,.352,.500,126,.292,123,1.2,3.77,6,1,5.2,0.1,0.4,1.8,1.042
6372,CHET BRUCKI,CHET,BRUCKI,,DET,MLB,27,12,38,40,H,H,N,45,45,55,45,55,45,45,45,55,45,60,45,70,75,15,13,46,39,10,7,1,0,2,3,3,6,13.0,0,0,0,1,0,12,26.1,0,.256,.348,.436,113,.308,115,0.4,4.04,4,2,0.8,0.2,0.0,2.1,1.048
34908,PAUL BURDICK,PAUL,BURDICK,,DET,MLB,26,10,35,36,L,N,N,40,40,40,45,45,45,40,40,40,45,45,45,45,55,95,80,295,270,53,37,11,0,5,16,27,24,8.1,0,1,6,0,1,77,26.1,2,.196,.264,.293,52,.255,53,0.6,3.77,7,1,-16.5,0.7,1.1,7.9,1.074
9990,VAN BURGOS,VAN,BURGOS,,DET,MLB,26,11,35,36,N,H,N,45,40,45,45,45,55,40,45,45,45,45,55,35,25,18,17,64,61,9,8,1,0,0,2,2,3,4.7,0,0,0,0,0,19,29.7,1,.148,.188,.164,1,.214,-4,-0.4,3.81,0,0,-8.0,0.2,0.2,0.5,.000
34962,COLTON BURNS,COLTON,BURNS,,DET,MLB,25,10,34,37,N,N,H,40,40,40,50,50,45,40,40,40,50,55,45,50,70,38,31,131,113,25,18,4,0,3,14,12,15,11.5,2,3,0,0,0,33,25.2,0,.221,.328,.336,83,.286,81,0.3,3.98,1,0,-2.9,-0.7,-0.9,1.4,1.462
36973,SIDNEY COOK,SIDNEY,COOK,,DET,MLB,23,7,49,50,N,H,N,65,50,55,50,40,70,55,65,55,50,40,70,40,45,92,82,368,354,112,69,31,2,10,64,41,11,3.0,1,1,0,2,0,45,12.2,13,.316,.337,.500,125,.339,125,1.5,3.14,0,1,11.2,0.5,-1.1,-0.9,.979
7688,ANDRÉS FONSECA,ANDRÉS,FONSECA,,DET,MLB,23,9,51,51,H,N,N,50,70,60,55,50,40,70,50,60,55,50,40,25,25,73,66,297,263,76,47,16,0,13,41,33,32,10.8,0,1,0,1,0,96,32.3,9,.289,.367,.498,134,.406,137,2.4,4.08,0,0,13.4,-4.8,-4.8,0.7,.975
34246,UGO JESKE,UGO,JESKE,,DET,MLB,28,9,45,46,N,N,H,50,55,60,50,55,45,65,50,65,50,65,45,50,65,80,63,310,276,63,39,17,1,6,26,41,32,10.3,0,1,0,1,0,84,27.1,5,.228,.310,.362,83,.305,85,0.4,4.05,11,5,-5.2,-0.6,-1.5,3.3,1.041
1422,ISAAC KNOTT,ISAAC,KNOTT,,DET,MLB,30,14,80,80,N,N,N,55,50,60,65,70,60,50,55,60,65,70,60,45,60,97,97,436,348,100,51,29,2,18,44,73,77,17.7,5,6,0,5,1,60,13.8,10,.287,.420,.537,160,.298,157,3.3,4.00,3,2,30.2,-0.1,-2.1,-1.2,.951
