ID,RL,Name,Mor,ORG,Lev,Age,EXP,OVR,POT,WE,INT,Type,STU,MOV,CON,PBABIP,HRR,STU P,MOV P,CON P,PBABIP P,HRR P,VELO,G,GS,W,L,IP,BF,AB,HA,1B,2B,3B,HR,R,ER,BB,IBB,K,HP,ERA,BABIP,WHIP,K/9,BB/9,HR/9,K/BB,K%-BB%,SH,SF,WP,BK,CI,DP,IR,IRS,PI,GB,FB,SB,CS,ERA+,FIP,FIP-,WAR
131285,RP,FRED CURTIS,,SD,MLB,29,14,,,N,N,Normal,50,50,70,55,50,50,55,70,55,55,93-95,55,0,6,7,90.0,381,356,101,66,17,0,18,44,43,16,2,62,5,4.30,.296,1.30,6.2,1.6,1.8,3.9,12.1,0,4,4,1,0,7,34,10,1368,97,97,3,2,102,4.72,107,-0.1
125598,RP,DONOVAN DAILEY,,OAK,MLB,25,8,,,L,H,Disruptive,70,55,45,55,55,75,55,45,55,55,97-99,55,0,1,6,57.1,243,209,39,28,5,0,6,21,21,31,3,51,3,3.30,.217,1.22,8.0,4.9,0.9,1.6,8.2,0,0,4,0,0,2,18,8,920,53,63,1,1,135,4.07,91,0.7
132543,RP,JEFFERY DANIELS,,PIT,MLB,25,5,,,H,N,Normal,80,50,50,55,45,80,50,50,55,45,97-99,45,0,2,4,56.1,235,207,45,28,10,0,7,28,27,26,5,66,1,4.31,.281,1.26,10.5,4.2,1.1,2.5,17.0,0,1,2,1,0,5,30,6,874,46,49,1,2,106,3.31,72,1.0
120829,RP,DAVE DAVIS,,HOU,MLB,24,8,,,N,N,Normal,50,50,45,50,50,55,50,45,50,50,96-98,56,0,8,2,105.1,449,394,87,50,15,0,22,53,51,49,0,65,5,4.36,.211,1.29,5.6,4.2,1.9,1.3,3.6,0,1,2,1,0,6,41,11,1660,111,127,2,3,103,5.88,131,-1.4
121703,RP,DOUG DAVIS,,LAA,MLB,23,9,,,N,N,Normal,50,50,55,50,50,50,50,55,50,50,97-99,41,0,1,2,69.0,296,264,78,52,12,1,13,42,41,22,0,55,3,5.35,.322,1.45,7.2,2.9,1.7,2.5,11.1,1,6,4,1,0,13,26,11,1056,83,54,12,0,86,4.81,105,0.0
133066,RP,EDWARD DAVIS,,TOR,MLB,29,13,,,N,N,Selfish,55,50,55,50,55,60,50,55,50,55,93-95,41,0,3,4,70.1,299,264,66,46,9,1,10,29,28,26,4,43,4,3.58,.260,1.31,5.5,3.3,1.3,1.7,5.7,1,4,3,0,0,9,27,8,1062,76,80,4,1,126,4.60,102,0.2
129980,RP,GERALD DAVIS,,MON,MLB,31,15,,,N,H,Prankster,50,55,65,55,50,50,55,65,55,50,92-94,43,0,10,3,82.1,323,296,58,40,7,0,11,24,22,23,0,63,3,2.40,.211,0.98,6.9,2.5,1.2,2.7,12.4,0,1,2,0,0,10,29,9,1159,84,89,8,0,185,4.02,90,0.7
119151,RP,PAT DAVIS,,DET,MLB,39,23,,,N,N,Normal,50,55,50,55,60,50,55,50,55,60,92-94,55,0,2,4,70.1,319,270,78,60,9,0,9,45,45,42,4,48,5,5.76,.322,1.71,6.1,5.4,1.2,1.1,1.9,1,1,0,0,0,13,48,18,1191,69,75,5,3,79,5.00,109,-0.1
135505,RP,SCOTT DAVIS,,PIT,MLB,27,11,,,H,H,Humble,55,55,50,55,50,55,55,50,55,50,94-96,32,30,14,8,161.0,713,622,166,107,32,3,24,93,87,75,0,116,4,4.86,.290,1.50,6.5,4.2,1.3,1.5,5.8,3,8,5,0,1,15,4,0,2667,152,194,16,3,94,4.83,105,1.7
126966,RP,MICHEL DE COSTER,,NYY,MLB,27,11,,,H,N,Normal,55,50,65,55,50,70,50,70,55,50,94-96,42,0,2,3,60.2,257,238,60,40,6,0,14,35,31,17,1,56,1,4.60,.272,1.27,8.3,2.5,2.1,3.3,15.2,0,1,3,0,0,5,31,7,997,55,65,0,1,97,4.86,108,-0.1
135972,RP,VICENTE DE JESÚS,,SF,MLB,24,8,,,L,L,Unmotivated,60,50,50,55,45,75,50,50,55,45,95-97,51,3,3,7,98.1,440,376,96,63,14,0,19,58,55,58,7,73,3,5.03,.269,1.57,6.7,5.3,1.7,1.3,3.4,1,2,5,1,0,10,30,12,1619,104,105,8,0,88,5.54,125,-0.8
123505,RP,LEON DUMFRIES,,MON,MLB,37,20,,,N,N,Normal,50,55,65,55,60,50,55,65,55,60,91-93,35,0,4,1,62.2,266,244,71,46,16,0,9,29,27,18,0,32,0,3.88,.301,1.42,4.6,2.6,1.3,1.8,5.3,1,3,2,0,0,11,31,11,932,84,59,4,0,114,4.57,103,0.1
129850,RP,JEFFREY EDWARDS,,PHI,MLB,27,7,,,N,L,Normal,60,55,60,55,55,65,55,60,55,60,94-96,31,0,3,3,46.2,188,173,41,29,7,0,5,18,17,15,1,45,0,3.28,.293,1.20,8.7,2.9,1.0,3.0,16.0,0,0,2,0,0,9,18,7,729,52,34,5,0,138,3.23,71,0.9
132148,RP,BOB EFFDI,,TBA,MLB,24,4,,,H,H,Normal,60,55,50,55,60,70,55,50,55,60,94-96,2,0,0,0,3.0,13,12,3,1,2,0,0,1,1,1,0,4,0,3.00,.375,1.33,12.0,3.0,0.0,4.0,23.1,0,0,0,0,0,0,1,1,48,3,2,0,0,147,1.20,27,0.1
134533,RP,RODRIGO ELÍAS,,MON,MLB,32,11,,,N,H,Normal,45,55,60,55,55,45,55,60,55,55,92-94,45,0,8,3,76.0,315,287,70,52,10,1,7,32,27,23,1,47,2,3.20,.267,1.22,5.6,2.7,0.8,2.0,7.6,0,3,2,0,0,9,25,8,1123,82,86,4,0,139,3.77,84,1.0
121641,RP,ANTÓNIO FELICIANO,,SEA,MLB,25,9,,,H,N,Sparkplug,55,55,50,50,60,55,55,50,50,60,94-96,38,0,4,3,77.0,331,302,82,58,13,2,9,35,34,24,0,54,1,3.97,.302,1.38,6.3,2.8,1.1,2.2,9.1,1,3,0,0,0,5,25,7,1205,85,85,6,0,112,3.96,89,0.7
127947,RP,SLOAN FERRIS,,STL,MLB,25,6,,,N,N,Normal,50,55,50,55,55,50,55,50,55,60,95-97,10,0,1,0,19.0,80,69,15,13,1,0,1,7,7,10,1,11,0,3.32,.241,1.32,5.2,4.7,0.5,1.1,1.2,0,1,3,1,0,1,6,1,279,19,25,0,0,133,3.81,86,0.2
126297,RP,KEN FLOWERS,,PHI,MLB,22,7,,,N,L,Normal,60,55,55,55,55,60,55,55,55,55,95-97,19,9,4,1,68.1,302,281,76,51,9,1,15,39,36,15,1,40,4,4.74,.268,1.33,5.3,2.0,2.0,2.7,8.3,0,2,0,0,0,1,9,2,981,69,93,8,1,96,5.34,117,0.1
135293,RP,JOE FORD,,NYM,MLB,27,11,,,H,N,Normal,40,60,65,55,65,45,60,65,55,65,91-93,1,0,0,0,0.2,2,1,0,0,0,0,0,0,0,1,0,0,0,0.00,.000,1.50,0.0,13.5,0.0,0.0,-50.0,0,0,0,0,0,0,1,0,7,0,1,0,1,999,7.70,192,-0.0
134779,RP,LAWRENCE FORD,,TOR,MLB,27,11,,,L,N,Normal,60,50,55,55,45,65,50,55,55,45,94-96,33,0,0,0,65.1,273,243,62,41,12,0,9,36,35,29,3,47,0,4.82,.282,1.39,6.5,4.0,1.2,1.6,6.6,0,1,3,0,0,12,26,6,991,61,72,2,1,93,4.41,97,0.3
134996,RP,EVAN FOWLER,,ATL,MLB,27,11,,,N,N,Normal,50,50,65,50,50,50,50,65,50,50,94-96,30,0,3,0,66.1,294,274,79,54,15,1,9,36,35,17,0,40,1,4.75,.308,1.45,5.4,2.3,1.2,2.4,7.8,0,2,1,2,0,3,23,6,1051,68,85,5,1,94,4.24,94,0.4
133464,RP,RICHIE FRANKLIN,,SEA,MLB,21,4,,,H,N,Sparkplug,80,50,50,50,45,80,50,50,50,45,98-100,6,0,0,0,10.2,44,42,13,8,1,0,4,4,4,2,0,10,0,3.38,.321,1.41,8.4,1.7,3.4,5.0,18.2,0,0,0,0,0,2,6,4,157,8,11,1,0,132,6.43,144,-0.2
118672,RP,ADRIEN FRANÇOIS,,TEX,MLB,31,16,,,N,N,Normal,50,60,65,55,65,50,60,65,55,65,92-94,70,0,10,6,100.0,414,380,95,63,20,1,11,41,41,26,7,59,1,3.69,.267,1.21,5.3,2.3,1.0,2.3,8.0,2,5,5,0,0,6,35,8,1475,126,104,8,0,121,3.71,83,1.5
130575,RP,RYAN FROST,,ARI,MLB,21,5,,,H,H,Normal,60,45,55,50,40,75,50,55,50,50,95-97,37,0,5,0,74.0,320,276,64,41,9,0,14,43,38,38,7,40,2,4.62,.221,1.38,4.9,4.6,1.7,1.1,0.6,0,4,1,1,0,9,26,7,1146,74,97,8,1,98,5.58,123,-0.6
120786,RP,GARY GAILBRAITH,,TEX,MLB,23,8,,,N,N,Normal,60,55,55,55,55,65,55,55,55,55,97-99,27,0,0,1,40.0,187,162,43,27,10,0,6,25,24,24,0,33,0,5.40,.301,1.68,7.4,5.4,1.4,1.4,4.8,0,0,2,0,1,3,13,5,684,54,30,3,0,82,4.96,111,-0.1
136279,RP,PACO GALINDO,,CHC,MLB,23,7,,,N,N,Normal,70,45,40,55,45,75,45,40,55,45,98-100,65,0,3,3,82.1,369,315,76,43,19,1,13,51,48,54,3,77,0,5.25,.280,1.58,8.4,5.9,1.4,1.4,6.2,0,0,9,1,0,11,49,21,1460,78,81,5,2,86,4.90,108,-0.1
133939,RP,GREG GARCÍA,,SF,MLB,27,12,,,H,N,Sparkplug,50,45,70,55,40,50,45,70,55,40,94-96,38,0,0,1,75.1,333,301,81,55,11,1,14,41,38,29,7,53,2,4.54,.285,1.46,6.3,3.5,1.7,1.8,7.2,0,1,3,1,0,6,35,14,1269,62,103,9,1,97,4.83,109,-0.1
136250,RP,JOSÉ GARCÍA,,LAD,MLB,23,7,,,H,H,Normal,70,55,45,55,50,70,55,45,55,50,97-99,1,0,0,0,0.1,5,2,2,2,0,0,0,3,3,2,1,0,0,81.00,.667,12.00,0.0,54.0,0.0,0.0,-40.0,0,1,1,0,0,0,0,0,11,0,1,0,0,6,12.20,305,-0.0
136124,RP,JOSÉ GARCÍA,,MIL,MLB,24,9,,,N,N,Humble,70,50,50,55,45,70,50,50,55,50,97-99,23,1,3,2,48.2,202,177,33,22,3,0,8,21,20,21,0,45,4,3.70,.202,1.11,8.3,3.9,1.5,2.1,11.9,0,0,0,0,0,3,16,2,750,46,51,5,1,121,4.69,105,0.1
121558,RP,RICH GARCÍA,,MIN,MLB,24,9,,,N,L,Outspoken,60,50,50,50,50,60,50,50,50,50,96-98,93,0,10,5,151.2,668,590,163,95,37,0,31,97,88,65,0,121,2,5.22,.296,1.50,7.2,3.9,1.8,1.9,8.4,2,8,4,0,1,11,78,22,2539,154,155,11,6,87,5.25,115,-0.7
129981,RP,DONOVAN GEORGE,,MIN,MLB,31,15,,,H,N,Normal,50,50,50,50,50,50,50,50,50,50,92-94,33,0,0,2,30.0,128,113,28,17,7,0,4,20,19,12,1,15,1,5.70,.250,1.33,4.5,3.6,1.2,1.2,2.3,0,2,1,1,0,3,20,6,436,42,28,2,0,80,4.80,105,0.0
125826,RP,JUSTIN GIBBONS,,WAS,MLB,22,6,,,N,N,Normal,65,55,55,55,55,65,55,55,55,55,98-100,35,0,2,5,56.1,237,211,51,26,16,1,8,28,28,22,1,49,1,4.47,.276,1.30,7.8,3.5,1.3,2.2,11.4,1,2,2,0,0,5,25,6,865,58,54,1,1,104,4.14,89,0.5
128824,RP,JOE GILBERT,,PIT,MLB,25,5,,,H,N,Humble,65,60,45,60,60,80,60,45,60,60,96-98,57,0,4,5,65.1,289,242,55,39,9,2,5,31,27,44,1,56,2,3.72,.275,1.52,7.7,6.1,0.7,1.3,4.2,0,1,2,0,0,8,52,8,1144,77,52,4,1,123,4.21,91,0.6
135121,RP,ADAM GONZÁLEZ,,PHI,MLB,26,11,,,N,N,Normal,55,60,45,55,65,55,60,45,55,65,97-99,37,4,3,1,81.0,374,317,84,62,13,0,9,56,55,52,0,56,3,6.11,.295,1.68,6.2,5.8,1.0,1.1,1.1,0,2,5,0,0,8,18,4,1383,90,87,9,1,74,4.96,109,0.1
129908,RP,ALEJANDRO GONZÁLEZ,,KC,MLB,24,7,,,N,H,Normal,65,50,45,55,45,65,50,45,55,45,95-97,19,0,1,0,31.1,132,114,27,19,2,0,6,15,15,16,0,21,1,4.31,.239,1.37,6.0,4.6,1.7,1.3,3.8,0,1,1,0,0,4,16,5,486,33,34,6,1,105,5.64,124,-0.3
129261,RP,FÉLIX GONZÁLEZ,,WAS,MLB,23,6,,,N,N,Normal,70,50,60,55,45,70,50,60,55,45,96-98,34,0,2,3,47.1,205,177,44,30,8,0,6,21,21,23,0,41,3,3.99,.288,1.42,7.8,4.4,1.1,1.8,8.8,0,2,1,0,0,2,25,7,765,45,49,1,2,116,4.43,95,0.3
128288,RP,MAX GOODMAN,,ARI,MLB,26,6,,,N,N,Normal,50,55,50,55,55,80,55,50,55,55,93-95,28,0,2,1,40.2,187,169,46,29,6,0,11,32,28,17,5,31,0,6.20,.276,1.55,6.9,3.8,2.4,1.8,7.5,1,0,4,0,0,2,21,9,649,40,48,6,0,73,5.74,126,-0.4
128199,RP,BRUCE GORDON,,ATL,MLB,26,6,,,H,H,Normal,70,50,40,55,45,70,50,40,55,45,98-100,2,0,0,1,3.2,16,16,5,2,1,0,2,2,2,0,0,4,0,4.91,.300,1.36,9.8,0.0,4.9,0.0,25.0,0,0,0,0,0,0,1,1,56,5,2,0,0,91,7.77,173,-0.1
134737,RP,KEITH GREEN,,NYY,MLB,31,11,,,N,H,Normal,45,60,70,55,65,45,60,70,55,65,91-93,58,0,3,8,83.1,356,317,84,56,13,0,15,44,42,29,5,45,5,4.54,.263,1.36,4.9,3.1,1.6,1.6,4.5,0,5,7,0,0,11,40,8,1215,95,94,8,2,99,5.17,115,-0.4
123728,RP,PALMER GREEN JR.,,VAN,MLB,24,10,,,N,N,Normal,55,50,50,50,50,60,50,55,50,50,95-97,2,0,0,0,3.0,16,13,4,1,0,0,3,5,5,3,0,3,0,15.00,.143,2.33,9.0,9.0,9.0,1.0,0.0,0,0,0,0,0,0,1,1,63,1,5,1,0,30,16.86,369,-0.4
125717,RP,MELVIN GREGORY,,NYY,MLB,22,7,,,N,L,Normal,55,50,60,50,50,60,55,60,50,55,96-98,44,0,2,1,57.1,267,232,68,40,13,1,14,44,43,30,2,52,1,6.75,.318,1.71,8.2,4.7,2.2,1.7,8.2,0,4,3,0,0,4,38,14,1007,58,56,1,2,66,5.74,128,-0.7
132355,RP,ALBERT GRI,,SEA,MLB,28,13,,,N,H,Normal,55,50,60,50,50,55,55,60,50,60,93-95,38,0,4,1,86.2,347,324,77,44,18,0,15,32,30,19,0,69,2,3.12,.257,1.11,7.2,2.0,1.6,3.6,14.4,1,1,5,0,0,8,27,10,1253,92,85,1,2,143,4.25,95,0.5
129974,RP,ÁNGEL GUERRA,,MON,MLB,23,6,,,N,N,Normal,50,60,60,55,60,60,60,60,55,65,94-96,38,0,4,3,67.0,280,247,61,40,11,0,10,38,37,28,0,37,0,4.97,.249,1.33,5.0,3.8,1.3,1.3,3.2,0,5,2,0,0,7,25,6,1043,71,83,11,1,90,4.95,111,-0.2
135936,RP,TONY GUZMÁN,,HOU,MLB,25,8,,,L,N,Normal,55,50,40,55,45,55,50,40,55,45,92-94,59,0,7,4,135.1,587,489,94,52,18,1,23,55,52,89,0,95,3,3.46,.188,1.35,6.3,5.9,1.5,1.1,1.0,0,6,9,0,0,11,61,10,2220,111,189,9,0,129,5.71,127,-1.5
128561,RP,PABLO GÓMEZ,,TBA,MLB,23,7,,,N,N,Prankster,65,50,55,55,50,65,50,55,55,50,96-98,49,0,8,6,73.0,322,285,73,58,9,1,5,31,30,29,4,52,4,3.70,.293,1.40,6.4,3.6,0.6,1.8,7.1,0,4,4,0,0,4,35,4,1163,73,89,8,0,119,3.52,79,1.2
119789,RP,STANLEY HADDEN,,ATL,MLB,23,8,,,N,H,Normal,55,55,50,55,50,60,55,50,55,50,96-98,33,0,3,2,63.2,289,253,69,41,12,0,16,48,44,32,0,44,2,6.22,.273,1.59,6.2,4.5,2.3,1.4,4.2,1,1,7,0,0,4,18,6,1073,60,78,6,3,72,6.35,142,-1.1
131197,RP,DERRICK HANSEN,,COL,MLB,33,14,,,H,N,Sparkplug,70,65,75,65,65,70,65,75,65,65,93-95,56,0,0,3,56.0,216,200,38,25,7,3,3,14,12,10,1,53,5,1.93,.241,0.86,8.5,1.6,0.5,5.3,19.9,0,1,2,0,0,5,6,3,848,51,58,1,0,248,2.42,50,2.1
128466,RP,GARY HARGROVE,,PHI,MLB,23,7,,,N,N,Normal,55,50,65,55,50,55,50,65,55,50,95-97,29,12,5,7,83.2,349,310,74,39,13,0,22,47,45,31,0,67,3,4.84,.231,1.25,7.2,3.3,2.4,2.2,10.3,0,4,4,0,1,8,8,1,1316,74,95,3,2,94,5.90,129,-0.4
128049,RP,KEN HARRIS,,LAD,MLB,26,6,,,N,N,Normal,55,55,50,50,55,55,55,50,50,55,93-95,3,0,0,0,3.1,23,18,8,5,1,0,2,7,7,5,0,3,0,18.90,.462,3.90,8.1,13.5,5.4,0.6,-8.7,0,0,2,0,0,0,2,2,95,3,4,0,0,24,13.36,299,-0.3
121352,RP,FRED HARRISON,,OAK,MLB,23,9,,,L,N,Selfish,80,50,50,60,45,80,50,50,60,45,97-99,60,0,3,6,89.1,358,318,68,46,4,2,16,35,32,30,3,99,5,3.22,.251,1.10,10.0,3.0,1.6,3.3,19.3,1,4,7,0,0,10,23,9,1314,74,78,2,1,139,4.05,90,0.8
126216,RP,KYLE HASTINGS,,ARI,MLB,22,6,,,N,N,Normal,70,45,60,55,40,75,45,60,55,40,97-99,33,0,0,2,47.1,219,195,53,31,7,1,14,37,35,23,2,51,0,6.65,.298,1.61,9.7,4.4,2.7,2.2,12.8,0,1,2,0,0,0,16,9,839,26,64,5,1,68,5.89,129,-0.6
125544,RP,ERNEST HATFIELD,,PIT,MLB,22,7,,,H,N,Humble,75,50,50,55,45,75,50,50,55,45,96-98,19,0,0,1,25.2,121,102,25,14,2,0,9,19,19,18,0,22,1,6.66,.225,1.68,7.7,6.3,3.2,1.2,3.3,0,0,1,1,0,0,18,8,458,24,30,3,1,69,7.93,172,-0.9
128644,RP,SEAN HATFIELD,,TOR,MLB,26,6,,,H,L,Normal,55,55,50,55,60,55,60,50,55,60,94-96,51,0,2,5,46.1,193,170,35,25,6,0,4,20,14,21,2,33,1,2.72,.233,1.21,6.4,4.1,0.8,1.6,6.2,1,0,5,0,0,6,24,3,763,55,43,3,1,166,3.86,85,0.6
129911,RP,JEREMY HAWKINS,,MIL,MLB,25,7,,,N,N,Prankster,55,55,50,55,55,55,55,50,55,55,95-97,23,0,2,0,42.1,177,155,33,20,4,0,9,16,16,20,0,37,0,3.40,.216,1.25,7.9,4.3,1.9,1.9,9.6,0,2,3,0,0,3,16,2,654,38,49,1,0,131,5.30,118,-0.3
128163,RP,DAVID HAYS,,CLE,MLB,26,7,,,H,H,Normal,55,65,45,60,70,65,65,45,60,70,94-96,65,0,4,5,95.0,424,359,87,57,18,0,12,59,57,55,7,79,5,5.40,.276,1.49,7.5,5.2,1.1,1.4,5.7,1,4,3,1,0,9,45,11,1553,104,91,8,0,81,4.52,102,0.2
123151,RP,JOE HENDERSON,,VAN,MLB,25,10,,,N,N,Normal,75,55,45,55,55,75,55,45,55,55,98-100,43,0,2,2,47.2,209,180,42,27,6,1,8,25,22,25,0,42,2,4.15,.258,1.41,7.9,4.7,1.5,1.7,8.1,0,2,2,1,0,4,26,5,787,38,59,4,0,110,4.98,109,-0.1
129962,RP,ALAIN HERNANDEZ,,KC,MLB,24,7,,,L,N,Normal,65,45,55,55,40,70,45,60,55,40,97-99,36,0,3,3,69.1,302,270,70,47,5,1,17,44,43,25,0,58,2,5.58,.265,1.37,7.5,3.2,2.2,2.3,10.9,0,5,4,1,0,4,30,7,1134,64,81,10,1,81,5.55,122,-0.6
136572,RP,VÍCTOR HERNÁNDEZ,,NYM,MLB,22,6,,,N,N,Normal,45,60,60,55,65,50,60,60,55,65,93-95,30,7,4,2,95.1,408,379,101,67,15,2,17,50,48,25,0,51,3,4.53,.269,1.32,4.8,2.4,1.6,2.0,6.4,0,1,3,1,0,8,17,8,1514,100,125,8,0,95,4.99,115,-0.0
129842,RP,TOM HICKEY,,ARI,MLB,28,7,,,N,N,Normal,45,50,60,55,45,70,50,60,55,50,94-96,13,0,1,2,16.2,84,73,23,10,5,0,8,14,14,10,1,13,0,7.56,.283,1.98,7.0,5.4,4.3,1.3,3.6,0,1,0,1,0,2,6,4,321,19,17,3,0,60,9.16,202,-0.8
129959,RP,MARC HICKS,,CHC,MLB,24,5,,,N,N,Normal,80,55,35,55,50,80,55,35,55,50,99-101,70,0,2,4,74.1,350,278,65,39,13,0,13,45,41,63,0,96,4,4.96,.302,1.72,11.6,7.6,1.6,1.5,9.4,1,3,6,0,1,7,62,24,1466,58,58,5,5,91,5.26,116,-0.4
122917,RP,ROB HICKS,,DET,MLB,26,10,,,N,N,Normal,45,55,55,55,50,45,55,55,55,55,94-96,12,0,2,0,12.0,66,55,21,12,6,0,3,16,12,11,2,5,0,9.00,.383,2.67,3.8,8.2,2.2,0.5,-9.1,0,0,1,0,0,2,10,3,222,10,19,0,0,51,7.53,165,-0.4
131699,RP,NORMAN HOLLEY,,CLE,MLB,30,14,,,H,N,Outspoken,55,50,40,55,50,55,50,40,55,50,92-94,41,0,2,1,67.2,304,266,65,45,10,1,9,38,38,35,0,54,2,5.05,.275,1.48,7.2,4.7,1.2,1.5,6.2,0,1,3,0,0,5,46,15,1179,68,76,2,0,87,4.64,105,0.0
132273,RP,JACK HOPKINS,,STL,MLB,28,7,,,N,N,Normal,45,50,65,55,50,50,55,65,55,55,91-93,32,0,4,1,70.2,293,266,62,37,14,1,10,27,25,19,0,44,4,3.18,.241,1.15,5.6,2.4,1.3,2.3,8.5,0,4,0,0,0,6,20,9,1016,81,79,2,2,139,4.44,100,0.2
135835,RP,ADELBERT HOPPE,,COL,MLB,25,9,,,N,N,Normal,45,55,65,55,55,45,55,65,55,55,94-96,34,0,4,0,72.1,296,279,68,40,19,1,8,30,28,13,1,39,2,3.48,.256,1.12,4.9,1.6,1.0,3.0,8.8,0,2,2,0,0,11,20,6,1018,67,100,5,0,137,3.80,79,1.0
135199,RP,WALT HOUSE,,NYY,MLB,27,11,,,H,N,Selfish,45,55,65,55,55,45,55,65,55,55,93-95,41,0,4,3,75.2,328,307,85,55,18,2,10,43,42,17,1,55,2,5.00,.307,1.35,6.5,2.0,1.2,3.2,11.6,0,2,1,1,0,1,24,6,1143,70,97,4,1,90,3.84,85,0.8
127379,RP,GORDON HOWELL,,STL,MLB,26,6,,,N,L,Prankster,65,55,55,55,50,80,55,55,55,55,96-98,34,0,1,3,46.2,207,186,54,37,9,2,6,31,31,16,1,38,2,5.98,.331,1.50,7.3,3.1,1.2,2.4,10.6,0,3,3,0,0,2,26,9,744,44,52,5,2,74,4.00,90,0.5
125950,RP,DAN HULL,,CHW,MLB,22,7,,,L,N,Normal,60,60,50,55,65,60,60,50,55,65,96-98,50,0,6,5,60.1,276,241,67,43,18,2,4,29,27,33,10,55,0,4.03,.344,1.66,8.2,4.9,0.6,1.7,8.0,1,1,1,0,0,8,37,11,1012,51,65,5,0,112,3.05,67,1.4
129027,RP,LOU HUMPHREY,,SD,MLB,25,6,,,N,N,Normal,60,50,55,55,50,60,50,55,55,50,95-97,53,0,2,2,81.0,337,298,66,48,8,1,9,36,35,30,0,76,6,3.89,.264,1.19,8.4,3.3,1.0,2.5,13.6,0,3,2,0,0,8,28,8,1293,71,85,9,2,113,3.77,85,0.9
135554,RP,BARTOLO IBARRA,,DET,MLB,27,11,,,H,N,Fan Fav,50,50,60,50,50,50,50,60,50,50,96-98,45,0,3,1,71.0,306,277,76,46,19,0,11,36,35,25,2,42,0,4.44,.286,1.42,5.3,3.2,1.4,1.7,5.6,1,3,3,0,0,7,36,12,1094,77,84,1,1,103,4.67,102,0.1
134681,RP,SHANE ISHAM,,TOR,MLB,27,11,,,N,N,Normal,50,55,60,55,55,55,55,60,55,55,94-96,53,0,9,4,96.2,419,376,97,58,22,1,16,51,50,38,5,69,2,4.66,.276,1.40,6.4,3.5,1.5,1.8,7.4,1,2,2,1,0,9,34,11,1525,99,110,13,0,97,4.67,103,0.1
135165,RP,EDWARD JACOBS,,LAD,MLB,27,11,,,N,H,Normal,65,50,60,55,50,70,50,60,55,50,94-96,22,0,3,2,49.1,218,193,48,28,10,0,10,30,30,19,0,33,5,5.47,.252,1.36,6.0,3.5,1.8,1.7,6.4,0,1,3,1,0,2,20,6,738,61,51,5,0,81,5.62,126,-0.5
134723,RP,HOMBERT JANDJULIAN,,ATL,MLB,22,6,,,N,L,Unknown,50,50,55,50,50,70,55,55,50,60,95-97,11,0,1,0,14.1,70,68,27,18,6,0,3,19,19,2,0,12,0,11.93,.453,2.02,7.5,1.3,1.9,6.0,14.3,0,0,1,0,0,1,8,3,223,11,18,2,1,37,4.33,96,0.1
121194,RP,WAYNE JENNINGS,,LAA,MLB,25,9,,,H,N,Normal,45,55,65,55,55,45,55,65,55,55,93-95,43,0,3,5,55.1,227,206,44,28,7,0,9,22,20,18,0,45,1,3.25,.227,1.12,7.3,2.9,1.5,2.5,11.9,0,2,2,0,0,2,23,8,829,57,59,3,0,141,4.38,95,0.4
122946,RP,GORDON JESTER,,NYM,MLB,25,10,,,H,N,Outspoken,60,55,55,55,60,60,55,55,55,60,96-98,53,0,7,2,99.0,420,375,89,59,16,0,14,40,35,38,0,68,1,3.18,.253,1.28,6.2,3.5,1.3,1.8,7.1,2,4,5,0,0,8,38,4,1532,112,105,3,2,135,4.51,104,0.1
132517,RP,WAYNE JOHNSON,,VAN,MLB,26,5,,,N,N,Normal,55,50,55,55,50,55,50,60,55,50,94-96,38,2,2,4,79.0,337,316,84,53,12,1,18,43,39,16,0,54,2,4.44,.267,1.27,6.2,1.8,2.1,3.4,11.3,0,3,3,0,0,5,15,7,1240,77,98,5,0,103,5.14,112,-0.1
120301,RP,OLLIE JOHNSTON,,WAS,MLB,24,8,,,N,N,Normal,55,55,55,55,60,60,55,55,55,60,97-99,40,0,4,0,78.1,334,296,69,44,12,1,12,39,38,35,0,63,2,4.37,.257,1.33,7.2,4.0,1.4,1.8,8.4,0,1,5,0,0,6,27,10,1248,84,79,1,0,106,4.66,100,0.2
131451,RP,KYLE JONES,,PIT,MLB,29,14,,,N,N,Normal,50,55,55,55,60,50,60,60,55,60,93-95,13,2,0,2,30.1,135,123,37,26,8,0,3,18,18,9,0,16,1,5.34,.321,1.52,4.7,2.7,0.9,1.8,5.2,0,2,1,0,0,3,9,4,464,37,34,6,0,86,4.08,89,0.4
131291,RP,GEOFFREY JORDAN,,SEA,MLB,33,14,,,H,N,Prankster,60,50,55,55,50,60,50,55,55,50,92-94,34,0,2,0,58.2,264,232,55,30,11,0,14,37,33,30,0,47,0,5.06,.237,1.45,7.2,4.6,2.1,1.6,6.4,0,2,2,1,0,3,17,8,993,57,68,7,0,88,5.90,132,-0.8
122911,RP,MARVIN KAUFMAN,,MON,MLB,25,8,,,N,L,Outspoken,60,55,45,55,50,70,55,45,55,55,94-96,18,0,4,0,26.0,112,99,22,14,5,0,3,9,9,12,0,25,1,3.12,.268,1.31,8.7,4.2,1.0,2.1,11.6,0,0,1,0,0,2,16,6,438,28,22,6,0,143,3.94,88,0.3
