ID,First Name,Last Name,Mor,ORG,Lev,Age,EXP,OVR,POT,AD,WE,INT,CON,BABIP,GAP,POW,EYE,K's,HT P,CON P,GAP P,POW P,EYE P,K P,SPE,RUN,G,GS,PA,AB,H,1B,2B,3B,HR,RBI,R,BB,BB%,IBB,HP,SH,SF,CI,SO,SO%,GIDP,AVG,OBP,SLG,OPS+,BABIP,wRC+,WAR,PI/PA,SB,CS,BatR,UBR,BsR,ZR,EFF
128346,ATRO,GREEN,,MIN,MLB,22,6,,,N,N,N,65,55,75,50,45,70,55,65,75,50,45,70,9,10,150,148,695,636,163,104,40,1,18,54,104,47,6.8,0,8,0,4,0,72,10.4,8,.256,.314,.407,93,.264,94,4.2,3.38,49,5,-4.8,5.8,13.4,9.4,1.023
131065,ANDREW,HERRELL,,KC,MLB,24,6,,,H,N,N,45,45,50,45,40,50,45,50,50,50,40,50,7,8,39,20,83,75,17,10,2,0,5,16,13,6,7.2,0,0,0,2,0,10,12.0,0,.227,.277,.453,92,.194,89,0.3,3.43,0,0,-1.0,0.6,0.6,0.0,1.003
120774,JONATHAN,HOLMES,,VAN,MLB,24,8,,,H,H,N,55,60,55,35,60,50,60,55,55,35,60,50,9,10,100,99,375,332,82,56,21,5,0,28,42,34,9.1,0,6,0,3,1,74,19.7,6,.247,.325,.340,79,.314,83,1.5,3.82,38,3,-7.9,1.1,7.7,3.6,1.020
129355,YUAN,HUANG,,BOS,MLB,26,9,,,N,H,N,50,45,50,65,60,55,45,50,50,65,70,60,8,10,146,146,675,605,136,93,16,1,26,57,106,66,9.8,12,1,0,3,0,120,17.8,7,.225,.301,.383,82,.238,76,1.8,3.74,90,12,-19.7,-3.7,10.2,5.1,1.025
127727,DAVE,HUDSON,,SD,MLB,28,10,,,H,H,N,45,45,65,40,50,45,50,50,65,40,65,50,2,4,52,22,110,104,25,19,4,1,1,6,10,6,5.5,0,0,1,0,0,25,22.7,4,.240,.282,.327,70,.308,67,-0.2,3.65,0,1,-4.4,-0.4,-1.1,0.2,1.006
123637,RALPH,JOHNSTON,,OAK,MLB,25,10,,,N,N,N,55,55,65,55,65,50,60,55,65,60,65,55,8,10,144,143,678,562,136,78,28,3,27,69,134,101,14.9,0,11,0,4,0,98,14.5,7,.242,.366,.447,121,.247,124,6.9,4.00,97,10,20.5,0.4,16.6,6.4,1.034
120270,SEAN,JONES,,CLE,MLB,23,8,,,N,H,N,50,45,65,40,50,55,45,60,65,40,50,75,8,9,101,60,268,244,46,31,6,4,5,32,23,17,6.3,1,2,3,5,0,59,22.0,2,.189,.243,.307,52,.222,46,-0.7,3.61,3,2,-17.8,-0.9,-1.6,4.8,1.042
128698,JUAN,LAVRADOR,,TBA,MLB,26,7,,,H,H,N,55,50,55,45,55,60,50,55,55,50,55,60,9,10,8,4,21,20,6,5,1,0,0,0,3,1,4.8,0,0,0,0,0,4,19.0,0,.300,.333,.350,91,.375,90,0.3,3.43,3,0,-0.3,0.3,1.0,0.5,1.252
128323,DAVID,MANN,,CLE,MLB,22,6,,,H,H,L,60,55,60,55,60,65,55,60,60,55,60,65,10,10,59,59,268,242,66,47,10,3,6,24,43,23,8.6,2,2,0,1,0,32,11.9,4,.273,.340,.413,109,.293,104,1.8,3.65,17,4,1.5,1.9,3.2,1.6,1.027
123012,MARIO,MARTÍNEZ,,BOS,MLB,31,15,,,L,N,H,45,45,55,55,55,45,45,45,55,55,55,45,7,8,52,41,171,149,32,22,5,0,5,16,16,21,12.3,0,1,0,0,0,42,24.6,3,.215,.316,.349,79,.265,83,0.4,3.76,9,2,-3.4,-0.5,0.2,2.7,1.054
120820,ANDREW,MOORE,,ARI,MLB,23,8,,,N,H,N,65,50,70,40,55,75,50,65,70,40,55,75,7,9,93,90,415,366,83,51,26,2,4,25,63,44,10.6,0,3,3,2,0,24,5.8,3,.227,.313,.342,77,.232,80,1.5,3.52,29,4,-10.0,-1.7,2.3,7.6,1.032
125784,JOHN,MORAN,,OAK,MLB,23,7,,,H,N,N,65,55,60,65,55,70,55,65,60,65,55,70,6,7,36,35,149,135,49,33,8,1,7,18,26,14,9.4,1,0,0,0,0,18,12.1,3,.363,.423,.593,174,.382,173,1.3,3.62,4,1,13.6,0.2,0.2,-4.3,.937
127071,BILL,MORIN,,DET,MLB,27,9,,,N,N,L,45,55,55,50,50,40,60,50,60,50,60,45,6,10,100,88,363,336,72,55,10,0,7,37,29,23,6.3,0,3,0,1,0,130,35.8,5,.214,.270,.307,55,.325,55,-0.9,3.92,3,2,-19.9,0.7,-0.4,0.4,.998
120654,HÉCTOR,MORÁN,,SF,MLB,24,8,,,N,H,N,70,65,75,40,45,70,65,70,75,40,45,70,9,10,152,145,672,609,163,108,35,9,11,67,99,50,7.4,4,4,0,9,0,76,11.3,5,.268,.323,.409,101,.286,96,5.3,3.67,73,6,-2.9,3.7,16.5,12.7,1.061
122063,BRUNO,MULLEN,,SEA,MLB,25,9,,,H,H,H,75,70,55,25,35,70,70,75,60,25,35,70,10,9,64,30,146,137,34,22,11,1,0,9,31,3,2.1,0,3,3,3,0,18,12.3,3,.248,.274,.343,69,.279,64,0.4,3.43,6,0,-6.3,2.0,3.1,2.4,1.074
133615,TRENT,MURRAY,,MIN,MLB,23,5,,,H,H,N,55,55,55,60,55,50,55,55,55,60,55,50,5,5,151,134,616,547,133,92,18,2,21,98,68,57,9.3,0,4,0,8,0,115,18.7,16,.243,.315,.399,91,.267,92,0.2,3.88,0,0,-5.5,-2.4,-2.4,2.0,1.091
127390,PAUL,MÉNDEZ,,ATL,MLB,22,6,,,N,N,N,60,50,55,55,45,70,50,60,55,55,45,70,9,10,44,43,176,161,41,30,4,1,6,13,18,13,7.4,0,1,0,1,0,21,11.9,5,.255,.312,.404,94,.259,94,0.9,3.49,6,1,-1.2,0.0,0.5,-0.9,1.009
120410,MERRILL,NICHOLSON,,KC,MLB,24,8,,,H,N,N,55,60,55,60,45,50,60,60,60,65,50,50,7,7,151,147,654,600,166,110,21,1,34,100,89,47,7.2,2,2,0,5,0,115,17.6,11,.277,.329,.485,115,.289,115,1.8,3.51,4,1,12.7,-1.6,-2.6,-8.0,.970
128602,DAWSON,O'FLAHAVAN,,MIL,MLB,25,8,,,N,N,N,50,50,65,50,50,50,50,50,65,50,50,50,3,1,67,53,212,188,31,23,4,0,4,22,17,21,9.9,0,1,0,2,0,43,20.3,9,.165,.250,.250,38,.189,38,-0.4,3.93,0,1,-16.0,0.5,-0.4,3.1,1.034
135202,JULIUS,O'HERLIHY,,MIA,MLB,27,11,,,N,N,N,60,65,70,55,50,50,65,60,70,55,55,50,7,10,149,147,635,584,139,77,34,7,21,72,76,48,7.6,1,2,1,1,0,136,21.4,13,.238,.298,.428,95,.276,93,-0.1,3.71,33,4,-4.9,1.6,6.2,-24.7,.900
130855,BILLY,OLSON,,LAA,MLB,23,6,,,N,N,H,55,45,70,45,50,65,50,55,70,50,50,65,9,6,146,145,601,544,118,80,26,0,12,55,55,48,8.0,0,3,0,6,1,89,14.8,14,.217,.281,.331,63,.236,64,-1.2,3.52,6,2,-26.3,-0.8,-1.6,-5.5,.988
123129,KOI,PIERAH,,ATL,MLB,25,10,,,N,H,N,55,50,65,55,55,65,50,60,70,60,60,65,6,8,106,103,467,402,113,68,23,3,19,83,68,61,13.1,1,1,0,3,1,52,11.1,14,.281,.375,.495,136,.281,136,3.4,3.79,13,3,20.8,-0.5,-0.1,-0.6,1.003
122064,CÉSAR,PÉREZ JR.,,PHI,MLB,25,9,,,N,N,N,60,65,55,60,45,50,65,60,55,60,45,50,8,8,151,147,657,615,177,110,34,5,28,93,95,33,5.0,1,3,1,6,0,121,18.4,7,.288,.324,.496,116,.316,116,4.8,3.55,24,9,13.7,1.6,1.4,6.1,1.028
129078,JUAN,REYES,,WAS,MLB,24,7,,,H,H,N,65,65,70,55,65,55,70,70,70,55,75,65,10,8,146,146,692,593,187,114,38,5,30,90,125,93,13.4,1,3,0,3,0,111,16.0,4,.315,.409,.548,148,.345,156,7.1,3.94,0,1,47.9,0.9,-1.5,7.4,1.038
133602,JAVIER,RODRÍGUEZ,,MIL,MLB,24,7,,,N,N,N,55,60,65,60,60,50,65,60,65,65,65,50,10,9,148,146,659,575,152,91,34,2,25,78,111,77,11.7,1,2,0,5,0,133,20.2,11,.264,.351,.461,120,.301,120,5.6,3.92,67,12,16.6,-1.0,7.2,9.1,1.033
123162,JÚLIO,RODRÍGUEZ,,TBA,MLB,26,10,,,H,H,N,60,60,60,60,45,50,65,60,65,60,45,50,6,9,108,101,429,402,103,65,20,3,15,57,44,21,4.9,1,4,0,2,0,89,20.7,7,.256,.298,.433,100,.293,96,0.6,3.55,9,6,-2.0,0.1,-1.6,-2.6,.984
137244,CARLOS,ROJAS,,SEA,MLB,33,17,,,H,N,N,50,50,80,65,60,50,50,50,80,65,60,50,9,7,152,143,617,525,141,73,36,2,30,95,90,75,12.2,1,7,0,10,0,121,19.6,3,.269,.361,.516,138,.289,135,5.9,3.86,17,2,27.3,-2.9,-1.2,11.8,1.043
134183,WILLIS,RUSSELL,,CHW,MLB,27,12,,,N,N,H,60,55,65,40,70,65,55,65,65,40,75,65,8,9,143,129,582,484,125,75,36,4,10,49,86,93,16.0,1,2,3,3,0,70,12.0,10,.258,.378,.411,114,.283,119,1.7,4.09,41,6,13.8,-4.3,0.9,-20.9,.924
123391,CULLEY,SKE,,SF,MLB,25,10,,,N,L,L,55,55,60,40,40,55,55,55,65,40,45,55,8,10,10,2,16,16,7,6,0,1,0,2,2,0,0.0,0,0,0,0,0,1,6.2,1,.438,.438,.562,175,.467,176,0.3,4.50,0,0,1.5,-0.1,-0.1,0.9,1.138
129711,CADE,TERRITT,,STL,MLB,28,7,,,N,N,N,50,50,70,50,45,50,50,50,70,50,55,50,9,10,53,31,150,137,37,20,11,1,5,18,24,12,8.0,0,0,1,1,0,28,18.7,3,.270,.327,.474,119,.305,116,1.5,3.53,7,0,3.0,1.0,2.4,5.0,1.092
136116,FRANS,UBBENS,,NYM,MLB,23,7,,,H,N,N,55,55,45,60,50,50,55,55,45,60,55,50,7,9,92,58,287,258,53,33,10,0,10,31,42,20,7.0,1,4,0,5,0,54,18.8,3,.205,.268,.360,77,.216,70,-0.6,3.78,7,1,-10.4,-0.5,0.1,-7.0,.917
130811,DALE,WALLER,,WAS,MLB,23,6,,,N,H,L,60,55,60,55,55,60,60,60,65,55,55,60,9,10,148,147,640,574,146,92,37,2,15,64,80,58,9.1,3,5,0,3,0,103,16.1,12,.254,.327,.404,96,.285,96,3.2,3.71,36,2,-2.5,-2.1,4.1,10.8,1.032
128525,JEFF,WALSH,,NYY,MLB,22,6,,,N,H,H,70,65,65,70,55,65,65,70,65,70,55,65,6,10,153,142,662,589,191,120,30,3,38,89,119,66,10.0,7,4,0,3,0,68,10.3,10,.324,.394,.579,161,.315,157,6.2,3.53,15,14,47.2,1.3,-3.9,-1.8,.983
130590,CHRISTIAN,WILLIAMS,,TOR,MLB,30,15,,,N,H,N,60,70,65,55,55,50,70,60,65,55,55,50,7,10,142,138,612,537,171,105,37,3,26,73,101,61,10.0,0,9,0,5,0,112,18.3,6,.318,.394,.544,151,.359,153,8.2,3.82,46,5,40.7,3.9,10.7,10.4,1.020
128176,JEFF,YOUNG,,VAN,MLB,25,6,,,N,N,H,50,55,55,50,50,45,55,50,55,50,50,45,7,6,18,11,49,46,7,7,0,0,0,3,2,1,2.0,0,2,0,0,0,13,26.5,1,.152,.204,.152,-2,.212,-3,-0.4,3.76,1,1,-6.3,0.2,-0.2,1.0,1.068
134083,MARTÍN,ANDRADE,,CHW,MLB,27,12,,,N,N,N,65,70,40,70,50,50,70,65,40,75,50,55,2,3,144,136,575,524,151,99,23,0,29,92,75,39,6.8,1,6,0,6,0,119,20.7,18,.288,.341,.498,123,.319,124,1.0,3.66,0,0,17.2,-1.0,-1.0,-12.6,.868
132657,JOE,BARKER,,STL,MLB,24,3,,,N,N,N,60,55,70,50,50,60,55,60,70,50,55,60,8,10,107,107,457,401,107,71,15,3,18,52,72,53,11.6,1,2,0,1,1,63,13.8,3,.267,.354,.454,122,.277,121,3.2,3.80,34,3,12.2,2.4,7.8,4.1,1.046
135544,FRANK,BAUER,,HOU,MLB,26,11,,,L,L,L,55,55,50,45,45,55,60,60,50,45,45,55,4,9,156,149,602,544,119,92,20,0,7,46,64,48,8.0,0,7,0,3,0,115,19.1,5,.219,.289,.294,61,.264,62,0.0,3.62,1,2,-28.1,2.2,0.1,5.7,1.028
122850,BYRON,BRANCH,,VAN,MLB,25,10,,,N,N,H,50,55,50,55,60,40,60,50,50,55,60,40,2,3,65,45,198,180,43,31,8,0,4,22,17,15,7.6,0,0,0,3,0,54,27.3,3,.239,.293,.350,71,.312,72,-0.1,3.80,0,0,-6.8,0.1,0.1,-1.7,.988
131796,RONALD,BROWN,,KC,MLB,29,14,,,H,N,N,55,55,55,50,55,50,60,55,55,50,60,50,2,1,60,44,198,174,42,25,10,1,6,23,17,19,9.6,0,4,0,1,0,48,24.2,3,.241,.328,.414,98,.298,101,0.4,3.63,0,0,0.5,0.4,0.4,-0.8,.947
135497,ALBERTO,CHÁVEZ,,SF,MLB,26,11,,,H,H,N,65,65,60,30,40,60,65,65,60,30,45,60,8,10,71,49,199,186,47,34,12,0,1,16,23,10,5.0,0,2,2,1,0,26,13.1,5,.253,.296,.333,75,.287,73,0.2,3.53,33,1,-6.6,-0.9,6.0,-2.5,.955
121169,HUGH,COOPER,,PHI,MLB,24,8,,,L,N,N,65,55,60,40,55,70,55,65,60,40,55,70,3,5,23,9,49,47,11,10,1,0,0,3,4,2,4.1,0,0,0,0,0,4,8.2,1,.234,.265,.255,42,.256,40,-0.4,3.65,0,0,-3.6,-0.0,-0.0,-2.3,.824
131041,FRANK,DAVIS,,CHC,MLB,26,6,,,H,H,N,50,50,50,60,50,50,55,55,50,65,55,50,4,10,78,64,276,244,54,33,15,0,6,21,24,27,9.8,0,3,0,2,0,60,21.7,6,.221,.304,.357,78,.267,80,-0.4,3.78,0,0,-6.5,-1.3,-1.3,-5.8,.928
128216,JERMAINE,DEGE,,CLE,MLB,24,7,,,N,H,N,65,60,60,50,55,65,60,65,60,55,60,65,9,8,146,141,629,558,142,103,30,1,8,60,75,63,10.0,2,5,1,3,0,66,10.5,5,.254,.334,.355,92,.275,92,0.6,3.78,13,7,-6.1,2.0,0.0,-0.5,.987
128221,THOMAS,DUPRÉ,,VAN,MLB,23,7,,,N,N,N,50,60,50,65,65,45,60,50,50,65,65,45,9,10,153,149,649,562,132,72,19,3,38,97,86,76,11.7,1,8,0,3,0,165,25.4,7,.235,.333,.482,114,.260,117,3.1,3.90,13,3,13.9,2.2,2.4,3.2,1.019
129575,PEDRO,FLORES,,OAK,MLB,33,15,,,N,H,N,55,55,60,45,60,50,55,55,60,45,60,50,5,5,10,6,29,25,5,4,1,0,0,1,4,2,6.9,0,1,1,1,0,6,20.7,0,.200,.276,.240,44,.250,44,-0.2,3.83,0,0,-2.0,0.3,0.3,-0.3,.884
131000,VÍCTOR,GERMÁN,,MIN,MLB,22,6,,,H,N,N,70,70,60,55,50,60,70,70,60,55,50,60,9,6,152,149,649,577,166,112,32,5,17,96,82,64,9.9,3,3,0,5,0,97,14.9,7,.288,.359,.449,116,.318,117,3.2,3.64,1,3,14.0,-0.3,-3.2,5.5,1.045
128479,ROBERTO,GONZÁLES,,KC,MLB,22,6,,,L,H,N,60,65,70,60,60,50,65,60,70,60,60,50,7,9,151,148,691,588,170,99,33,5,33,85,123,91,13.2,1,7,0,5,0,119,17.2,11,.289,.388,.531,144,.311,147,5.4,3.83,6,2,40.2,2.6,1.3,2.3,1.014
122364,JORGE,GÓMES,,TEX,MLB,27,10,,,N,N,L,50,50,50,55,50,45,50,50,50,55,65,45,4,6,49,36,154,142,32,21,7,0,4,21,13,11,7.1,1,0,2,1,0,37,24.0,3,.225,.279,.359,74,.275,69,-0.2,3.62,1,0,-5.8,-1.5,-1.5,-0.2,1.004
127714,MICHAEL,HEATH,,STL,MLB,27,7,,,N,N,N,55,50,65,55,60,55,55,65,65,70,75,70,4,3,25,17,83,72,18,14,2,0,2,7,8,8,9.6,0,2,0,1,0,15,18.1,3,.250,.337,.361,94,.286,96,-0.0,3.93,0,0,-0.4,-0.2,-0.2,-1.0,.960
136115,VALENTÍN,HERNÁNDEZ,,WAS,MLB,35,16,,,H,N,L,60,65,60,75,70,50,65,60,60,75,70,50,6,9,103,102,460,374,105,64,16,2,23,81,69,73,15.9,4,7,0,6,0,94,20.4,6,.281,.402,.519,139,.312,143,3.6,4.03,0,1,24.5,-2.0,-3.8,5.4,1.040
133343,JEFFERY,HILL,,NYM,MLB,25,5,,,N,H,H,55,50,70,65,65,60,55,55,70,65,70,60,8,10,54,54,242,216,43,26,5,1,11,26,26,25,10.3,1,1,0,0,0,49,20.2,3,.199,.285,.384,89,.205,83,0.6,3.99,0,0,-4.9,2.1,2.1,2.0,1.035
121213,LEWIS,HOWE,,MIN,MLB,24,9,,,N,H,N,55,50,65,35,70,65,50,60,65,35,75,65,6,7,52,34,152,132,28,14,10,2,2,18,19,14,9.2,0,2,0,4,0,15,9.9,5,.212,.289,.364,75,.218,74,-0.2,3.78,1,1,-4.8,-0.2,-0.8,0.6,1.008
128078,EUGENE,JACKSON,,ARI,MLB,27,7,,,H,N,H,60,60,70,50,45,60,60,65,70,50,45,65,9,6,147,147,660,618,175,108,50,0,17,65,89,35,5.3,0,3,0,4,0,98,14.8,8,.283,.323,.447,105,.312,106,2.1,3.50,19,6,5.0,0.6,0.7,-2.2,.971
131587,AL,JOHNSTOUNE,,SF,MLB,29,14,,,N,H,N,65,65,65,25,70,55,65,65,65,25,75,55,9,9,133,133,590,501,132,104,23,4,1,42,65,86,14.6,2,1,4,2,0,88,14.9,2,.263,.371,.331,97,.316,100,1.7,3.92,53,10,0.7,-0.4,5.4,0.6,.993
134510,WELDON,JONES,,DET,MLB,28,11,,,L,N,N,60,60,55,55,70,55,65,60,55,55,75,55,3,2,148,148,651,557,142,93,27,1,21,76,81,86,13.2,4,5,0,3,0,111,17.1,10,.255,.358,.420,108,.283,110,0.8,3.96,0,2,8.7,-4.2,-6.8,-16.4,.887
133574,NAIM,KALAJ,,PHI,MLB,28,12,,,N,N,N,50,65,60,60,60,40,65,50,70,60,65,40,3,3,48,19,107,98,16,9,4,0,3,8,14,8,7.5,0,0,1,1,0,37,34.6,2,.163,.224,.296,38,.220,36,-0.7,3.90,0,0,-8.3,-0.2,-0.2,-1.3,.959
136066,HAYDEN,KEEVIL,,NYY,MLB,23,7,,,N,N,N,60,65,70,70,60,50,75,65,70,70,60,50,9,9,152,145,661,572,144,82,23,3,36,82,104,85,12.9,5,2,0,2,0,126,19.1,11,.252,.349,.491,126,.262,124,4.5,3.99,44,6,19.7,1.2,7.1,4.5,1.021
128185,ROBERT,KRAUSE,,CHW,MLB,23,7,,,N,N,N,50,50,55,45,50,50,65,65,60,55,60,55,3,7,109,77,289,259,54,31,17,0,6,29,24,25,8.7,0,1,0,4,0,57,19.7,9,.208,.277,.344,67,.240,67,-1.9,3.69,3,1,-11.7,-2.6,-2.9,-12.0,.913
135952,GUILLERMO,MARTÍNEZ,,COL,MLB,32,15,,,N,N,L,50,50,60,55,65,50,50,50,60,55,65,50,9,8,44,36,165,140,37,21,9,2,5,19,27,23,13.9,1,1,0,1,0,23,13.9,3,.264,.370,.464,111,.283,118,0.4,3.75,1,2,3.8,-0.2,-1.4,-0.4,.964
126467,BOBBY,MCGEEHAN,,TBA,MLB,22,7,,,N,H,N,55,60,65,65,50,50,60,55,65,65,50,50,8,3,146,140,631,583,155,100,20,3,32,87,84,45,7.1,6,2,0,1,0,115,18.2,6,.266,.320,.475,117,.281,110,1.1,3.61,1,1,8.5,-1.8,-3.3,-13.1,.948
130024,BRIAN,MERRITT,,ARI,MLB,31,15,,,N,H,N,55,50,55,45,55,65,50,55,55,45,55,65,4,5,75,65,274,249,59,39,12,1,7,23,30,24,8.8,0,0,1,1,0,35,12.8,6,.237,.303,.378,82,.250,84,-0.6,3.64,5,1,-5.4,-0.9,-0.8,-8.0,.898
129815,MATT,MILLER,,MIA,MLB,27,6,,,N,H,N,65,55,45,45,70,65,55,65,45,45,75,65,4,4,150,148,671,573,151,125,20,0,6,43,83,85,12.7,0,12,3,1,0,86,12.8,6,.264,.370,.330,93,.301,100,-0.6,3.84,1,1,0.7,-5.8,-8.1,-12.4,.939
126664,WILL,MITCHELL,,SD,MLB,26,6,,,H,H,H,55,50,70,60,50,60,50,55,70,60,50,65,8,8,155,143,633,563,153,102,32,4,15,82,77,64,10.1,1,1,0,5,0,90,14.2,11,.272,.344,.423,113,.298,111,2.1,3.55,0,0,8.8,0.6,0.6,-6.4,.956
125744,GONZALO,MORENO,,TOR,MLB,21,7,,,L,N,N,60,60,50,65,45,55,60,60,50,65,45,55,9,10,26,26,104,94,13,9,2,0,2,12,5,10,9.6,1,0,0,0,0,18,17.3,2,.138,.221,.223,22,.149,17,-0.6,3.60,4,0,-10.6,-0.4,0.4,-0.5,.967
126865,ALBERT,NAVA,,TEX,MLB,25,6,,,N,N,L,70,60,55,40,60,70,65,70,55,40,65,70,7,7,52,35,175,153,43,26,11,0,6,25,25,21,12.0,2,0,0,1,0,25,14.3,1,.281,.366,.471,128,.301,123,0.4,3.63,1,3,5.1,0.1,-1.6,-1.8,.861
133867,STEVE,NELSON,,VAN,MLB,28,12,,,N,N,N,50,50,45,60,65,50,55,50,45,60,70,50,1,2,58,41,195,163,42,25,7,0,10,23,19,30,15.4,0,0,0,2,0,35,17.9,4,.258,.369,.485,126,.267,130,0.9,4.08,0,0,7.4,-2.2,-2.2,-3.5,.926
134257,MIKE,O'NEAL,,MON,MLB,25,4,,,N,H,H,60,50,60,55,45,65,50,60,60,55,45,65,8,7,150,145,619,571,170,105,36,4,25,87,88,30,4.8,1,10,0,8,0,61,9.9,11,.298,.339,.506,128,.294,126,4.2,3.32,21,1,19.9,0.7,3.9,4.0,1.045
137191,JESÚS,PACHECO,,LAD,MLB,28,9,,,N,H,N,50,50,75,65,55,50,50,50,80,65,60,50,9,8,150,146,678,586,145,79,35,2,29,73,93,85,12.5,4,3,0,4,0,145,21.4,3,.247,.344,.462,119,.279,116,3.6,3.74,25,3,14.1,2.8,5.8,0.8,1.013
125685,KENNETH,PADGETT,,OAK,MLB,23,7,,,H,N,N,65,65,65,75,60,55,65,65,65,75,60,60,7,1,145,145,646,551,146,87,19,1,39,104,95,85,13.2,16,3,0,7,0,118,18.3,6,.265,.362,.515,137,.267,125,4.0,3.89,6,0,20.1,-2.5,-2.6,5.2,1.024
127189,TRENT,PARKER,,TEX,MLB,25,6,,,H,H,N,60,55,70,65,50,60,55,60,70,65,55,60,6,9,142,131,571,508,145,75,37,6,27,97,87,54,9.5,3,2,0,7,0,84,14.7,7,.285,.352,.541,140,.292,136,4.2,3.72,18,0,25.6,0.6,3.7,1.1,.993
122229,ALEXIS,PIQUET,,SEA,MLB,26,10,,,H,H,N,60,70,70,65,45,50,70,65,75,65,50,50,6,9,147,146,654,583,154,90,34,1,29,82,99,52,8.0,0,14,0,5,0,144,22.0,11,.264,.336,.475,120,.301,120,2.9,3.81,2,3,16.3,0.8,-1.7,0.1,.989
121384,RICHARD,REYNOLDS,,ATL,MLB,24,8,,,N,N,N,60,60,45,65,70,50,65,60,45,70,70,50,3,4,155,151,681,570,161,104,15,1,41,116,117,100,14.7,9,8,0,3,1,123,18.1,10,.282,.395,.528,150,.293,145,3.8,4.06,3,1,38.5,-1.5,-3.1,-6.5,.873
120544,JOHN,RICHARD,,MON,MLB,23,8,,,N,N,N,55,50,45,60,50,55,50,55,45,60,50,55,5,8,14,9,40,37,10,7,1,0,2,4,5,3,7.5,0,0,0,0,0,9,22.5,0,.270,.325,.459,112,.308,112,0.1,3.48,0,0,0.6,0.1,0.1,0.0,1.002
126602,CHRIS,RIGNEY,,ATL,MLB,23,7,,,N,N,H,60,55,50,60,50,55,60,60,55,60,55,55,4,9,62,40,201,186,44,28,7,0,9,30,26,14,7.0,1,0,0,1,0,39,19.4,3,.237,.289,.419,91,.252,87,-0.4,3.87,0,0,-3.1,-0.1,-0.1,-5.4,.836
122334,ALFONSO,RIVERA,,TEX,MLB,26,10,,,N,H,N,70,70,45,70,40,65,70,70,45,70,40,65,5,9,160,160,723,686,218,127,33,2,56,140,105,26,3.6,3,4,0,7,0,86,11.9,18,.318,.343,.617,155,.294,153,5.5,3.18,4,1,47.4,2.2,1.2,-2.1,.934
134007,HÉCTOR,SALINAS,,PIT,MLB,25,4,,,N,N,L,60,55,65,45,45,65,55,60,70,50,45,65,8,9,63,50,209,193,49,31,12,3,3,20,25,9,4.3,0,4,2,3,0,22,10.5,4,.254,.297,.394,82,.269,82,0.1,3.46,13,2,-4.5,0.6,2.3,-1.3,.987
128641,JOHN,SMITH,,BOS,MLB,22,6,,,H,H,N,60,60,60,60,50,55,60,60,60,60,50,55,9,10,142,142,610,540,137,88,25,2,22,73,82,53,8.7,15,13,0,4,0,107,17.5,7,.254,.333,.430,103,.277,94,2.8,3.56,42,4,-3.9,4.6,11.2,7.8,1.044
120995,VICTOR,SMITH,,MIL,MLB,36,16,,,N,H,N,55,55,60,50,60,50,55,55,60,50,60,50,7,6,146,144,628,544,130,87,26,2,15,84,80,73,11.6,0,3,0,8,0,116,18.5,15,.239,.328,.377,93,.273,94,1.8,4.00,44,7,-4.2,1.8,7.2,3.5,1.007
129173,RICKY,STEPHENS,,PIT,MLB,22,6,,,N,N,N,55,55,65,65,60,55,55,55,80,65,60,55,6,3,144,134,545,466,112,68,21,0,23,60,75,76,13.9,6,1,0,2,0,95,17.4,9,.240,.347,.433,107,.254,107,1.3,3.84,4,1,4.7,-0.8,-1.7,-2.3,1.001
131617,CHARLES,STEWART,,DET,MLB,29,14,,,N,N,N,45,40,55,50,55,55,45,45,55,50,60,55,7,9,81,38,199,171,29,18,6,0,5,21,22,21,10.6,1,6,1,1,1,33,16.6,2,.170,.281,.292,55,.179,57,-0.3,3.88,14,1,-10.4,1.6,4.0,-0.4,.986
134014,WOODY,STOKES,,CHC,MLB,28,12,,,N,N,L,60,50,50,50,45,75,50,65,50,50,50,75,6,9,140,140,627,586,145,102,25,4,14,50,72,38,6.1,3,0,7,3,0,68,10.8,16,.247,.292,.375,79,.258,76,-0.2,3.61,16,7,-18.0,0.9,-0.1,5.2,1.014
127504,DAN,SULLIVAN,,LAD,MLB,25,6,,,H,H,N,55,50,50,50,50,60,55,55,50,50,50,60,4,3,48,36,156,143,32,20,9,0,3,9,14,12,7.7,1,1,0,0,0,23,14.7,5,.224,.288,.350,74,.248,71,-0.2,3.54,0,0,-5.5,0.9,0.9,-1.0,.986
127263,JOE,SULLIVAN,,LAA,MLB,26,7,,,L,L,N,65,55,60,55,50,65,60,65,60,60,55,70,7,9,151,148,670,603,169,101,45,3,20,91,92,58,8.7,0,1,0,8,1,78,11.6,6,.280,.340,.464,112,.290,114,3.2,3.71,19,10,12.4,-1.4,-3.5,6.7,1.044
129872,WILLIE,SWAIN,,PIT,MLB,25,5,,,N,N,H,55,55,60,55,55,55,60,60,60,70,60,55,5,9,29,20,97,81,15,12,2,0,1,6,9,12,12.4,0,3,0,1,0,10,10.3,4,.185,.309,.247,51,.197,60,-0.7,3.79,0,0,-4.8,-0.6,-0.6,-2.5,.939
128794,DIRK,TRACY,,ATL,MLB,25,6,,,N,H,N,60,60,65,50,50,55,60,60,65,50,55,55,6,8,149,142,612,554,158,96,40,4,18,92,73,50,8.2,0,3,0,5,0,109,17.8,13,.285,.345,.469,120,.324,120,3.2,3.71,1,0,15.4,-0.1,-1.2,0.7,1.003
