ID,Name,G,GS,PA,AB,H,1B,2B,3B,HR,RBI,R,BB,BB%,IBB,HP,SH,SF,CI,SO,SO%,GIDP,AVG,OBP,SLG,wOBA,OPS+,BABIP,wRC+,WAR,PI/PA,SB,CS,BatR,UBR,BsR
1383,Bob Currie,103,78,353,325,101,73,15,0,13,51,46,21,5.9,2,3,0,4,0,56,15.9,13,.311,.354,.477,.352,124,.338,122,2.7,3.62,2,0,9.6,1.1,1.3
1913,Erik Osinski,142,142,606,561,140,91,24,6,19,76,63,36,5.9,2,5,0,4,0,152,25.1,10,.250,.299,.415,.305,92,.307,89,-1.2,3.81,3,1,-7.4,-3.4,-3.5
3288,Jose Torres,141,140,598,538,148,95,22,7,24,69,78,51,8.5,1,8,0,1,0,100,16.7,12,.275,.346,.476,.352,121,.299,122,5.2,3.69,5,5,16.2,-1.8,-3.5
206,Zack Hall,145,145,657,585,180,127,31,1,21,88,96,56,8.5,1,13,0,3,0,90,13.7,14,.308,.379,.472,.368,131,.333,133,4.6,3.67,21,5,26.3,0.6,2.6
1583,Juan Abeyta,84,56,262,240,74,41,14,2,17,50,41,15,5.7,2,5,0,2,0,46,17.6,2,.308,.359,.596,.394,154,.318,152,2.0,3.47,0,1,16.3,0.1,-0.5
4069,Armando Acosta,72,49,213,182,35,23,6,1,5,19,22,25,11.7,1,3,1,3,0,64,30.0,4,.192,.296,.319,.273,68,.259,67,-0.8,3.84,1,0,-8.2,0.0,0.1
1643,Ramon Adorno,140,140,559,527,126,80,27,9,10,54,77,26,4.7,0,3,1,3,0,108,19.3,7,.239,.277,.381,.283,77,.282,74,2.4,3.58,20,6,-16.8,-0.1,1.5
916,Stephen Agar,149,149,656,564,143,83,27,8,25,78,114,88,13.4,3,0,0,4,0,143,21.8,6,.254,.352,.463,.348,120,.295,120,3.9,3.88,44,11,15.6,3.8,8.4
210,Chris Albano,150,150,686,574,171,113,38,3,17,79,89,96,14.0,6,13,0,3,0,128,18.7,21,.298,.408,.463,.375,138,.356,138,3.3,4.09,2,0,31.7,-4.0,-4.1
823,Jason Aldridge,142,142,613,537,132,81,27,2,22,74,86,69,11.3,5,4,0,3,0,147,24.0,7,.246,.334,.426,.325,106,.296,104,2.5,3.88,8,4,3.0,-3.7,-4.2
861,Bill Almada,149,148,622,561,143,104,31,1,7,52,50,54,8.7,2,4,0,3,0,114,18.3,12,.255,.323,.351,.297,84,.307,84,-0.8,3.82,0,0,-11.7,-2.9,-2.9
493,Santino Alvarado,142,142,616,550,108,32,28,6,42,103,80,57,9.3,0,5,0,4,0,266,43.2,6,.196,.276,.498,.324,105,.268,103,2.9,4.17,6,2,2.6,0.4,0.6
399,Chris Anderson,138,138,644,586,159,106,35,3,15,65,91,52,8.1,0,3,1,3,0,120,18.6,13,.271,.332,.418,.326,103,.317,104,4.3,3.58,16,8,3.4,0.3,-0.3
589,Jake Anderson,144,144,637,569,146,86,36,7,17,69,72,55,8.6,0,8,2,5,0,148,23.2,11,.257,.328,.434,.329,106,.315,106,3.3,3.67,22,12,5.0,-1.5,-2.5
2733,Bobby Anguiano,142,142,572,523,132,87,30,2,13,41,59,46,8.0,0,2,3,1,0,114,19.9,11,.252,.315,.392,.308,91,.300,92,1.3,3.76,8,10,-5.2,1.7,-1.7
2199,Arturo Arauza,149,149,603,540,143,94,21,2,26,71,74,58,9.6,1,2,1,3,0,139,23.1,5,.265,.337,.456,.340,113,.310,114,0.9,3.83,3,5,10.4,-3.4,-5.5
2079,Alvin Arce,118,118,432,395,78,63,9,0,6,24,35,34,7.9,0,2,6,1,0,122,28.2,9,.197,.264,.266,.240,45,.269,44,-0.2,3.84,3,0,-28.4,-2.4,-2.0
351,Victor Arce,95,60,272,249,64,41,19,2,2,25,24,21,7.7,1,1,0,1,0,54,19.9,3,.257,.316,.373,.299,87,.320,85,-0.6,3.59,0,1,-4.5,-1.3,-2.0
1101,Nestor Ayala,135,135,540,496,130,89,26,0,15,69,61,38,7.0,3,2,0,4,0,79,14.6,18,.262,.315,.405,.308,95,.283,92,-0.4,3.60,3,2,-5.0,-1.5,-2.1
1947,Nick Baez,149,149,672,639,155,101,36,4,14,67,62,30,4.5,0,0,2,3,0,125,18.6,18,.243,.275,.377,.281,76,.280,73,-1.7,3.59,1,2,-21.4,-6.9,-8.0
4571,J.J. Baker,57,54,187,177,30,21,8,0,1,5,9,8,4.3,0,1,4,1,0,54,28.9,4,.169,.209,.232,.196,20,.236,13,-0.9,3.90,0,0,-19.1,-0.1,-0.1
1098,Kyle Balcarcel,140,140,619,537,156,110,28,2,16,71,73,71,11.5,1,5,0,6,0,111,17.9,19,.291,.375,.439,.354,121,.337,124,3.1,3.82,1,0,17.7,-1.7,-2.0
1337,Danny Baltazar,147,146,623,567,163,107,39,0,17,80,74,49,7.9,1,6,0,1,0,120,19.3,20,.287,.350,.446,.344,115,.339,117,1.7,3.81,3,1,12.8,-1.2,-1.4
1972,Roger Barahona,144,135,568,504,116,69,24,3,20,56,69,54,9.5,5,7,0,3,0,117,20.6,10,.230,.312,.409,.307,95,.259,91,0.2,3.79,0,0,-5.8,-3.8,-3.8
391,John Barnet,70,48,219,200,56,43,9,0,4,23,26,15,6.8,0,1,2,3,0,27,12.3,8,.280,.329,.385,.311,94,.302,94,0.6,3.79,0,3,-1.5,0.2,-1.4
349,Greg Barrs,136,136,556,502,142,89,25,2,26,83,62,48,8.6,2,4,0,2,0,114,20.5,12,.283,.349,.496,.359,127,.319,127,3.8,3.83,0,0,18.2,-2.0,-2.0
1660,Vinny Bautista,157,151,624,580,122,81,18,1,22,66,61,24,3.8,1,12,0,8,0,119,19.1,24,.210,.253,.359,.263,64,.224,60,-2.5,3.57,1,1,-29.2,-0.2,-0.7
2836,Rafael Bejarano,54,16,94,85,19,16,2,0,1,6,12,6,6.4,0,2,0,1,0,25,26.6,2,.224,.287,.282,.257,57,.300,56,-0.4,3.86,1,0,-4.8,-0.9,-0.7
120,Kevin Bellinger,149,149,656,601,181,114,39,1,27,105,99,46,7.0,3,5,0,4,0,112,17.1,12,.301,.354,.504,.363,130,.330,130,4.1,3.78,51,15,23.6,3.7,8.1
2498,Mike Benson,112,109,430,379,78,50,16,0,12,38,42,44,10.2,1,5,1,2,0,125,29.1,11,.206,.295,.343,.282,74,.270,74,0.9,4.02,0,0,-13.2,-4.5,-4.5
2781,Tom Benson,41,32,129,115,24,14,4,0,6,20,14,8,6.2,0,4,0,2,0,24,18.6,5,.209,.279,.400,.293,82,.207,81,-0.2,3.50,0,0,-2.8,-0.2,-0.2
1191,Edward Bibbs,149,149,617,558,184,119,38,0,27,95,78,48,7.8,0,4,0,7,0,116,18.8,15,.330,.382,.543,.393,149,.372,151,3.9,3.74,2,3,37.5,-3.5,-5.0
2484,Matt Bill,87,78,293,269,56,32,9,1,14,31,34,17,5.8,0,5,3,2,0,86,29.4,9,.208,.266,.405,.288,80,.246,78,-0.1,3.88,2,0,-7.6,-1.0,-0.6
16,Luis Blanco,131,126,523,449,92,66,16,1,9,45,62,65,12.4,1,6,3,3,1,102,19.5,8,.205,.312,.305,.280,70,.243,72,-1.1,3.93,1,2,-17.2,-2.8,-3.9
164,Jason Boggs,140,140,670,602,144,82,39,9,14,71,101,49,7.3,0,16,0,3,0,142,21.2,5,.239,.312,.404,.311,93,.290,94,3.7,3.72,45,10,-4.6,2.0,7.5
1244,Mike Bond,149,149,639,544,104,50,17,1,36,89,77,84,13.1,17,7,0,4,0,286,44.8,11,.191,.305,.425,.298,96,.301,85,-0.5,4.14,2,1,-11.2,1.0,0.7
3182,Bobby Bonebrake,141,141,642,570,120,86,12,3,19,45,85,67,10.4,0,4,3,1,1,144,22.4,3,.211,.298,.342,.285,74,.248,75,-0.2,3.87,19,2,-18.4,0.5,3.6
2564,Aziz Boshian,140,140,658,602,149,97,29,6,17,56,100,47,7.1,0,6,3,3,1,122,18.5,5,.248,.307,.400,.307,91,.283,91,1.9,3.66,22,8,-6.9,-2.7,-1.8
1839,Andy Boyes,141,141,623,571,138,90,32,4,12,60,62,42,6.7,3,7,0,3,1,116,18.6,15,.242,.300,.375,.291,83,.283,80,-2.5,3.63,15,6,-14.5,-1.0,-0.7
4091,T.J. Brierly,45,45,168,152,27,18,5,0,4,13,13,15,8.9,0,0,2,1,0,40,23.8,3,.178,.250,.289,.241,47,.211,45,-0.6,3.87,0,0,-10.9,-0.0,-0.0
390,Jerry Brought,114,114,500,457,109,76,16,2,15,66,59,35,7.0,3,3,0,5,0,80,16.0,18,.239,.294,.381,.289,82,.256,78,0.4,3.58,0,1,-12.7,-2.1,-2.9
65,Bill Brown,141,141,607,554,172,103,44,2,23,114,77,42,6.9,1,6,0,5,0,113,18.6,15,.310,.362,.522,.374,137,.352,138,4.0,3.66,0,0,27.8,-2.9,-2.9
955,Devin Burke,72,45,220,189,39,27,7,1,4,9,23,27,12.3,4,4,0,0,0,49,22.3,7,.206,.318,.317,.277,75,.257,70,0.0,3.94,1,1,-7.8,0.1,-0.3
821,Joe Buse,64,58,231,217,61,42,10,0,9,38,25,10,4.3,0,1,1,3,0,41,17.7,8,.281,.312,.452,.325,105,.306,104,-0.8,3.30,0,0,1.1,-3.3,-3.3
2275,Pete Cagle,61,53,213,192,50,34,14,0,2,23,22,14,6.6,0,6,0,1,0,37,17.4,5,.260,.329,.365,.307,89,.312,91,0.5,3.72,0,0,-2.2,-2.0,-2.0
1527,Mercedes Cairos,89,80,344,297,74,55,12,2,5,29,39,42,12.2,1,5,0,0,0,71,20.6,2,.249,.352,.354,.315,94,.312,97,0.1,3.91,7,2,-1.1,-1.0,-0.6
1436,Danny Campos,144,144,629,547,162,96,36,5,25,92,84,64,10.2,3,15,0,3,0,82,13.0,21,.296,.383,.517,.382,143,.309,143,5.1,3.70,0,0,32.8,-3.0,-3.0
2648,Reynaldo Campos,142,142,657,616,156,97,31,10,18,51,85,39,5.9,0,1,0,1,1,119,18.1,7,.253,.298,.424,.310,94,.287,93,2.5,3.66,61,17,-5.3,0.8,6.7
1612,Jesus Canales,142,141,574,528,147,86,30,11,20,81,81,44,7.7,2,1,0,1,0,123,21.4,9,.278,.334,.491,.349,121,.329,120,5.6,3.73,9,8,14.0,0.9,-1.3
958,Israel Carvajal,141,140,634,552,164,112,31,1,20,82,81,64,10.1,1,15,0,3,2,103,16.2,20,.297,.383,.466,.368,130,.333,134,4.1,3.79,0,0,25.6,-4.0,-4.0
1725,J.P. Casey,149,149,601,557,144,101,28,2,13,51,49,39,6.5,0,3,1,2,0,136,22.6,8,.259,.309,.386,.303,88,.320,88,-0.3,3.82,2,7,-8.1,0.5,-2.8
3115,Lanzo Castellanata,45,45,181,165,42,32,8,0,2,18,18,14,7.7,0,2,2,0,0,37,20.4,3,.255,.320,.339,.294,81,.317,82,0.4,3.52,0,1,-3.8,-1.4,-2.0
1003,Joel Castor,138,138,602,548,143,94,32,0,17,63,72,47,7.8,2,2,0,5,0,104,17.3,23,.261,.319,.412,.314,98,.292,96,-0.2,3.63,0,1,-2.5,-3.2,-4.1
1978,Rafael Chavez,140,140,614,571,150,97,26,5,22,81,93,34,5.5,0,3,3,6,0,117,19.1,14,.263,.305,.441,.318,100,.292,99,1.8,3.52,11,8,-0.6,2.3,0.6
918,Micah Chipita,144,143,598,537,135,87,26,1,21,83,73,56,9.4,4,3,0,2,0,126,21.1,14,.251,.324,.421,.319,101,.291,99,1.6,3.95,0,0,-0.1,-3.6,-3.6
2004,Mario Cisneros,103,79,380,332,78,55,15,1,7,36,65,35,9.2,2,11,0,2,0,65,17.1,4,.235,.326,.349,.299,85,.271,85,2.6,3.52,56,7,-6.5,1.1,10.9
1548,Jerry Clark,52,31,144,128,29,20,7,1,1,8,13,13,9.0,3,3,0,0,0,28,19.4,7,.227,.312,.320,.271,74,.283,65,-0.5,3.52,0,0,-5.8,-1.0,-1.0
2172,Curt Codner,142,142,648,608,140,110,15,2,13,38,87,36,5.6,0,3,1,1,0,118,18.2,5,.230,.276,.326,.265,64,.266,62,0.3,3.53,49,10,-29.1,0.9,7.4
343,Paul Colwell,118,118,451,408,94,55,19,0,20,44,42,38,8.4,0,1,1,4,0,131,29.0,12,.230,.295,.424,.309,93,.284,92,1.7,3.82,0,0,-4.0,-2.1,-2.1
1050,Steve Conte,127,123,533,479,151,95,27,1,28,112,79,47,8.8,0,4,0,3,0,90,16.9,19,.315,.379,.551,.395,149,.338,152,4.0,3.68,0,3,33.3,-3.5,-5.4
1248,Juan Contreras,145,145,631,530,145,86,20,0,39,96,83,94,14.9,0,5,0,2,0,104,16.5,19,.274,.387,.532,.392,147,.272,151,4.5,4.00,7,5,38.3,0.3,-1.0
2008,Marvin Cooper,143,143,603,552,147,100,25,5,17,78,71,44,7.3,0,4,0,3,0,126,20.9,13,.266,.323,.422,.322,101,.316,102,3.2,3.61,2,3,1.5,1.2,-0.2
966,Jason Cortez,133,127,556,495,126,94,22,1,9,42,60,51,9.2,1,6,0,4,0,116,20.9,12,.255,.329,.358,.303,88,.313,88,0.5,3.85,2,1,-7.4,-1.7,-2.2
634,Ted Coulombe,142,142,619,508,94,35,16,12,31,81,91,100,16.2,3,4,0,7,0,235,38.0,8,.185,.320,.447,.326,106,.253,104,4.2,4.31,72,13,3.5,-1.2,9.3
915,Tim Critton,91,63,291,257,52,38,10,0,4,29,24,31,10.7,2,2,0,1,0,47,16.2,7,.202,.292,.288,.259,60,.232,57,-1.2,3.74,0,0,-14.5,-0.6,-0.6
636,Mike Crone,137,137,621,557,159,84,48,7,20,82,85,50,8.1,1,11,0,3,0,102,16.4,6,.285,.354,.504,.365,131,.317,131,6.3,3.55,49,13,23.5,1.6,6.5
2143,Mario Davila,36,19,95,90,18,13,4,0,1,6,5,5,5.3,0,0,0,0,0,24,25.3,2,.200,.242,.278,.230,42,.262,37,-0.9,3.75,0,0,-7.0,-0.5,-0.5
2032,Rafael de la Cruz,143,143,595,562,130,97,20,3,10,44,59,29,4.9,0,1,5,3,0,135,22.7,4,.231,.269,.331,.262,63,.286,59,-0.6,3.51,23,6,-28.4,2.3,4.5
1339,Joel de Leon,138,138,620,530,137,87,31,3,16,62,74,84,13.5,2,5,0,1,0,115,18.5,20,.258,.365,.419,.342,113,.302,116,3.5,4.19,12,4,11.9,1.2,1.6
2286,Nick Derdzinski,140,140,551,516,119,74,26,8,11,47,42,30,5.4,0,2,3,3,0,121,22.0,6,.231,.274,.376,.280,75,.279,72,1.1,3.69,0,2,-18.0,-0.2,-1.5
1744,Alex Diaz,28,13,67,63,20,15,2,0,3,14,8,3,4.5,0,1,1,0,0,12,17.9,1,.317,.358,.492,.366,129,.354,132,0.4,3.33,1,1,2.6,0.5,0.2
1196,Larry Dowell,83,71,295,270,73,42,21,1,9,41,28,22,7.5,3,1,0,2,0,87,29.5,8,.270,.325,.456,.327,110,.364,105,0.6,4.01,0,0,2.0,-2.2,-2.2
4340,Eric Driver,141,141,524,482,100,72,14,2,12,42,52,39,7.4,1,1,5,2,0,128,24.4,9,.207,.267,.320,.258,59,.256,56,1.9,3.73,6,4,-26.8,-0.8,-1.6
2287,Jason Edmunds,72,62,252,233,64,46,8,0,10,36,24,15,6.0,1,2,2,2,0,53,21.0,9,.275,.321,.438,.324,104,.314,103,0.0,3.63,0,0,1.0,-0.8,-0.8
1296,Marco Elias,131,131,511,456,82,70,10,2,0,15,36,51,10.0,0,3,10,1,0,88,17.2,8,.180,.266,.211,.224,33,.222,33,-3.1,3.76,14,4,-40.2,-1.8,-0.7
1007,Josh Emerling,59,38,187,169,34,19,10,2,3,25,13,15,8.0,0,2,1,1,0,33,17.6,4,.201,.273,.337,.268,65,.231,64,-1.1,3.86,0,0,-7.9,-2.8,-2.8
1864,Robby Evans,140,140,629,577,136,78,31,9,18,60,79,44,7.0,1,6,0,2,0,128,20.3,12,.236,.296,.414,.304,91,.273,89,3.8,3.68,1,0,-7.7,-0.2,-0.3
2148,Ray Flagge,139,139,568,500,113,65,23,4,21,75,65,61,10.7,2,2,1,5,0,149,26.2,7,.226,.310,.414,.311,95,.275,94,2.7,3.96,7,3,-4.0,-1.9,-2.1
1051,Sean Fletcher,53,31,153,144,42,28,11,0,3,17,14,6,3.9,0,2,0,1,0,24,15.7,6,.292,.327,.431,.326,104,.331,104,0.2,3.34,1,0,0.9,-1.0,-0.9
1968,Chris Flynn,33,19,87,78,20,10,6,0,4,13,13,5,5.7,0,3,0,1,0,21,24.1,3,.256,.322,.487,.344,116,.296,117,0.3,4.01,0,1,1.8,0.4,-0.2
259,Luke Folden,141,141,609,541,137,83,37,0,17,81,72,56,9.2,0,5,0,7,0,96,15.8,11,.253,.325,.416,.321,100,.276,101,2.5,3.74,2,0,0.9,-7.0,-7.0
392,Ryan Ford,143,137,577,529,171,111,40,2,18,98,82,38,6.6,0,4,0,6,0,100,17.3,17,.323,.369,.509,.374,136,.367,138,3.4,3.41,0,3,26.2,-1.4,-3.3
3170,Brian Frey,119,119,428,391,78,55,12,0,11,44,37,33,7.7,0,0,2,4,0,135,31.5,8,.199,.259,.315,.253,56,.269,53,0.2,3.82,1,3,-23.6,-0.6,-2.1
2666,Carlos Galdamez,117,117,471,433,105,70,17,1,17,58,47,32,6.8,0,4,0,2,0,104,22.1,15,.242,.299,.404,.305,90,.280,89,1.5,3.65,5,5,-5.7,-3.9,-5.4
778,Danny Gallegos,141,141,605,550,155,90,32,8,25,78,79,48,7.9,2,4,0,3,0,105,17.4,12,.282,.342,.505,.358,127,.307,126,3.1,3.68,9,4,19.3,-0.3,-0.5
2052,Hector Gandara,81,40,169,152,40,30,5,0,5,18,23,12,7.1,0,3,1,2,0,33,19.5,4,.263,.325,.395,.314,95,.302,96,-0.3,3.66,1,1,-0.7,-0.6,-1.0
1866,Giovanni Garcia,142,142,617,553,162,100,32,8,22,97,81,53,8.6,0,5,0,6,0,110,17.8,9,.293,.357,.499,.364,130,.328,131,3.9,3.73,4,3,23.0,-1.7,-2.7
1152,Jonathan Garcia,123,120,447,405,100,72,21,0,7,26,42,36,8.1,1,4,3,2,0,101,22.6,10,.247,.313,.351,.292,81,.311,81,0.3,3.62,6,3,-10.0,-0.4,-0.7
1995,Jose Garcia,50,48,206,187,47,22,12,0,13,40,27,14,6.8,1,2,1,3,0,44,21.4,4,.251,.306,.524,.344,120,.256,117,1.3,3.64,0,0,4.2,0.3,0.3
815,Jose Garcia,156,155,682,613,158,106,29,1,22,94,82,49,7.2,4,9,0,11,0,100,14.7,9,.258,.317,.416,.312,98,.271,94,-0.2,3.61,3,1,-4.2,-3.3,-3.5
1722,Juan Garcia,139,139,586,532,132,92,21,0,19,59,68,48,8.2,0,2,3,4,0,107,18.3,13,.248,.311,.395,.307,91,.276,91,-0.2,3.73,3,2,-6.0,-1.3,-1.9
1669,Benito Garza,74,67,266,245,60,42,10,3,5,26,24,19,7.1,2,0,0,2,0,57,21.4,6,.245,.297,.371,.285,81,.297,76,-0.0,3.80,0,1,-7.5,0.2,-0.4
1378,Ramon Garza,57,53,221,195,47,38,5,0,4,21,17,23,10.4,1,1,2,2,0,58,26.2,7,.241,.321,.328,.288,78,.319,78,0.7,3.91,1,0,-5.7,-0.8,-0.7
1893,Dave Gaume,144,144,576,506,148,99,32,3,14,67,80,49,8.5,2,17,0,4,1,104,18.1,5,.292,.372,.451,.355,123,.342,125,3.1,3.66,3,1,17.1,1.3,1.1
3059,Danny Gomez,45,45,170,161,38,22,9,0,7,15,18,8,4.7,0,1,3,0,0,35,20.6,8,.236,.276,.422,.299,87,.261,85,0.2,3.60,0,0,-2.8,-1.4,-1.4
72,Gerardo Gonzales,142,142,636,586,185,113,49,1,22,106,105,41,6.4,2,2,1,7,0,88,13.8,11,.316,.358,.515,.369,135,.337,134,4.6,3.64,0,2,26.1,-3.3,-4.7
1105,Hector Gonzales,142,135,585,536,140,95,26,2,17,53,78,39,6.7,1,7,1,3,0,134,22.9,10,.261,.318,.412,.315,97,.317,97,0.5,3.73,4,1,-1.9,-0.8,-0.7
1472,Danny Gonzalez,51,48,179,168,40,28,8,1,3,13,13,9,5.0,0,2,7,0,0,27,15.1,4,.238,.285,.351,.278,72,.268,71,0.1,3.27,0,0,-6.1,-3.2,-3.2
2316,Eddie Gonzalez,114,114,463,412,88,59,12,2,15,46,54,42,9.1,0,7,2,2,0,121,26.1,13,.214,.296,.362,.290,78,.263,79,1.1,3.84,1,0,-11.3,-4.5,-4.5
2163,Ernesto Gonzalez,56,55,203,183,43,27,9,1,6,19,20,17,8.4,0,3,4,0,0,59,29.1,3,.235,.310,.393,.308,90,.314,92,0.2,3.93,0,0,-1.9,-2.5,-2.5
1630,Fernando Gonzalez,119,117,474,421,122,84,24,0,14,58,49,43,9.1,3,4,2,6,0,85,17.9,10,.290,.357,.447,.343,117,.329,116,3.0,3.59,1,2,9.2,-2.1,-3.3
2220,Martial Grappasonni,135,124,521,480,110,68,23,1,18,69,47,37,7.1,0,2,0,2,0,130,25.0,7,.229,.286,.394,.294,83,.275,82,-0.6,3.69,7,2,-10.9,-0.8,-0.4
2277,Joe Graves,139,139,552,509,103,74,17,2,10,60,59,36,6.5,0,2,0,5,0,139,25.2,6,.202,.255,.303,.246,52,.255,48,-1.1,3.84,7,1,-33.5,1.4,2.3
1236,Miguel Guerrero,38,30,119,106,27,19,5,0,3,11,8,8,6.7,0,3,1,2,0,29,24.4,7,.255,.319,.387,.308,92,.316,92,0.1,3.59,0,0,-1.1,-0.0,-0.0
539,Pat Gustafson,145,141,577,525,144,87,26,1,30,84,80,50,8.7,1,1,0,1,0,112,19.4,24,.274,.338,.499,.356,124,.297,125,2.2,3.72,0,0,17.5,-3.3,-3.3
116,Alex Gutierrez,132,126,530,487,120,75,25,4,16,63,54,41,7.7,2,1,0,1,0,118,22.3,17,.246,.306,.413,.308,94,.294,92,-0.1,3.84,1,1,-5.0,-1.8,-2.4
2164,Jimmy Hamilton,148,148,627,564,146,88,31,1,26,88,81,57,9.1,1,3,0,3,1,145,23.1,11,.259,.329,.456,.336,111,.303,111,1.2,3.88,0,0,8.7,-5.5,-5.5
4011,Matthew Harrell,144,142,574,528,119,75,17,6,21,71,68,42,7.3,1,4,1,0,1,145,25.3,10,.225,.287,.400,.296,85,.271,83,1.5,3.90,9,5,-11.0,1.4,0.7
402,Justin Harvey,141,141,626,529,143,78,32,6,27,98,106,88,14.1,2,3,0,6,0,143,22.8,7,.270,.374,.507,.373,137,.318,137,5.0,4.08,0,1,28.1,1.1,0.1
73,Jake Heim,137,137,607,560,175,104,42,9,20,89,98,38,6.3,0,5,0,4,0,87,14.3,7,.312,.359,.527,.375,137,.339,139,4.9,3.59,17,4,28.3,3.6,5.3
212,Bobby Henize,142,142,635,548,145,96,32,1,16,77,78,79,12.4,2,2,2,6,0,69,10.9,21,.265,.356,.414,.335,110,.275,110,2.2,3.66,9,10,8.3,-2.8,-6.1
2930,Enrique Hernandez,150,150,625,551,157,99,31,1,26,89,100,67,10.7,8,4,0,3,0,118,18.9,9,.285,.365,.486,.357,130,.320,126,3.0,3.69,35,6,19.6,2.1,7.1
3971,Jose Hernandez,48,45,184,165,30,19,8,0,3,13,20,16,8.7,0,3,1,0,0,57,31.0,5,.182,.266,.285,.250,51,.257,51,-0.0,4.03,0,2,-10.6,0.4,-0.7
204,Juan Hernandez,111,36,197,183,46,28,6,0,12,37,22,10,5.1,1,1,0,3,0,39,19.8,8,.251,.289,.481,.320,105,.252,100,0.1,3.59,0,0,0.2,-2.6,-2.6
962,Marcos Hernandez,89,71,286,258,74,52,14,1,7,33,30,22,7.7,1,2,1,4,0,60,21.0,6,.287,.343,.430,.331,109,.344,108,0.1,3.78,0,0,2.9,-0.8,-0.8
353,Noe Hernandez,136,126,590,522,130,86,26,2,16,50,70,56,9.5,0,11,1,1,1,112,19.0,5,.249,.334,.398,.322,99,.289,101,0.6,3.74,9,6,1.3,2.3,1.1
1097,Matt Herrell,48,29,129,118,18,12,4,0,2,8,9,11,8.5,0,0,0,0,0,38,29.5,4,.153,.225,.237,.211,27,.205,23,-1.1,3.79,0,1,-11.6,-0.1,-0.7
3089,Jose Herrera,51,40,188,172,35,22,7,0,6,17,15,10,5.3,0,6,0,0,0,36,19.1,3,.203,.271,.349,.273,68,.223,67,-0.6,3.40,1,1,-7.2,0.5,0.1
580,Ben Hoffmann,150,150,670,581,173,98,40,1,34,99,85,59,8.8,1,17,0,13,0,103,15.4,14,.298,.372,.546,.385,146,.304,146,4.9,3.78,0,0,36.8,-2.1,-2.1
400,Josh Holliday,141,130,564,521,129,77,32,3,17,72,74,35,6.2,2,3,2,5,0,89,15.8,17,.248,.296,.418,.304,92,.267,89,1.6,3.59,5,5,-7.2,1.2,-0.4
1430,Mike Howle,140,140,584,537,142,94,27,0,21,62,74,40,6.8,0,6,1,1,0,109,18.7,19,.264,.322,.432,.326,103,.297,104,0.2,3.61,2,0,3.3,-5.3,-5.2
870,Rico Huaman,141,141,617,561,160,84,39,5,32,104,93,43,7.0,3,9,0,4,0,75,12.2,9,.285,.344,.544,.371,137,.279,135,5.7,3.67,9,4,26.3,-0.3,-0.5
963,Bryan Hudson,137,136,651,603,163,86,53,9,15,73,94,38,5.8,1,3,0,7,0,109,16.7,8,.270,.313,.463,.328,108,.305,106,3.8,3.58,20,9,4.7,1.0,1.0
1154,Omar Huerta,118,105,428,400,99,64,22,0,13,52,42,23,5.4,1,2,2,3,0,98,22.9,9,.247,.290,.400,.295,86,.295,83,-0.7,3.76,1,2,-8.5,-0.5,-1.5
2106,Jon Irizarry,68,51,224,203,51,29,12,1,9,28,27,17,7.6,0,2,1,2,0,37,16.5,6,.251,.312,.453,.327,105,.264,105,1.5,3.66,2,0,1.5,-0.2,0.1
719,Chad Irlmeier,117,117,515,416,96,39,21,1,35,82,73,92,17.9,2,7,0,0,0,195,37.9,6,.231,.379,.538,.388,146,.328,147,4.4,4.36,0,0,29.2,-1.5,-1.5
297,Sal Jacquez,117,117,478,417,104,83,10,2,9,46,53,49,10.3,2,8,4,4,0,110,23.0,11,.249,.337,.348,.303,88,.315,88,1.8,3.80,2,2,-6.3,0.1,-0.8
964,Larry James,146,145,671,598,156,110,27,1,18,73,81,55,8.2,0,15,1,3,0,90,13.4,12,.261,.337,.400,.323,100,.280,102,0.3,3.62,2,0,2.3,-3.5,-3.5
1284,Dave Jemmett,63,54,214,196,32,24,2,0,6,12,14,13,6.1,0,4,1,1,0,82,38.3,4,.163,.229,.265,.222,35,.239,32,-0.4,3.72,0,0,-17.2,-0.6,-0.6
70,Matt Jetton,140,140,631,520,132,66,33,7,26,74,110,104,16.5,3,5,0,2,1,183,29.0,7,.254,.382,.494,.374,137,.339,138,7.5,4.42,38,7,28.5,2.4,7.6
3832,Jim Johnson,139,139,659,610,144,93,28,3,20,60,94,46,7.0,0,2,2,1,0,159,24.1,8,.236,.291,.390,.296,84,.287,83,2.2,3.85,42,13,-13.0,2.4,5.7
2891,Sid Johnson,46,45,179,160,37,28,4,0,5,24,10,15,8.4,0,2,1,2,0,47,26.3,8,.231,.302,.350,.288,77,.291,77,0.5,4.13,0,0,-4.7,-0.6,-0.6
862,Phil Jones,55,47,215,202,62,38,13,1,10,32,24,11,5.1,0,1,0,1,1,40,18.6,5,.307,.344,.530,.370,134,.340,135,1.2,3.64,0,1,9.1,-0.3,-0.9
1292,Armando Jose,142,142,603,545,156,83,45,11,17,67,67,49,8.1,5,6,0,3,0,101,16.7,10,.286,.350,.503,.357,129,.323,126,3.3,3.69,0,0,18.7,-2.1,-2.1
1473,Mike Keehn,146,146,664,600,214,130,52,2,30,104,89,56,8.4,4,6,0,2,0,108,16.3,15,.357,.416,.600,.426,173,.397,174,6.4,3.62,2,0,58.6,-3.2,-3.2
