ID,Name,G,GS,W,L,IP,BF,AB,HA,1B,2B,3B,HR,R,ER,BB,IBB,K,HP,ERA,BABIP,WHIP,K/9,BB/9,HR/9,K/BB,K%-BB%,SH,SF,WP,BK,CI,DP,IR,IRS,PI,GB,FB,SB,CS,ERA+,FIP,FIP-,WAR
1741,Luis Hernandez,60,0,4,4,73.2,326,294,81,46,16,1,18,48,46,27,0,74,1,5.62,.306,1.47,9.0,3.3,2.2,2.7,14.4,0,4,5,0,0,7,47,11,1233,73,66,10,1,76,5.48,128,-0.8
614,Miguel Hernandez,55,0,4,3,76.1,339,301,81,39,16,0,26,58,56,34,0,88,3,6.60,.293,1.51,10.4,4.0,3.1,2.6,15.9,0,1,4,0,0,7,42,18,1370,56,75,5,2,64,6.75,158,-2.0
2072,Ramon Hernandez,62,0,4,4,59.1,293,261,90,51,23,3,13,60,58,29,1,57,2,8.80,.401,2.01,8.6,4.4,2.0,2.0,9.6,0,1,5,1,0,4,23,9,1133,56,59,1,1,48,5.61,132,-0.8
2215,Paul Higgins,73,0,3,3,71.1,314,275,67,41,15,2,9,41,36,36,2,75,0,4.54,.299,1.44,9.5,4.5,1.1,2.1,12.4,0,3,5,1,0,4,46,16,1173,61,69,3,3,93,4.14,97,0.3
2764,Phil Hiller,60,0,2,6,44.0,181,162,39,26,8,2,3,24,21,18,4,45,0,4.30,.313,1.30,9.2,3.7,0.6,2.5,14.9,0,1,2,0,0,7,34,8,714,38,40,3,0,99,2.96,69,1.0
712,Jordan Hines,76,0,2,4,76.2,306,282,62,46,10,0,6,25,24,19,1,84,2,2.82,.287,1.06,9.9,2.2,0.7,4.4,21.2,0,3,5,0,0,6,12,2,1138,73,64,2,1,151,2.78,65,1.9
1044,Mark Hogg,84,0,9,4,107.0,447,393,84,57,17,2,8,38,36,47,0,105,5,3.03,.270,1.22,8.8,4.0,0.7,2.2,13.0,1,1,5,0,0,12,46,10,1729,96,106,9,0,140,3.64,85,1.2
53,Trevor Hollett,61,0,5,5,63.0,267,230,48,31,7,1,9,32,31,30,1,61,3,4.43,.242,1.24,8.7,4.3,1.3,2.0,11.6,3,1,4,0,0,3,32,8,1012,64,57,5,2,96,4.61,108,-0.1
1179,Daniel Howell,31,0,3,0,55.0,228,211,56,35,7,3,11,24,24,11,0,32,4,3.93,.265,1.22,5.2,1.8,1.8,2.9,9.2,0,2,1,0,0,9,27,10,788,61,62,1,1,108,5.42,127,-0.6
1987,Roberto Iniguez,62,0,1,4,48.0,222,202,62,43,8,2,9,38,33,17,1,46,1,6.19,.358,1.65,8.6,3.2,1.7,2.7,13.1,1,1,4,0,0,2,33,11,835,43,50,0,0,69,4.75,111,-0.2
905,David James,76,0,6,4,73.1,319,278,63,45,9,2,7,31,29,37,2,85,1,3.56,.298,1.36,10.4,4.5,0.9,2.3,15.0,1,2,9,0,0,1,20,6,1201,49,82,4,0,119,3.56,83,1.0
1090,Juan Jaramillo,34,0,2,0,51.2,228,209,59,30,12,1,16,33,31,13,0,51,3,5.40,.297,1.39,8.9,2.3,2.8,3.9,16.7,0,3,2,0,0,2,24,12,848,64,37,1,0,79,6.15,144,-1.0
670,Manny Jimenez,53,0,4,3,50.0,215,180,45,29,8,1,7,24,22,31,0,41,1,3.96,.286,1.52,7.4,5.6,1.3,1.3,4.7,2,1,2,0,0,8,34,12,829,45,50,3,3,107,5.27,124,-0.5
2575,Matt Johnson,65,0,4,6,56.0,236,204,42,27,10,0,5,31,30,28,0,49,3,4.82,.245,1.25,7.9,4.5,0.8,1.8,8.9,0,1,0,0,0,3,23,9,952,56,57,3,2,88,4.24,99,0.2
340,Jon Johnston,63,0,2,3,70.1,320,281,79,45,19,2,13,53,51,30,1,57,5,6.53,.307,1.55,7.3,3.8,1.7,1.9,8.4,0,4,4,0,0,6,42,17,1207,78,68,4,1,65,5.40,127,-0.7
708,Jaden Jones,36,0,4,1,70.2,301,273,61,34,19,0,8,30,29,24,2,68,2,3.69,.269,1.20,8.7,3.1,1.0,2.8,14.6,1,0,6,0,1,3,28,7,1121,70,69,4,0,115,3.74,87,0.7
2019,Matt Jones,64,0,3,7,54.1,231,207,56,37,13,1,5,27,23,18,4,53,1,3.81,.338,1.36,8.8,3.0,0.8,2.9,15.2,3,2,0,0,0,8,18,4,829,55,46,3,0,111,3.24,76,1.1
2631,Melvin Juarez,66,0,2,3,66.1,292,260,66,47,15,0,4,24,19,28,2,67,3,2.58,.328,1.42,9.1,3.8,0.5,2.4,13.4,1,0,7,0,0,8,31,8,1113,72,51,3,0,165,3.24,76,1.2
1573,Jeff Keen,72,0,9,8,78.2,339,306,77,41,16,4,16,48,47,25,0,58,3,5.38,.257,1.30,6.6,2.9,1.8,2.3,9.7,0,5,5,1,0,4,45,15,1219,76,95,1,2,79,5.41,127,-0.9
1229,Ben Kuhn,38,0,3,1,68.2,275,257,58,38,11,1,8,26,23,15,0,40,2,3.01,.238,1.06,5.2,2.0,1.0,2.7,9.1,0,1,3,0,0,11,27,9,965,91,62,2,1,141,4.26,100,0.2
522,Travis Kunkel,62,0,4,3,56.1,256,223,64,39,17,1,7,34,34,25,2,55,5,5.43,.348,1.58,8.8,4.0,1.1,2.2,11.7,0,3,4,1,0,3,39,11,966,58,49,0,2,78,4.32,101,0.1
2015,John Lawrence,72,0,6,1,67.2,284,258,61,36,14,1,10,30,30,23,2,76,3,3.99,.297,1.24,10.1,3.1,1.3,3.3,18.7,0,0,5,0,0,6,38,9,1077,53,63,7,2,106,3.91,92,0.5
1739,Ramiro Lemus,64,0,5,3,64.0,276,247,63,44,13,3,3,28,25,23,4,60,2,3.52,.323,1.34,8.4,3.2,0.4,2.6,13.4,2,2,6,1,0,5,19,4,1032,58,65,5,3,121,2.89,68,1.8
623,Paul Leventon,46,0,2,0,72.0,304,277,70,44,17,0,9,33,30,21,1,82,3,3.75,.323,1.26,10.2,2.6,1.1,3.9,20.1,0,3,8,0,0,4,28,7,1116,54,70,2,3,113,3.47,81,0.9
998,Adrian Littleton,49,0,2,3,55.1,218,201,44,29,7,0,8,25,22,10,0,41,5,3.58,.235,0.98,6.7,1.6,1.3,4.1,14.2,1,1,2,0,0,7,33,11,749,61,55,0,0,119,4.38,103,0.1
1852,Alex Lopez,72,0,0,6,81.0,372,324,94,63,12,1,18,59,52,35,0,69,7,5.78,.315,1.59,7.7,3.9,2.0,2.0,9.1,2,4,10,0,0,9,37,16,1344,82,80,7,2,73,5.91,139,-1.3
1851,Andres Lopez,89,0,6,2,83.0,356,320,80,57,14,1,8,41,41,31,3,82,3,4.45,.310,1.34,8.9,3.4,0.9,2.6,14.3,0,2,7,1,0,7,37,12,1349,74,84,2,0,96,3.57,84,1.0
200,Rich Lopez,77,0,0,7,77.0,334,306,88,55,15,1,17,53,47,22,2,95,4,5.49,.362,1.43,11.1,2.6,2.0,4.3,21.9,0,2,2,1,0,10,64,29,1256,64,55,6,4,77,4.51,106,0.0
1758,Adan Maceda,67,0,7,5,63.2,290,245,64,37,10,0,17,48,48,39,3,62,5,6.79,.281,1.62,8.8,5.5,2.4,1.6,7.9,0,1,1,0,0,10,29,7,1118,63,56,3,0,63,6.62,156,-1.6
332,Steve Malmquist,65,0,2,2,78.2,357,315,87,58,16,1,12,44,40,32,4,79,6,4.58,.329,1.51,9.0,3.7,1.4,2.5,13.2,0,4,5,1,0,7,41,18,1318,70,75,1,3,93,4.44,104,0.1
577,Danny Marrero,67,0,2,4,67.1,273,245,54,39,7,1,7,23,23,24,1,72,1,3.07,.278,1.16,9.6,3.2,0.9,3.0,17.6,0,3,3,1,0,9,32,8,1106,58,63,5,0,138,3.45,81,1.0
1986,Danny Martinez,50,0,6,1,63.2,271,246,62,41,11,0,10,25,22,21,0,58,2,3.11,.291,1.30,8.2,3.0,1.4,2.8,13.7,1,1,4,0,0,6,27,11,1019,63,61,9,2,137,4.47,105,0.0
483,Antonio Matallana,48,0,1,1,68.0,300,275,72,41,15,2,14,39,38,18,0,50,6,5.03,.274,1.32,6.6,2.4,1.9,2.8,10.7,0,1,1,1,0,4,36,14,1103,74,76,9,0,84,5.43,127,-0.7
337,Mike Matamoros,72,0,6,4,73.1,295,273,55,37,11,0,7,29,27,20,1,82,1,3.31,.261,1.02,10.1,2.5,0.9,4.1,21.0,1,0,3,0,0,2,42,9,1137,71,63,7,1,128,2.99,70,1.5
3084,Humberto Maya,35,0,0,2,41.1,201,172,53,33,12,0,8,34,34,25,1,35,1,7.40,.341,1.89,7.6,5.4,1.7,1.4,5.0,0,3,1,1,0,4,24,11,786,42,42,0,0,57,5.81,136,-0.6
2688,Jesus Mayorquin,46,0,4,1,70.1,304,272,69,44,16,2,7,30,25,27,1,56,4,3.20,.295,1.36,7.2,3.5,0.9,2.1,9.5,0,1,10,0,0,7,41,18,1119,75,70,2,3,133,4.15,97,0.3
2186,Ruggieri Mazeri,54,0,1,1,73.2,343,303,89,53,20,0,16,51,46,33,1,64,4,5.62,.323,1.66,7.8,4.0,2.0,1.9,9.0,0,3,4,0,0,4,46,20,1305,60,91,4,1,76,5.72,134,-1.0
1270,Aaron Mazzo,45,0,2,0,61.0,286,253,76,45,15,2,14,49,47,32,0,40,0,6.93,.310,1.77,5.9,4.7,2.1,1.2,2.8,0,1,1,0,0,3,31,10,1038,58,77,7,1,61,6.42,151,-1.4
197,Jeff Mazzon,55,0,4,8,54.0,232,210,52,33,14,1,4,27,25,19,1,59,2,4.17,.324,1.31,9.8,3.2,0.7,3.1,17.2,0,1,1,0,0,3,29,8,888,40,58,4,1,102,3.06,72,1.2
3898,Greg McCadden,74,0,3,5,84.0,367,326,91,57,22,1,11,34,31,33,4,72,3,3.32,.324,1.48,7.7,3.5,1.2,2.2,10.6,1,4,4,0,0,6,46,20,1364,85,82,4,1,128,4.30,101,0.2
4053,Mike McClure,73,0,1,3,64.2,282,245,63,34,13,1,15,41,38,32,4,52,2,5.29,.268,1.47,7.2,4.5,2.1,1.6,7.1,2,1,4,0,0,4,36,11,1039,66,62,5,5,80,5.97,140,-1.2
3424,Jake McLean,62,0,2,0,58.1,253,232,62,39,7,3,13,32,28,20,1,48,1,4.32,.287,1.41,7.4,3.1,2.0,2.4,11.1,0,0,3,0,0,4,33,11,956,63,57,8,2,98,5.45,128,-0.6
950,Mark McNeil,40,0,3,0,60.1,259,226,49,30,11,0,8,29,27,27,0,67,3,4.03,.268,1.26,10.0,4.0,1.2,2.5,15.4,1,2,2,0,0,2,37,16,1005,56,54,0,1,105,4.16,98,0.3
330,Dustin McQueen,80,0,4,1,82.1,384,315,78,52,11,2,13,49,45,59,0,62,7,4.92,.269,1.66,6.8,6.4,1.4,1.1,0.8,1,2,5,1,0,6,41,16,1473,109,66,1,1,86,6.12,144,-1.6
2127,Francisco Medina,60,0,11,2,52.1,216,194,44,27,10,1,6,19,18,16,2,42,4,3.10,.257,1.15,7.2,2.8,1.0,2.6,12.0,0,2,1,0,0,4,31,5,830,54,54,3,2,137,4.09,96,0.3
944,Mel Medina,60,0,4,8,61.2,289,267,91,67,11,2,11,45,41,16,2,37,2,5.98,.362,1.74,5.4,2.3,1.6,2.3,7.3,2,2,3,0,0,8,27,6,1024,61,78,8,1,71,5.07,119,-0.5
5077,Rich Medina,52,0,0,2,91.0,396,361,104,65,22,4,13,45,43,26,0,66,4,4.25,.318,1.43,6.5,2.6,1.3,2.5,10.1,1,4,4,0,0,8,39,12,1479,99,94,4,1,100,4.56,107,-0.0
2046,Felix Mendez,67,0,1,3,67.2,289,256,64,44,12,1,7,31,30,27,0,59,3,3.99,.298,1.34,7.8,3.6,0.9,2.2,11.1,2,1,2,0,0,7,38,12,1116,63,72,2,1,106,4.10,96,0.4
2043,Ivan Mendoza,71,0,5,1,58.1,244,215,54,33,13,1,7,23,23,19,0,64,2,3.55,.311,1.25,9.9,2.9,1.1,3.4,18.4,1,7,5,3,0,5,43,18,911,45,59,3,1,120,3.62,85,0.7
2240,Benito Meneses,63,0,4,3,58.0,240,218,56,36,9,0,11,33,32,17,2,64,2,4.97,.308,1.26,9.9,2.6,1.7,3.8,19.6,0,3,4,0,0,7,18,7,908,53,46,0,1,86,4.31,101,0.2
3224,Nick Mercier,44,0,4,5,50.1,215,193,46,29,8,0,9,28,27,20,2,40,1,4.83,.255,1.31,7.2,3.6,1.6,2.0,9.3,0,1,5,0,0,4,19,8,800,53,52,1,2,88,5.04,118,-0.3
996,Ryan Meyers,44,0,0,0,46.0,181,161,29,17,6,0,6,18,18,18,1,47,1,3.52,.211,1.02,9.2,3.5,1.2,2.6,16.0,0,1,2,0,0,5,15,2,681,40,44,1,0,121,4.00,94,0.3
1277,Jedidiah Miano,51,0,2,0,49.0,219,195,56,38,12,0,6,30,30,20,1,60,1,5.51,.385,1.55,11.0,3.7,1.1,3.0,18.3,1,1,3,0,1,5,36,15,859,34,46,3,1,77,3.54,83,0.6
1278,Clint Millin,72,0,3,4,66.1,292,255,72,44,16,1,11,34,34,28,1,66,4,4.61,.339,1.51,9.0,3.8,1.5,2.4,13.0,3,2,3,0,0,6,53,21,1123,66,55,3,3,92,4.74,111,-0.2
1181,Mike Mills,63,0,4,4,81.2,363,311,80,52,14,3,11,45,44,42,6,58,7,4.85,.283,1.49,6.4,4.6,1.2,1.4,4.4,1,2,5,0,0,10,31,15,1337,89,85,10,2,88,5.08,119,-0.5
526,Manny Montero,50,0,2,0,58.1,272,235,70,41,16,4,9,41,39,30,0,60,4,6.02,.361,1.71,9.3,4.6,1.4,2.0,11.0,0,3,7,0,0,3,36,17,1068,55,51,5,3,71,4.87,114,-0.2
2121,Danny Montesinos,38,0,5,0,64.2,276,253,56,33,16,0,7,29,28,19,1,51,1,3.90,.249,1.16,7.1,2.6,1.0,2.7,11.6,1,2,2,0,0,1,30,9,1019,63,79,0,0,109,3.88,91,0.5
1364,Rico Morales,25,0,4,0,39.0,192,158,44,25,11,1,7,29,29,28,0,40,3,6.69,.325,1.85,9.2,6.5,1.6,1.4,6.2,0,3,3,0,0,3,33,14,742,35,39,0,0,63,5.84,137,-0.6
2654,Jeff Morris,57,0,2,2,57.0,281,247,78,53,13,0,12,42,41,27,1,60,5,6.47,.375,1.84,9.5,4.3,1.9,2.2,11.7,0,1,4,0,1,2,35,9,1079,50,58,1,1,66,5.43,127,-0.6
3963,Brandon Murphy,77,0,7,1,70.2,309,273,71,44,13,3,11,45,42,31,4,72,2,5.35,.311,1.44,9.2,3.9,1.4,2.3,13.3,0,3,4,0,0,4,60,14,1149,64,68,4,1,79,4.39,103,0.1
1681,Hector Nevares,51,0,3,0,61.2,254,229,54,35,12,1,6,21,20,21,0,61,1,2.92,.293,1.22,8.9,3.1,0.9,2.9,15.7,0,2,4,0,1,7,45,16,957,78,37,5,1,145,3.53,83,0.8
527,Jim O'Dell,53,0,1,3,30.0,142,120,34,16,11,1,6,27,25,20,1,20,1,7.50,.295,1.80,6.0,6.0,1.8,1.0,0.0,0,1,2,0,0,3,38,10,481,29,36,1,2,57,6.44,151,-0.8
3023,Jeremy Oliver,97,0,4,4,101.1,441,392,99,60,22,4,13,47,43,39,4,89,8,3.82,.295,1.36,7.9,3.5,1.2,2.3,11.3,0,2,5,1,0,10,68,12,1644,85,115,4,1,111,4.35,102,0.2
2355,Alex Ordonez,59,0,0,4,64.0,283,259,75,56,16,0,3,31,27,20,0,44,4,3.80,.340,1.48,6.2,2.8,0.4,2.2,8.5,0,0,1,0,0,9,35,10,997,74,61,5,1,112,3.53,83,0.8
430,Andres Ortiz,68,0,4,4,67.0,266,247,49,31,11,2,5,19,18,17,3,80,0,2.42,.270,0.99,10.7,2.3,0.7,4.7,23.7,1,1,3,0,0,4,32,15,1021,52,65,5,2,176,2.38,56,2.1
2515,Matt Owen,75,0,6,4,89.0,391,355,95,49,24,4,18,51,45,32,3,82,3,4.55,.301,1.43,8.3,3.2,1.8,2.6,12.8,0,1,7,2,0,6,35,12,1458,88,87,4,1,93,5.03,118,-0.6
2066,J.D. Owens,68,0,4,1,75.2,338,291,71,38,13,1,19,49,49,40,0,87,5,5.83,.278,1.47,10.3,4.8,2.3,2.2,13.9,0,2,8,2,0,5,35,7,1352,66,66,1,0,73,5.92,139,-1.3
900,Ernesto Palacios,71,0,6,2,72.0,289,267,54,31,14,2,7,23,23,18,1,83,3,2.88,.264,1.00,10.4,2.2,0.9,4.6,22.5,0,1,8,0,0,2,29,5,1066,58,69,3,1,148,2.96,69,1.4
1702,Shane Palafox,58,0,4,4,66.1,279,248,63,47,12,1,3,28,28,25,2,66,2,3.80,.330,1.33,9.0,3.4,0.4,2.6,14.7,1,3,3,0,0,8,27,7,1046,61,59,3,4,112,2.90,68,1.6
1562,Ernesto Palomino,33,0,0,0,61.1,267,235,65,42,14,0,9,38,33,26,0,52,3,4.84,.316,1.48,7.6,3.8,1.3,2.0,9.7,0,3,1,0,0,9,27,13,1019,55,65,2,1,88,4.80,113,-0.2
11,Raul Pasten,49,0,0,6,25.1,114,106,33,21,5,1,6,18,18,6,0,23,0,6.39,.346,1.54,8.2,2.1,2.1,3.8,14.9,1,1,1,0,0,3,47,14,400,28,22,0,0,66,5.14,121,-0.2
759,Vinny Pena,72,0,1,5,71.1,291,271,68,49,9,1,9,29,28,14,2,73,2,3.53,.307,1.15,9.2,1.8,1.1,5.2,20.3,1,3,5,0,0,5,20,4,1097,67,66,0,2,120,3.35,78,1.2
2493,Danny Perez,59,0,3,0,45.2,212,186,52,34,11,2,5,24,19,23,1,41,2,3.74,.333,1.64,8.1,4.5,1.0,1.8,8.5,0,1,3,0,0,6,45,17,820,55,35,3,0,113,4.37,103,0.1
2803,Edwin Perfecto,50,0,3,3,81.1,342,310,75,57,7,2,9,35,31,30,0,71,2,3.43,.287,1.29,7.9,3.3,1.0,2.4,12.0,0,0,3,0,0,10,33,9,1277,82,79,3,2,124,4.04,95,0.5
1651,Brad Peterson,59,0,1,1,59.2,264,239,67,38,16,2,11,42,38,20,0,56,4,5.73,.324,1.46,8.4,3.0,1.7,2.8,13.6,0,1,2,1,0,4,51,20,1001,64,49,4,3,74,4.90,115,-0.3
386,Danny Pierce,62,0,1,6,63.2,286,245,61,34,8,5,14,48,43,30,10,70,5,6.08,.287,1.43,9.9,4.2,2.0,2.3,14.0,3,3,2,0,0,5,12,3,1064,60,56,1,0,70,5.01,117,-0.4
1646,Jaime Poe,65,0,6,2,88.1,371,327,76,52,14,2,8,39,39,38,0,85,3,3.97,.287,1.29,8.7,3.9,0.8,2.2,12.7,0,3,1,0,0,9,35,6,1432,77,88,7,5,107,3.81,89,0.8
288,Alan Pohl,82,0,4,7,93.2,394,371,100,64,21,3,12,42,40,20,0,61,0,3.84,.293,1.28,5.9,1.9,1.2,3.0,10.4,1,2,3,0,0,9,52,16,1420,100,107,10,2,110,4.17,98,0.4
1853,Edwin Polanco,63,0,5,1,90.0,399,362,97,56,18,1,22,57,53,30,0,69,7,5.30,.277,1.41,6.9,3.0,2.2,2.3,9.8,0,0,2,0,0,6,41,9,1420,95,97,3,1,80,6.05,142,-1.6
2207,Phil Poole,36,0,1,3,59.1,269,238,64,37,15,0,12,41,41,28,0,54,3,6.22,.302,1.55,8.2,4.2,1.8,1.9,9.7,0,0,1,0,0,5,23,7,1028,52,66,1,1,68,5.55,130,-0.7
1680,Juan Portillo,48,0,2,3,45.2,201,185,51,32,9,2,8,27,27,12,0,39,2,5.32,.309,1.38,7.7,2.4,1.6,3.2,13.4,1,1,3,0,0,2,36,14,762,47,48,5,1,80,4.66,109,-0.1
1937,Armando Quintero,56,0,4,2,51.1,225,200,55,41,7,0,7,22,17,19,2,40,3,2.98,.308,1.44,7.0,3.3,1.2,2.1,9.3,0,3,1,0,0,7,31,7,812,52,52,3,2,142,4.55,107,-0.0
2492,Angel Ramirez,42,0,2,1,58.1,255,229,58,39,14,0,5,31,27,19,0,57,3,4.17,.310,1.32,8.8,2.9,0.8,3.0,14.9,0,4,3,0,0,2,33,10,969,48,66,4,0,102,3.46,81,0.8
2064,Roberto Ramirez,43,0,3,4,71.0,326,281,85,51,20,0,14,48,43,34,1,44,7,5.45,.314,1.68,5.6,4.3,1.8,1.3,3.1,1,3,0,0,0,9,28,14,1236,74,79,0,2,78,6.18,145,-1.4
761,Jose Ramos,72,0,5,3,59.1,245,215,49,28,14,0,7,29,26,24,1,55,2,3.94,.271,1.23,8.3,3.6,1.1,2.3,12.7,2,2,6,0,0,4,48,17,894,62,52,3,1,108,4.11,96,0.3
1319,Wilson Ramos,84,0,6,2,84.0,372,344,99,70,17,0,12,41,41,25,2,86,3,4.39,.354,1.48,9.2,2.7,1.3,3.4,16.4,0,0,4,0,0,7,49,17,1368,83,72,8,2,97,3.91,92,0.6
2992,Jim Raymond,21,0,0,0,31.0,125,112,20,13,3,0,4,11,9,11,0,18,1,2.61,.176,1.00,5.2,3.2,1.2,1.6,5.6,0,1,3,0,0,1,15,3,463,38,35,0,0,163,4.85,114,-0.1
1785,Steve Reed,43,0,7,3,74.0,321,280,67,42,12,0,13,47,45,35,0,62,3,5.47,.261,1.38,7.5,4.3,1.6,1.8,8.4,1,2,0,2,0,6,22,5,1228,65,87,2,0,78,5.32,125,-0.7
246,Cody Reisinger,70,0,2,0,73.1,281,264,55,39,6,2,8,20,20,13,1,108,0,2.45,.311,0.93,13.3,1.6,1.0,8.3,33.8,1,3,2,0,0,5,38,10,1092,52,53,4,0,173,2.13,50,2.2
1595,Andy Renner,92,0,8,7,91.0,381,341,69,45,17,0,7,32,29,40,2,81,0,2.87,.245,1.20,8.0,4.0,0.7,2.0,10.8,0,0,5,1,0,10,44,12,1430,87,92,3,2,148,3.64,85,1.1
4861,T.J. Reynolds,69,0,5,2,86.2,362,320,75,47,15,0,13,37,35,32,2,69,5,3.63,.255,1.23,7.2,3.3,1.3,2.2,10.2,0,5,0,0,0,13,47,12,1332,84,92,4,2,117,4.74,111,-0.2
1624,Tony Rivera,41,0,0,3,67.0,302,271,78,44,16,2,16,47,47,22,0,56,6,6.31,.308,1.49,7.5,3.0,2.1,2.5,11.3,1,2,3,1,0,4,31,7,1135,72,66,3,0,67,5.86,137,-1.1
2,Josue Robles,68,0,5,7,63.1,276,237,56,35,13,1,7,30,26,33,3,54,2,3.69,.274,1.41,7.7,4.7,1.0,1.6,7.6,1,3,2,0,0,7,19,7,1002,60,68,4,2,115,4.42,104,0.1
151,Juan Robles,71,0,2,3,64.1,286,264,74,51,10,0,13,42,37,17,1,56,3,5.18,.310,1.41,7.8,2.4,1.8,3.3,13.6,0,2,3,0,0,6,27,10,1060,60,69,4,1,82,4.94,116,-0.4
2464,Jason Rogers,76,0,4,6,74.0,316,281,70,42,17,5,6,24,22,27,5,74,2,2.68,.309,1.31,9.0,3.3,0.7,2.7,14.9,0,6,3,0,0,4,41,15,1172,62,76,4,2,159,3.20,75,1.4
1788,Greg Rollason,37,1,2,1,62.2,283,256,77,53,11,2,11,41,37,21,0,52,4,5.31,.338,1.56,7.5,3.0,1.6,2.5,11.0,0,2,4,0,0,6,27,11,1031,67,60,8,0,80,4.99,117,-0.3
1513,Ricardo Romero,67,0,8,3,78.1,330,290,65,46,10,2,7,33,33,31,1,66,4,3.79,.261,1.23,7.6,3.6,0.8,2.1,10.6,0,5,5,0,0,3,32,8,1236,71,92,2,2,112,3.95,92,0.5
2769,Ivan Rosales,40,0,0,1,61.1,260,238,69,46,13,2,8,34,33,18,1,57,2,4.84,.351,1.42,8.4,2.6,1.2,3.2,15.0,1,1,0,1,0,9,24,9,935,55,57,3,3,88,3.94,92,0.4
989,John Ryan,59,0,4,4,80.2,347,312,85,63,13,1,8,43,31,27,1,63,4,3.46,.314,1.39,7.0,3.0,0.9,2.3,10.4,0,4,3,0,0,14,35,7,1223,83,78,4,2,123,4.01,94,0.5
1232,Harry Ryken,30,0,1,0,42.2,176,159,32,26,3,0,3,12,12,16,0,47,1,2.53,.266,1.12,9.9,3.4,0.6,2.9,17.6,0,0,1,0,0,2,28,9,651,44,33,2,2,168,3.08,72,0.8
190,Daniel Sanchez,42,0,1,1,70.0,319,285,84,56,14,0,14,49,44,24,1,64,3,5.66,.329,1.54,8.2,3.1,1.8,2.7,12.5,1,6,3,2,0,5,29,6,1137,66,72,4,0,75,5.06,119,-0.4
1961,Miguel Sanchez,74,0,8,3,77.2,323,285,63,43,10,0,10,31,31,32,1,74,1,3.59,.260,1.22,8.6,3.7,1.2,2.3,13.0,2,3,1,0,0,6,36,15,1236,76,72,4,5,118,4.17,98,0.3
2550,Rodolfo Sanchez,43,0,4,4,74.0,324,290,80,58,19,0,3,34,34,33,1,57,0,4.14,.333,1.53,6.9,4.0,0.4,1.7,7.4,0,1,2,0,0,9,29,9,1207,64,87,5,1,103,3.45,81,1.0
341,Chris Saner,48,0,2,5,34.1,156,129,33,18,9,0,6,17,17,22,0,42,3,4.46,.325,1.60,11.0,5.8,1.6,1.9,12.8,0,2,0,0,0,5,33,15,611,29,25,1,0,95,5.18,121,-0.3
1960,Rafael Santana,67,0,3,6,73.1,318,282,74,56,6,0,12,36,36,30,2,68,5,4.42,.307,1.42,8.3,3.7,1.5,2.3,11.9,1,0,4,2,0,5,26,11,1176,70,70,9,5,96,4.79,112,-0.2
1875,Francisco Santos,77,0,3,2,77.1,326,298,72,52,13,1,6,27,26,24,2,78,3,3.03,.308,1.24,9.1,2.8,0.7,3.2,16.6,1,0,1,0,0,4,48,7,1131,86,60,5,2,140,3.13,73,1.3
3166,Gabe Sapp,59,0,5,6,57.0,237,221,55,34,11,3,7,26,26,14,4,66,1,4.11,.324,1.21,10.4,2.2,1.1,4.7,21.9,1,0,4,0,0,4,29,11,850,48,51,2,0,103,3.03,71,1.3
1841,Frank Scholten,66,0,5,3,86.2,372,339,99,62,24,0,13,50,44,25,0,67,3,4.57,.327,1.43,7.0,2.6,1.3,2.7,11.3,1,4,5,0,0,14,33,11,1425,89,86,5,2,93,4.54,106,-0.0
2385,Rich Scott,70,0,2,3,74.1,314,281,76,54,12,4,6,29,29,27,2,64,4,3.51,.329,1.39,7.7,3.3,0.7,2.4,11.8,0,2,3,0,0,13,29,6,1185,77,63,3,4,121,3.67,86,0.8
424,Matt Sessoms,28,0,2,0,40.2,182,165,46,31,7,1,7,22,19,16,0,24,0,4.20,.289,1.52,5.3,3.5,1.5,1.5,4.4,0,1,3,0,0,2,27,13,665,47,45,6,2,101,5.41,127,-0.4
3104,Bill Shelton,62,0,5,2,70.1,304,279,70,45,10,3,12,38,37,23,1,60,1,4.73,.280,1.32,7.7,2.9,1.5,2.6,12.2,1,0,4,0,0,2,26,7,1135,79,69,7,0,90,4.66,109,-0.1
995,Dustin Siciliano,39,0,3,0,25.0,104,94,20,12,5,0,3,11,7,9,0,21,1,2.52,.243,1.16,7.6,3.2,1.1,2.3,11.5,0,0,0,0,0,3,12,3,369,28,23,1,0,169,4.25,100,0.1
1679,Malcolm Sims,51,0,3,6,69.0,335,289,93,63,18,1,11,62,60,35,1,55,7,7.83,.363,1.86,7.2,4.6,1.4,1.6,6.0,1,3,2,0,0,6,17,6,1243,85,60,3,0,54,5.43,127,-0.7
1935,Mark Sitzman,55,0,4,5,57.1,256,236,71,48,12,1,10,42,38,16,0,51,2,5.97,.345,1.52,8.0,2.5,1.6,3.2,13.7,0,2,1,0,0,3,32,17,937,56,56,2,3,71,4.60,108,-0.1
385,Lumir Skyba,57,0,4,2,47.1,195,171,37,21,8,1,7,17,17,21,0,53,2,3.23,.268,1.23,10.1,4.0,1.3,2.5,16.4,0,1,2,0,0,6,50,10,729,43,38,3,1,131,4.31,101,0.1
145,Devon Slayton,28,0,2,0,43.2,188,168,47,32,7,1,7,22,21,17,0,26,1,4.33,.292,1.47,5.4,3.5,1.4,1.5,4.8,0,2,2,2,0,5,16,5,697,39,57,2,0,98,5.30,124,-0.4
