ID,Name,G,GS,PA,AB,H,1B,2B,3B,HR,RBI,R,BB,BB%,IBB,HP,SH,SF,CI,SO,SO%,GIDP,AVG,OBP,SLG,wOBA,OPS+,BABIP,wRC+,WAR,PI/PA,SB,CS,BatR,UBR,BsR
7209,Roman Chavez,141,141,665,608,148,88,29,2,29,68,95,52,7.8,0,4,0,1,0,123,18.5,13,.243,.307,.441,.319,99,.260,100,2.5,3.68,27,6,0.3,-1.3,1.8
6918,Jose Clavijo,80,53,236,214,41,27,11,0,3,13,15,20,8.5,1,1,1,1,0,68,28.8,8,.192,.263,.285,.241,49,.264,45,-1.2,3.76,1,0,-15.3,-1.3,-1.2
7021,Josh Claxton,117,117,488,435,109,68,21,2,18,73,57,48,9.8,1,1,0,4,0,108,22.1,12,.251,.324,.432,.322,103,.291,102,3.3,3.75,0,0,1.6,-0.1,-0.1
7182,Micah Cliett,142,142,620,556,144,100,24,1,19,64,72,59,9.5,2,4,0,1,0,142,22.9,13,.259,.334,.408,.320,100,.316,101,1.2,3.72,1,1,0.9,-1.7,-2.3
6690,Justin Cliff,142,142,626,538,125,56,40,5,24,91,82,70,11.2,6,10,0,8,0,148,23.6,11,.232,.327,.459,.328,110,.270,106,4.7,3.80,10,6,4.8,0.8,-0.2
6864,Bill Cobb,119,119,493,453,115,58,41,1,15,76,61,34,6.9,0,2,0,4,0,126,25.6,15,.254,.306,.448,.319,101,.316,100,2.7,3.70,7,6,0.4,0.6,-0.9
7136,Brian Collins,143,143,541,486,118,88,23,1,6,48,38,53,9.8,0,0,1,2,0,89,16.5,11,.243,.316,.331,.287,76,.285,78,-0.7,3.72,0,0,-14.2,-5.4,-5.4
7257,Jose Colon,141,141,600,514,147,80,36,3,28,80,70,74,12.3,2,6,0,6,0,89,14.8,12,.286,.378,.531,.381,143,.295,143,4.4,3.84,4,1,31.5,-2.9,-2.8
6870,Austin Cook,142,142,629,550,173,107,31,2,33,116,97,75,11.9,2,1,0,3,0,107,17.0,14,.315,.396,.558,.400,155,.339,157,4.5,3.99,2,2,43.0,-3.9,-4.9
6560,Mike Cooke,145,145,570,542,132,100,25,0,7,51,47,24,4.2,0,1,3,3,0,113,19.8,18,.244,.275,.328,.262,63,.294,60,-2.3,3.45,7,3,-26.9,-4.0,-4.2
7176,Nick Cooper,116,116,471,420,125,78,29,1,17,69,59,45,9.6,4,3,0,3,0,107,22.7,9,.298,.367,.493,.360,131,.361,129,3.6,3.79,2,0,16.6,-5.6,-5.5
7079,Zach Copelin,140,140,650,593,173,87,49,7,30,99,115,51,7.8,0,1,0,5,0,142,21.8,4,.292,.346,.550,.374,137,.336,138,5.5,3.77,41,8,30.1,-1.7,3.7
7132,Andy Cottles,143,143,506,484,86,66,15,2,3,25,36,22,4.3,0,0,14,0,0,118,23.3,21,.178,.213,.236,.199,22,.229,15,-4.0,3.44,4,2,-51.0,0.2,-0.1
6641,Kyle Court,142,142,619,554,124,95,26,1,2,39,66,62,10.0,0,0,3,3,0,126,20.4,14,.224,.300,.285,.264,61,.284,61,-1.9,3.81,2,0,-28.3,0.2,0.3
6452,Brett Cox,140,140,511,474,87,75,9,1,2,26,35,31,6.1,0,3,13,3,0,110,21.5,10,.184,.237,.219,.207,25,.233,21,-4.1,3.43,3,2,-47.8,-1.3,-1.9
7023,William Cronin,139,139,671,609,166,103,32,3,28,84,105,53,7.9,2,5,0,4,1,116,17.3,13,.273,.334,.473,.341,115,.294,115,3.3,3.81,15,10,12.5,-5.1,-6.9
6714,Jorge Cutler,150,150,679,620,154,88,26,0,40,82,89,49,7.2,0,7,0,3,0,160,23.6,20,.248,.309,.484,.335,110,.270,111,2.2,3.68,4,2,9.3,1.3,0.9
6838,Jonathan Dalo,118,118,477,432,124,88,27,0,9,54,42,40,8.4,0,0,0,5,0,93,19.5,13,.287,.344,.412,.326,104,.343,105,2.6,3.76,0,0,3.2,-5.0,-5.0
7098,Brandon Davis,92,47,240,211,58,42,10,1,5,23,20,21,8.8,1,4,0,4,0,47,19.6,10,.275,.346,.403,.322,103,.325,102,1.0,3.67,1,0,0.7,-1.1,-1.0
7260,Jon Davis,113,97,381,329,74,56,15,0,3,30,26,42,11.0,3,8,2,2,0,69,18.1,12,.225,.325,.298,.278,72,.274,71,-1.7,3.87,0,0,-12.8,-0.6,-0.6
6512,Jaret Decker,73,71,276,259,61,43,6,0,12,35,32,13,4.7,0,2,1,2,0,75,27.2,10,.236,.275,.398,.287,80,.282,78,-0.0,3.84,0,0,-7.3,-1.0,-1.0
6744,John Del Fosse,75,69,274,238,60,42,10,3,5,28,33,32,11.7,0,2,1,2,0,53,19.3,7,.252,.343,.382,.318,97,.302,99,0.1,3.77,1,0,-0.1,0.0,0.1
6978,Adam DeLaMater,149,149,601,560,147,92,22,6,27,94,60,27,4.5,4,6,0,8,0,143,23.8,10,.263,.300,.468,.317,104,.302,99,0.1,3.65,0,0,-0.6,-3.3,-3.3
7178,Danny Dickson,149,149,632,560,158,79,35,2,42,109,101,62,9.8,1,4,0,6,0,175,27.7,14,.282,.354,.577,.386,146,.332,147,5.2,3.98,2,0,35.7,1.3,1.4
6871,Ben Dines,143,143,591,554,159,108,27,5,19,84,68,31,5.2,3,3,0,3,0,107,18.1,7,.287,.327,.457,.329,109,.325,107,1.7,3.43,9,4,5.5,-2.2,-2.4
6736,Steve Dirks,144,144,621,553,160,84,41,2,33,82,88,63,10.1,1,2,0,3,0,127,20.5,8,.289,.362,.550,.381,142,.321,144,4.3,3.80,0,0,32.8,-2.7,-2.7
6578,Chris DiTomaso,94,45,240,205,67,48,11,0,8,38,30,33,13.8,4,2,0,0,0,43,17.9,2,.327,.425,.498,.387,150,.383,148,2.6,4.13,0,0,13.8,-0.0,-0.0
7083,T.J. Donahue,33,19,92,83,21,16,4,0,1,7,14,5,5.4,1,3,1,1,0,11,12.0,3,.253,.315,.337,.281,78,.278,73,-0.2,3.30,1,0,-2.9,-0.4,-0.3
6798,Jeramy Downing,142,142,520,473,101,68,22,1,10,37,33,46,8.8,0,0,1,1,0,145,27.9,15,.214,.283,.328,.269,65,.285,65,-0.1,3.76,0,0,-21.7,-2.1,-2.1
7208,Dan Ebron,142,142,647,585,146,89,30,3,24,71,99,58,9.0,0,3,0,1,0,122,18.9,12,.250,.320,.434,.324,102,.277,103,2.1,3.85,7,3,2.8,-1.6,-1.8
7080,Art Edwards,142,142,610,549,161,108,26,5,22,98,85,53,8.7,3,3,0,5,1,93,15.2,16,.293,.356,.479,.352,124,.317,123,2.7,3.46,3,1,17.1,-4.0,-4.2
6715,Jerry Edwards,142,142,619,566,147,60,40,15,32,93,89,48,7.8,3,2,0,3,0,130,21.0,9,.260,.318,.553,.357,130,.283,127,5.0,3.65,6,0,20.2,-3.9,-2.7
6656,Mark Edwards,57,50,210,185,35,26,3,0,6,17,18,23,11.0,0,0,0,2,0,67,31.9,7,.189,.276,.303,.258,57,.254,57,0.0,3.71,1,1,-10.6,-1.3,-1.6
6659,Dimitri Elder,142,142,532,482,97,70,16,4,7,42,49,44,8.3,0,4,4,2,0,165,31.0,11,.201,.273,.295,.252,54,.288,53,0.3,3.78,26,9,-29.5,-2.6,-1.2
7256,Craig Ellis,43,19,93,87,21,18,2,0,1,4,10,5,5.4,0,0,0,1,0,16,17.2,4,.241,.280,.299,.254,57,.282,55,-0.5,4.01,0,0,-5.0,-0.7,-0.7
6665,Dan Fallis,149,149,644,582,159,100,32,2,25,83,82,55,8.5,0,1,0,6,0,89,13.8,20,.273,.334,.464,.339,113,.283,114,1.2,3.55,1,0,11.1,-3.8,-3.9
6502,Jesus Felix,149,148,641,580,144,101,18,1,24,87,70,45,7.0,2,5,0,11,0,145,22.6,17,.248,.303,.407,.301,90,.284,87,0.6,3.57,0,0,-9.3,-2.8,-2.8
6561,Bobby Fields,139,136,579,512,133,80,23,1,29,91,74,64,11.1,6,1,0,2,0,123,21.2,16,.260,.342,.479,.342,119,.287,116,3.7,3.91,5,1,11.6,0.0,0.4
6636,Ted Firmin,146,146,673,598,183,109,43,2,29,66,100,61,9.1,4,11,0,3,0,123,18.3,3,.306,.379,.530,.381,143,.343,143,4.2,3.66,20,16,35.2,-1.9,-5.5
7028,Mat Flynn,54,38,165,150,47,29,10,3,5,26,29,14,8.5,3,1,1,0,0,38,23.0,0,.313,.376,.520,.367,140,.393,134,1.6,3.51,0,0,6.8,1.7,1.7
7261,Heath Frederick,141,141,482,459,65,51,9,1,4,27,35,13,2.7,0,3,21,7,0,129,26.8,8,.142,.168,.192,.158,-2,.183,-12,-2.4,3.60,12,3,-64.8,0.2,1.4
6662,Josh French,139,139,596,495,131,51,30,1,49,109,87,87,14.6,8,12,0,2,0,205,34.4,11,.265,.386,.626,.409,168,.337,163,4.9,4.16,1,0,45.2,-5.2,-5.4
7107,Matt Frye,144,144,599,545,161,88,34,9,30,104,80,43,7.2,0,4,0,7,0,94,15.7,12,.295,.347,.556,.376,139,.306,140,3.7,3.68,2,5,28.8,-2.6,-4.9
6901,Matt Garbe,142,142,618,568,182,118,34,0,30,101,90,46,7.4,3,2,0,2,0,81,13.1,11,.320,.372,.539,.382,143,.331,144,4.3,3.71,1,0,32.8,-3.0,-3.1
6788,Antonio Garcia,58,54,217,196,38,27,7,0,4,22,18,19,8.8,0,1,0,1,0,62,28.6,8,.194,.267,.291,.249,52,.260,51,-1.2,3.94,0,1,-12.7,-0.6,-1.2
6790,Danny Garcia,146,143,654,605,173,123,33,2,15,47,84,43,6.6,0,6,0,0,0,134,20.5,11,.286,.339,.421,.329,105,.346,107,1.7,3.91,13,5,5.8,-2.6,-2.4
6812,Julio Garcia,119,119,485,451,81,54,18,0,9,50,36,24,4.9,0,6,0,4,0,162,33.4,10,.180,.229,.279,.223,37,.254,33,-0.2,3.85,1,0,-38.9,0.4,0.4
7048,Malachi Garcia,150,150,688,612,180,123,26,3,28,97,99,67,9.7,4,4,0,5,0,128,18.6,19,.294,.365,.484,.358,128,.330,127,2.3,3.80,4,3,22.8,-4.3,-5.3
6995,Mike Gardner,82,81,285,255,45,36,6,0,3,16,27,26,9.1,0,1,2,3,0,68,23.9,7,.176,.253,.235,.223,34,.225,32,-1.4,3.75,0,0,-22.9,-1.2,-1.2
7073,Greg Garrison,79,76,304,282,59,44,8,2,5,24,34,17,5.6,1,3,1,2,0,60,19.7,8,.209,.260,.305,.245,53,.247,48,-1.0,3.72,6,1,-18.7,-0.3,0.5
6847,Salvatore Garza,9,1,13,11,2,2,0,0,0,1,0,2,15.4,0,0,0,0,0,2,15.4,1,.182,.308,.182,.241,39,.222,45,-0.1,3.08,0,0,-0.8,0.0,0.0
6508,Kyle Gearhart,143,143,586,537,92,40,16,0,36,79,63,33,5.6,2,15,1,1,0,280,47.8,8,.171,.239,.402,.270,69,.252,66,0.6,3.98,0,0,-23.7,0.4,0.4
6735,Chris Gillum,115,115,461,419,91,55,18,1,17,58,48,35,7.6,0,5,1,2,0,131,28.4,10,.217,.284,.387,.289,80,.271,79,1.5,3.97,0,1,-11.3,-1.4,-2.1
6663,Ben Glowacki,144,144,535,472,68,56,8,0,4,31,40,59,11.0,0,2,5,2,0,114,21.3,11,.144,.241,.186,.204,19,.180,19,-5.9,3.82,8,5,-51.6,-0.5,-1.4
7177,T.J. Goldberg,53,47,191,177,36,31,2,0,3,14,13,12,6.3,0,2,3,0,0,42,22.0,7,.203,.262,.266,.237,44,.250,42,-0.8,3.74,0,2,-13.1,-0.2,-1.3
6529,Scott Gonzalez,63,20,82,71,6,5,1,0,0,0,4,11,13.4,2,0,3,0,0,18,22.0,1,.085,.207,.099,.144,-12,.113,-22,-1.2,3.91,0,1,-12.0,0.0,-0.5
7203,Kyle Graichen,58,48,197,172,60,39,10,2,9,31,24,19,9.6,0,2,0,4,0,42,21.3,7,.349,.411,.587,.416,166,.408,168,2.9,3.81,0,0,16.2,0.1,0.1
6554,Brett Grant,153,151,641,566,173,121,24,2,26,101,92,62,9.7,1,7,0,6,0,100,15.6,19,.306,.378,.493,.370,134,.330,136,2.9,3.76,1,0,27.9,-1.9,-2.1
7156,Evan Grendahl,74,72,274,260,50,40,7,1,2,18,22,11,4.0,0,1,9,2,0,75,27.4,7,.192,.226,.250,.210,29,.259,23,-3.3,3.96,0,0,-25.0,-2.7,-2.7
7229,Ryan Griesbach,139,139,566,500,123,102,15,3,3,38,45,47,8.3,0,15,0,4,0,107,18.9,17,.246,.327,.306,.285,74,.305,76,0.1,3.64,1,1,-15.7,-0.5,-1.1
7157,Beau Griffin,138,138,651,597,151,85,38,12,16,62,102,40,6.1,0,12,0,2,1,137,21.0,2,.253,.312,.437,.319,100,.303,100,2.7,3.71,49,8,0.4,2.3,9.7
6764,Vinny Gutierrez,32,15,74,65,12,10,1,1,0,0,2,9,12.2,0,0,0,0,0,22,29.7,2,.185,.284,.231,.240,43,.279,44,-0.3,3.93,0,0,-4.9,-0.8,-0.8
6819,Rusty Haines,142,142,597,533,151,86,33,9,23,66,87,60,10.1,4,3,0,1,0,112,18.8,4,.283,.358,.508,.362,132,.321,130,8.0,3.71,63,21,22.0,2.1,6.3
6844,Elijah Haley,153,153,659,589,161,103,34,2,22,97,84,56,8.5,3,6,0,8,0,123,18.7,8,.273,.338,.450,.333,111,.308,110,1.0,3.71,1,0,8.2,-4.0,-4.2
6873,Tyler Hall,149,149,705,634,239,161,56,8,14,71,134,62,8.8,0,7,0,2,0,62,8.8,10,.377,.437,.557,.423,167,.402,172,6.6,3.60,11,10,61.6,-2.7,-5.6
6580,Devin Halter,158,156,628,586,120,69,14,0,37,84,59,25,4.0,0,16,0,1,0,273,43.5,19,.205,.256,.418,.286,78,.300,77,-1.6,3.94,0,0,-16.9,-3.5,-3.5
6734,Robert Hamilton,62,52,224,194,58,34,11,0,13,48,29,27,12.1,1,2,0,1,0,54,24.1,4,.299,.388,.557,.395,152,.352,153,2.6,3.86,0,1,14.4,-0.2,-0.8
6685,Danny Hammell,18,13,51,45,11,11,0,0,0,1,3,4,7.8,0,1,0,1,0,5,9.8,0,.244,.314,.244,.257,55,.268,56,-0.3,3.86,1,3,-2.6,0.2,-1.1
7153,Brandon Hampton,141,141,577,514,121,83,22,4,12,51,59,47,8.1,2,14,1,2,0,166,28.8,7,.235,.315,.364,.296,84,.322,84,-0.9,3.84,6,8,-10.8,-4.1,-7.0
7228,Matt Hamwi,51,44,172,155,26,20,5,0,1,7,15,11,6.4,0,4,0,2,0,34,19.8,6,.168,.238,.219,.210,26,.205,23,-0.8,3.41,2,0,-15.7,-1.0,-0.6
6766,Cory Hartmann,141,141,566,522,126,96,23,1,6,38,42,40,7.1,3,2,5,2,0,99,17.5,14,.241,.297,.324,.270,69,.286,65,-2.4,3.58,0,0,-23.1,0.5,0.5
6511,Oliver Hartwick,116,99,435,386,91,59,19,1,12,39,56,40,9.2,3,6,1,3,0,116,26.7,4,.236,.315,.383,.299,88,.303,86,0.2,3.82,5,1,-6.9,-0.2,0.3
6845,Chris Harz,136,136,583,543,139,70,44,9,16,80,66,36,6.2,0,1,0,3,0,113,19.4,15,.256,.302,.459,.320,102,.295,101,2.6,3.55,1,4,0.9,-0.6,-2.6
6710,Ben Hasty,150,150,676,612,161,87,37,3,34,82,89,51,7.5,1,9,0,4,0,133,19.7,17,.263,.327,.500,.347,120,.283,120,2.4,3.67,12,2,16.5,-2.6,-1.1
7238,Troy Heil,144,143,561,506,102,69,18,3,12,55,62,46,8.2,1,6,0,3,0,165,29.4,15,.202,.275,.320,.261,61,.271,59,-2.5,3.93,7,1,-27.1,-3.7,-2.8
6998,Mark Henderson,140,140,599,522,140,80,31,1,28,95,68,58,9.7,2,14,0,5,0,122,20.4,14,.268,.354,.492,.357,126,.297,127,3.6,3.76,0,0,19.6,-2.9,-2.9
7184,Rusty Hense,71,66,237,215,35,27,7,0,1,15,25,17,7.2,0,2,7,3,1,62,26.2,3,.163,.228,.209,.200,20,.219,16,-1.0,3.77,2,3,-23.6,0.2,-1.0
6637,Jeremy Henson,143,143,592,527,127,86,19,2,20,74,58,56,9.5,2,4,0,5,0,145,24.5,6,.241,.316,.398,.307,92,.292,91,-0.1,3.73,7,1,-5.8,-4.0,-3.2
7210,Edgar Hernandez,54,53,198,179,32,25,5,0,2,11,9,17,8.6,0,1,0,1,0,48,24.2,4,.179,.253,.240,.225,35,.231,34,-2.0,3.82,1,0,-15.6,-0.7,-0.5
6899,Dustin Heskett,135,135,581,516,153,105,29,0,19,79,66,61,10.5,1,1,0,3,0,95,16.4,16,.297,.370,.463,.357,124,.331,127,3.9,3.81,2,2,18.8,-0.2,-1.2
6552,Joe Hesse,118,115,486,432,113,67,25,2,19,79,53,43,8.8,1,6,0,5,0,116,23.9,8,.262,.333,.461,.337,112,.311,112,2.3,3.72,0,0,7.4,-1.1,-1.1
6562,Frank Hilton,58,54,191,169,27,19,7,0,1,15,18,17,8.9,0,2,3,3,0,42,22.0,4,.160,.241,.219,.212,27,.202,25,-1.7,3.78,3,2,-17.2,0.0,-0.4
7032,Josiah Holland,141,141,599,553,161,117,24,4,16,66,74,44,7.3,4,0,1,2,0,111,18.5,9,.291,.342,.436,.330,109,.339,107,1.0,3.60,18,7,5.7,-1.4,-1.0
6797,Rich Holz,118,101,395,347,52,43,8,0,1,18,36,43,10.9,0,4,7,1,0,138,34.9,6,.150,.251,.182,.208,21,.244,22,-1.1,4.10,61,12,-36.8,-1.8,6.5
6638,Nate Honea,76,62,251,230,40,31,9,0,0,6,13,13,5.2,0,7,1,1,0,47,18.7,6,.174,.239,.213,.208,25,.217,22,-2.0,3.72,0,0,-23.3,-0.1,-0.1
6996,Bill Hood,149,149,611,561,149,113,24,0,12,64,57,41,6.7,3,6,0,3,0,121,19.8,19,.266,.321,.373,.299,88,.318,86,-0.2,3.64,7,1,-9.9,0.2,1.0
6818,Josh Hoover,143,143,543,514,118,98,16,1,3,31,36,24,4.4,0,3,3,2,0,119,21.9,10,.230,.267,.282,.242,50,.292,46,-1.3,3.63,3,0,-34.7,-1.0,-0.6
6476,Cory Howarth,150,140,628,579,160,95,33,1,31,76,86,42,6.7,0,3,0,4,0,107,17.0,14,.276,.326,.497,.347,119,.290,120,2.1,3.64,12,2,15.2,-2.3,-0.8
7186,Steve Howley,156,156,667,599,142,92,20,0,30,107,91,51,7.6,1,12,0,5,0,125,18.7,24,.237,.307,.421,.312,95,.249,95,-0.0,3.56,5,1,-3.8,-1.6,-1.3
6872,Steve Huerta,22,12,57,47,10,7,3,0,0,5,9,10,17.5,1,0,3,0,0,14,24.6,0,.213,.351,.277,.281,74,.303,73,-0.2,4.14,1,0,-1.8,0.3,0.5
6716,Chris Hunter,142,142,578,508,125,91,18,2,14,53,56,54,9.3,1,13,0,3,0,115,19.9,9,.246,.332,.372,.309,91,.291,93,-0.5,3.90,6,4,-4.6,-3.0,-3.9
6585,Maurice Hutchinson,139,139,530,489,82,64,14,0,4,31,45,35,6.6,0,2,5,4,0,119,22.5,10,.168,.225,.221,.201,22,.211,18,-5.3,3.85,9,4,-52.1,0.4,0.3
6948,Nelson Ibarra,69,57,233,210,49,40,3,0,6,23,29,21,9.0,1,2,0,0,0,76,32.6,5,.233,.309,.333,.283,75,.336,74,-0.4,3.92,2,0,-7.0,-0.8,-0.5
7213,Adam Imholt,139,139,625,539,137,48,32,8,49,113,116,77,12.3,0,4,0,5,0,224,35.8,13,.254,.349,.616,.396,154,.325,154,9.9,4.26,36,6,40.5,-0.4,4.9
6711,John Jack,45,33,155,144,39,24,11,0,4,16,22,9,5.8,0,2,0,0,0,38,24.5,1,.271,.323,.431,.324,102,.343,103,0.8,3.69,3,4,0.7,-0.3,-1.6
7002,Taylor Jackson,105,75,314,291,60,43,11,0,6,26,30,20,6.4,1,1,1,2,0,83,26.4,6,.206,.258,.306,.245,52,.265,48,-0.9,3.80,1,0,-19.4,-2.4,-2.3
7262,Greg Jamerson,139,139,540,476,113,81,17,1,14,50,55,56,10.4,0,4,3,4,0,98,18.1,14,.237,.320,.366,.301,86,.269,87,-1.2,3.86,3,2,-7.8,-3.3,-3.9
6893,Mike James,137,137,578,519,135,92,23,1,19,75,76,53,9.2,2,2,0,4,1,100,17.3,23,.260,.329,.418,.320,101,.287,100,0.6,3.68,2,5,0.6,1.2,-1.2
6769,Chris Jaramillo,60,42,182,161,25,22,1,0,2,9,13,16,8.8,0,3,2,2,0,67,36.8,5,.155,.242,.199,.207,22,.245,21,-1.4,3.94,0,0,-17.1,0.2,0.2
6688,Bill Jarrell,95,79,314,288,65,44,15,2,4,23,26,21,6.7,0,4,1,1,0,60,19.1,11,.226,.287,.333,.272,68,.271,67,-1.3,3.61,1,1,-12.3,-1.6,-2.0
6974,Greg Jensen,85,78,295,284,64,53,11,0,0,17,28,9,3.1,0,2,2,0,1,70,23.7,13,.225,.254,.264,.229,41,.299,37,-1.6,3.52,0,0,-22.2,0.3,0.3
6949,Larry Johnson,139,139,556,508,138,104,23,5,6,52,45,45,8.1,0,0,1,3,0,127,22.8,8,.272,.329,.372,.306,90,.349,91,1.6,3.72,6,5,-5.9,-2.9,-4.3
6616,Terrence Johnson,74,56,235,215,50,43,3,0,4,21,22,17,7.2,0,1,1,2,0,54,23.0,9,.233,.289,.302,.263,61,.289,60,-0.9,3.67,0,0,-11.0,-0.3,-0.3
6741,Bobby Jones,143,140,569,512,107,66,18,2,21,59,68,54,9.5,0,2,2,1,0,169,29.7,11,.209,.286,.375,.287,78,.266,78,1.1,3.89,34,7,-14.9,-2.2,2.1
6928,Brian Jones,99,64,301,279,61,34,11,0,16,39,34,22,7.3,0,0,0,0,0,122,40.5,3,.219,.276,.430,.300,87,.319,86,0.9,4.04,0,0,-4.7,0.3,0.3
7030,Dan Jones,112,82,364,330,96,61,22,0,13,50,51,30,8.2,1,2,0,2,0,80,22.0,4,.291,.352,.476,.351,122,.347,122,2.8,3.77,0,0,9.9,-0.9,-0.9
6450,Jaden Jones,90,66,296,269,49,34,11,1,3,15,20,25,8.4,4,2,0,0,0,77,26.0,8,.182,.257,.264,.225,42,.243,34,-2.2,3.81,2,0,-23.1,-0.9,-0.6
7001,Mat Kazik,139,139,659,599,161,98,41,6,16,62,103,51,7.7,1,8,0,1,0,152,23.1,9,.269,.334,.437,.330,107,.336,108,3.3,3.78,35,14,6.5,-1.7,-0.7
7130,Josh Keller,124,100,419,395,87,65,14,1,7,50,33,21,5.0,0,2,0,1,0,82,19.6,9,.220,.263,.314,.252,56,.261,53,-1.2,3.54,1,0,-23.5,-0.1,-0.0
7204,Chris Kelly,71,68,272,253,68,53,9,0,6,33,31,15,5.5,2,4,2,0,0,60,22.1,6,.269,.320,.375,.299,88,.332,86,-0.4,3.59,0,0,-4.5,-0.6,-0.6
6865,Jody Kennedy,44,43,170,153,22,18,2,0,2,11,18,14,8.2,0,1,3,2,0,40,23.5,2,.144,.218,.196,.192,14,.177,11,-1.3,3.80,0,0,-18.1,0.4,0.4
6925,Matt Kennison,142,141,614,492,132,46,31,0,55,109,97,114,18.6,13,8,0,0,0,212,34.5,7,.268,.414,.667,.429,186,.342,177,6.9,4.27,0,0,56.8,-8.0,-8.0
6712,Billy Kern,38,33,122,113,13,13,0,0,0,5,4,8,6.6,2,1,0,0,0,29,23.8,6,.115,.180,.115,.133,-17,.155,-29,-1.4,3.33,0,0,-19.0,-0.3,-0.3
6823,Jeremy Kessler,149,149,589,531,121,93,21,1,6,38,42,51,8.7,1,2,1,5,0,141,23.9,21,.228,.295,.305,.266,64,.296,63,-2.0,3.84,2,0,-26.0,-1.7,-1.6
6795,Jon King,146,142,629,549,101,47,15,2,37,74,79,70,11.1,1,7,0,3,0,281,44.7,7,.184,.283,.421,.300,87,.274,87,-0.5,4.24,5,0,-9.6,-1.6,-0.7
7047,James Kittelson,109,92,405,372,86,58,11,1,16,52,39,26,6.4,2,3,0,4,0,59,14.6,15,.231,.284,.395,.287,82,.233,78,-0.3,3.57,0,0,-10.6,-2.8,-2.8
6631,Travis Klein,129,95,411,392,92,62,22,2,6,33,33,13,3.2,0,3,0,3,0,97,23.6,7,.235,.263,.347,.262,64,.295,60,-0.6,3.46,1,0,-19.6,-3.2,-3.2
6532,Chris Knecht,152,151,636,545,126,80,23,1,22,82,72,68,10.7,0,15,0,8,0,154,24.2,15,.231,.329,.398,.317,96,.276,98,0.1,3.85,6,4,-1.0,-1.0,-1.9
6692,Josh Knight,147,147,634,567,158,89,42,4,23,94,83,59,9.3,1,5,0,3,0,103,16.2,17,.279,.350,.489,.355,124,.304,125,2.7,3.81,0,1,19.5,-1.6,-2.5
7240,Kamil Korinek,119,118,502,443,134,93,27,2,12,53,52,46,9.2,0,9,0,4,0,101,20.1,9,.302,.376,.454,.358,124,.365,127,4.5,3.68,0,1,16.7,-1.2,-2.1
6604,Travis Kowalski,115,115,482,424,108,71,17,1,19,55,55,58,12.0,2,0,0,0,0,135,28.0,3,.255,.344,.434,.334,110,.330,110,2.6,3.98,1,0,6.3,-0.0,-0.1
6475,John Krasnow,118,118,471,427,98,69,17,2,10,38,33,41,8.7,2,2,5,1,0,134,28.5,14,.230,.299,.349,.282,75,.310,74,-0.0,3.86,8,7,-14.6,-0.0,-1.9
6610,Pete Kress,24,,26,24,2,2,0,0,0,0,0,2,7.7,1,0,0,0,0,9,34.6,1,.083,.154,.083,.094,-32,.133,-57,-0.5,3.58,0,0,-4.9,0.0,0.0
7052,John Kribbs,90,40,180,167,28,19,6,1,2,14,17,9,5.0,1,3,1,1,0,43,23.9,1,.168,.222,.251,.207,28,.211,21,-1.8,3.39,1,0,-16.9,-1.0,-0.8
6559,Chris Kulp,140,137,608,521,144,75,29,6,34,106,109,79,13.0,6,3,0,5,0,132,21.7,6,.276,.372,.551,.380,146,.306,142,6.4,4.00,24,10,31.2,1.2,1.6
7053,Marcus Kurtz,142,142,673,590,192,110,38,10,34,90,134,76,11.3,3,6,0,1,0,122,18.1,4,.325,.407,.597,.417,167,.363,169,9.5,3.77,44,19,55.8,-1.8,-1.2
6558,Curtis Kutil,35,27,103,97,18,12,5,1,0,6,5,6,5.8,0,0,0,0,0,24,23.3,5,.186,.233,.258,.217,33,.247,28,-0.8,3.69,0,0,-8.8,0.1,0.1
7162,Addison LaFrance,135,135,584,496,138,84,25,2,27,110,73,73,12.5,1,10,0,5,0,110,18.8,7,.278,.378,.500,.373,136,.305,138,2.5,3.94,0,0,26.8,-9.5,-9.5
6890,Jeremy Lambert,58,52,214,200,44,17,12,1,14,37,27,11,5.1,0,3,0,0,0,107,50.0,3,.220,.271,.500,.321,102,.380,102,1.1,3.97,0,0,0.5,-1.0,-1.0
6994,Bobby Lawrence,59,54,222,198,31,27,4,0,0,7,17,21,9.5,0,2,0,1,0,49,22.1,3,.157,.243,.177,.200,17,.207,17,-1.8,3.82,0,0,-22.0,-1.2,-1.2
7183,Emmanuel Lawrence,141,140,580,524,123,83,28,4,8,54,73,50,8.6,1,3,5,3,0,143,24.7,9,.235,.303,.349,.285,77,.306,76,2.9,3.92,43,10,-16.4,2.0,6.9
7158,Jessie Letson,29,23,94,82,11,10,1,0,0,3,6,9,9.6,0,2,1,1,0,26,27.7,1,.134,.234,.146,.188,7,.193,8,-1.7,4.14,0,0,-10.3,0.1,0.1
6474,Dave Lewis,45,44,165,157,27,21,5,0,1,14,12,7,4.2,0,0,3,1,0,41,24.8,6,.172,.206,.223,.190,17,.224,9,-1.2,3.73,0,0,-17.8,-0.2,-0.2
7029,Garrett Lightford,157,156,701,630,206,131,38,2,35,116,120,57,8.1,0,9,0,5,0,116,16.5,17,.327,.388,.560,.399,153,.353,156,5.2,3.65,0,0,47.5,-3.0,-3.0
