ID,POS,Name,Mor,ORG,Lev,Age,EXP,OVR,POT,AD,WE,INT,CON,BABIP,GAP,POW,EYE,K's,HT P,CON P,GAP P,POW P,EYE P,K P,DEF,SS,DEF Pot,SPE,RUN,G,GS,PA,AB,H,1B,2B,3B,HR,RBI,R,BB,BB%,IBB,HP,SH,SF,CI,SO,SO%,GIDP,AVG,OBP,SLG,OPS+,BABIP,wRC+,WAR,PI/PA,SB,CS,BatR,UBR,BsR,ZR,EFF
28685,SS,A. TREBEL,,SEA,MLB,28,9,2.5 Stars,2.5 Stars,L,H,H,7,6,7,3,4,8,7,8,7,3,5,8,6,6,6,7,8,135,130,569,539,141,97,38,5,1,44,64,22,3.9,0,2,9,6,0,85,14.9,7,.262,.290,.356,80,.305,76,-0.7,3.34,7,5,-16.6,-0.3,-2.5,-3.3,.960
34001,SS,R. TUCKER,,WAS,MLB,31,9,2.5 Stars,2.5 Stars,N,H,N,7,8,6,5,5,5,8,7,6,5,5,5,6,6,6,7,7,103,101,395,366,112,84,23,1,4,50,47,21,5.3,0,6,0,2,0,80,20.3,3,.306,.352,.407,100,.380,105,1.8,3.58,6,3,2.8,-2.5,-3.8,3.7,1.025
33237,SS,R. VEGA,,MIA,MLB,23,4,2.0 Stars,2.5 Stars,N,H,N,6,6,6,5,4,5,6,6,6,5,4,6,6,6,7,5,7,27,26,98,95,24,12,9,0,3,10,14,2,2.0,0,0,1,1,0,27,27.6,1,.253,.265,.442,84,.318,83,-0.1,3.66,1,0,-2.0,0.6,0.7,-3.6,.894
32611,SS,D. WHALLAGH,,CLE,MLB,25,6,2.0 Stars,2.5 Stars,L,L,N,5,5,6,5,5,5,6,6,6,5,5,5,6,6,6,3,2,38,21,101,92,19,10,5,0,4,8,16,8,7.9,0,1,0,0,0,19,18.8,6,.207,.277,.391,80,.217,80,0.2,3.90,0,0,-2.4,0.4,0.4,-0.3,.989
34667,SS,K. WHITE,,-,-,36,14,2.0 Stars,2.0 Stars,N,N,N,6,5,5,3,5,7,5,6,5,3,5,7,6,6,6,4,4,52,47,175,156,36,31,3,0,2,16,17,15,8.6,0,1,0,3,0,27,15.4,9,.231,.297,.288,63,.262,63,0.0,3.78,1,1,-7.8,1.1,0.3,-0.3,.958
27742,SS,S. WHITE,,CIN,MLB,23,8,1.5 Stars,2.5 Stars,N,N,H,4,5,7,3,2,4,5,6,8,5,3,8,6,6,6,7,8,75,34,140,134,20,16,2,0,2,9,10,3,2.1,0,0,0,3,0,47,33.6,2,.149,.164,.209,0,.205,-8,-1.9,3.38,0,1,-18.4,-0.3,-1.0,-6.7,.920
32005,SS,M. WHITNEY,,SDN,AAA,27,9,2.0 Stars,2.0 Stars,N,H,H,5,5,5,4,5,4,5,5,5,4,5,4,6,6,6,5,5,5,,8,8,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,5,62.5,0,.125,.125,.125,-29,.333,-40,-0.2,4.50,0,0,-1.4,0.0,0.0,-0.9,.677
27711,2B,D. CRAIG,,LAN,MLB,24,9,2.0 Stars,2.5 Stars,N,L,N,4,5,3,5,8,4,5,5,3,6,8,5,8,5,8,5,6,25,25,95,72,18,16,1,0,1,9,12,20,21.1,0,2,1,1,0,21,22.1,0,.250,.421,.306,106,.333,118,0.5,4.16,1,0,2.2,-1.8,-2.0,1.3,1.040
35279,SS,J. CUEVAS,,-,-,29,10,1.5 Stars,1.5 Stars,N,N,L,4,5,5,4,4,4,5,4,5,5,6,4,5,5,5,3,2,46,34,114,109,21,12,8,0,1,9,6,3,2.6,0,2,0,0,0,43,37.7,1,.193,.228,.294,41,.308,38,-1.3,3.68,0,1,-8.6,-0.7,-1.4,-7.9,.852
41701,2B,K. GOTO,,-,-,27,11,2.0 Stars,2.0 Stars,N,N,N,5,4,5,5,4,6,4,5,5,5,6,6,7,5,7,1,1,89,46,165,155,39,27,7,0,5,30,21,6,3.6,0,0,0,4,0,26,15.8,5,.252,.273,.394,77,.266,74,-0.4,3.36,0,0,-5.1,-0.4,-0.4,-5.4,.917
31991,SS,R. HERNÁNDEZ,,TEX,MLB,23,8,2.5 Stars,3.0 Stars,N,N,N,6,6,8,5,5,5,6,6,8,6,5,6,5,5,6,8,9,93,91,407,368,101,67,24,1,9,34,53,35,8.6,0,3,0,1,0,70,17.2,5,.274,.342,.418,105,.317,108,2.0,3.65,5,1,4.2,1.1,0.6,0.5,.989
39375,3B,N. HUNT,,MIL,MLB,25,3,2.5 Stars,2.5 Stars,N,H,N,5,5,5,4,8,6,5,5,5,5,9,6,8,5,8,8,9,153,146,619,544,137,96,26,3,12,61,71,66,10.7,0,0,0,9,0,93,15.0,21,.252,.328,.377,93,.279,94,2.0,3.92,29,8,-4.2,-5.6,-4.6,6.0,1.028
39437,SS,C. KERR,,SLN,MLB,30,9,2.0 Stars,2.0 Stars,N,N,N,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,21,15,60,55,12,8,3,0,1,8,5,3,5.0,0,0,0,2,0,13,21.7,2,.218,.250,.327,59,.256,52,-0.3,3.50,0,0,-3.4,-0.3,-0.3,-1.3,.888
32778,3B,S. KNIGHT,,PIT,MLB,27,10,3.0 Stars,4.5 Stars,N,N,H,6,9,6,7,5,4,10,8,7,8,6,5,8,5,8,1,1,149,148,658,590,149,96,30,1,22,67,60,60,9.1,0,3,0,5,0,181,27.5,21,.253,.322,.419,102,.324,102,2.4,3.93,1,1,2.1,-5.1,-7.1,5.4,1.050
39157,2B,L. MCCONNELL,,CIN,MLB,25,6,2.5 Stars,2.5 Stars,H,N,H,5,8,5,4,9,2,9,5,5,5,10,3,8,5,8,3,5,149,149,554,481,124,80,34,2,8,40,49,68,12.3,2,4,0,1,0,190,34.3,7,.258,.354,.387,102,.408,104,3.2,4.27,0,0,3.3,0.5,0.5,6.9,1.036
29807,SS,B. MCDERMOTT,,CHN,MLB,26,10,2.0 Stars,2.0 Stars,N,H,N,6,6,5,2,5,5,7,6,5,2,6,5,5,5,5,5,5,81,51,217,197,53,39,12,0,2,14,29,17,7.8,0,1,0,2,0,38,17.5,2,.269,.327,.360,87,.321,88,0.2,3.73,6,0,-2.9,0.4,1.2,-6.2,.905
36638,2B,G. MEYER,,PIT,MLB,28,10,2.5 Stars,2.5 Stars,N,H,N,5,5,6,5,6,6,5,5,6,5,6,6,7,5,7,7,9,142,140,561,500,129,85,28,1,15,65,68,55,9.8,0,3,0,3,0,92,16.4,10,.258,.333,.408,103,.288,104,0.9,3.66,8,2,3.1,-0.3,-1.0,-17.5,.917
37052,SS,H. RIVERA,,BAL,MLB,25,6,2.0 Stars,2.5 Stars,H,N,N,6,5,6,5,4,7,5,7,6,5,6,10,5,5,5,6,9,11,4,19,19,6,5,1,0,0,1,1,0,0.0,0,0,0,0,0,2,10.5,1,.316,.316,.368,84,.353,84,0.0,4.00,1,0,-0.4,0.1,0.3,-0.4,1.013
41746,2B,V. SANTANA,,CAR,MLB,27,10,2.0 Stars,2.0 Stars,H,H,N,6,6,5,5,4,5,6,6,6,5,5,6,7,5,7,4,3,70,38,173,158,44,33,9,0,2,18,18,11,6.4,3,3,1,1,0,26,15.0,5,.278,.335,.373,94,.321,87,0.8,3.40,2,0,-2.5,1.3,1.3,3.2,1.084
38490,SS,Y. SASAKI,,TBA,MLB,24,7,2.0 Stars,2.0 Stars,N,N,N,7,5,6,3,4,9,5,7,6,3,4,9,5,5,5,5,7,131,125,475,454,112,88,19,2,3,32,37,19,4.0,0,0,2,2,0,41,8.6,8,.247,.276,.317,65,.265,61,-2.0,3.23,10,2,-22.1,-1.2,-1.1,-18.0,.901
35308,SS,B. SMITH,,OAK,MLB,26,7,2.0 Stars,2.0 Stars,H,H,H,5,5,7,4,3,5,6,6,7,4,5,5,5,5,5,9,9,36,11,52,46,12,8,3,1,0,6,11,4,7.7,0,1,0,1,0,6,11.5,2,.261,.327,.370,93,.293,91,0.2,3.37,1,0,-0.5,0.4,0.4,0.2,.973
36492,SS,M. STEWART,,-,-,32,10,2.0 Stars,2.0 Stars,H,H,N,4,4,5,5,5,5,4,4,5,5,5,5,5,5,5,7,8,139,96,361,334,71,47,11,1,12,34,39,21,5.8,0,3,1,3,0,68,18.8,9,.213,.263,.359,73,.230,69,-0.1,3.64,9,2,-13.6,1.5,1.8,-4.2,.960
39177,LF,T. YAMAGUCHI,,ARI,MLB,28,11,2.5 Stars,2.5 Stars,H,H,N,5,5,6,5,5,7,5,5,6,5,6,8,8,5,10,3,1,139,106,481,435,111,72,23,3,13,47,38,30,6.2,1,10,3,6,0,67,13.9,10,.255,.314,.411,92,.271,93,1.3,3.57,0,0,-3.8,-1.5,-1.5,2.5,1.019
27971,2B,F. BEST,,PHI,MLB,24,9,2.5 Stars,5.0 Stars,N,N,L,7,6,7,6,4,7,9,9,7,6,7,7,6,4,6,5,5,149,147,652,613,189,118,41,4,26,90,87,22,3.4,1,10,0,7,0,80,12.3,29,.308,.339,.515,126,.317,127,4.8,3.28,2,0,22.1,-2.9,-4.0,6.1,1.035
33985,2B,J. CERVANTES,,MIN,MLB,36,13,3.5 Stars,3.5 Stars,N,N,N,6,6,7,8,6,5,6,6,7,8,6,5,7,4,7,5,6,155,141,659,582,162,86,35,5,36,104,95,72,10.9,0,2,0,3,0,114,17.3,9,.278,.358,.541,138,.290,141,6.9,3.82,4,0,33.2,1.9,1.0,9.7,1.051
37225,2B,M. CHILDS,,CLE,MLB,24,3,4.0 Stars,4.0 Stars,H,N,N,5,6,6,7,10,5,6,5,6,7,10,5,8,4,8,6,8,151,145,629,515,132,88,22,2,20,77,83,94,14.9,1,16,0,4,0,138,21.9,7,.256,.385,.423,122,.310,126,5.4,4.18,6,3,20.3,3.3,1.0,8.3,1.033
34670,SS,J. GALLEGOS,,OAK,MLB,25,3,2.5 Stars,2.5 Stars,H,N,H,8,8,7,3,4,8,8,8,8,3,4,8,4,4,4,6,7,57,35,173,166,41,29,8,2,2,23,18,5,2.9,0,0,0,2,0,16,9.2,3,.247,.266,.355,70,.260,65,-0.1,3.06,3,1,-7.3,0.3,0.2,-0.2,.991
38279,2B,A. GONZÁLEZ,,LAA,MLB,26,5,2.5 Stars,2.5 Stars,N,H,N,6,6,6,4,7,6,7,7,6,4,7,6,7,4,7,2,3,129,126,503,453,124,76,35,2,11,50,51,39,7.8,1,5,2,6,0,76,15.1,15,.274,.334,.433,110,.304,108,1.4,3.68,1,0,5.3,-1.5,-2.6,-8.5,.962
35052,3B,J. HENDRICKS,,WAS,MLB,25,3,3.5 Stars,4.0 Stars,N,N,L,5,8,6,7,10,3,9,6,6,7,10,4,6,4,6,7,9,81,72,314,249,67,39,12,2,14,44,58,62,19.7,0,2,0,1,0,90,28.7,4,.269,.417,.502,141,.363,151,3.3,4.22,7,4,19.6,2.3,0.8,0.8,1.022
38354,CF,S. HERNÁNDEZ,,TOR,MLB,30,9,2.0 Stars,2.0 Stars,N,N,N,4,4,6,4,5,4,4,4,6,4,5,4,10,4,10,8,8,148,147,516,477,101,75,14,4,8,34,39,36,7.0,0,0,3,3,0,138,26.7,9,.212,.266,.308,53,.278,53,-0.4,3.76,24,7,-29.2,-2.5,-1.5,10.7,1.052
40145,2B,T. IWASAKI,,KCA,MLB,25,8,2.0 Stars,2.5 Stars,H,H,N,4,6,5,5,7,3,6,5,5,7,7,4,6,4,6,2,2,88,79,315,270,58,44,10,1,3,18,31,39,12.4,1,4,0,2,0,87,27.6,9,.215,.321,.293,70,.302,73,-0.7,3.87,0,0,-10.2,-1.3,-1.3,-7.2,.942
32312,LF,W. LAHODA,,ARI,MLB,29,9,2.0 Stars,2.0 Stars,H,H,N,6,5,6,4,4,6,6,6,6,4,4,6,6,4,10,9,10,82,64,294,269,78,50,18,3,7,24,40,19,6.5,1,4,0,2,0,45,15.3,0,.290,.344,.457,111,.324,114,1.8,3.36,23,2,5.0,0.7,4.3,-2.6,.975
39779,2B,N. MANNING,,SEA,MLB,29,6,2.0 Stars,2.5 Stars,H,H,H,6,9,8,3,6,4,9,7,8,4,9,5,6,4,6,7,7,105,88,364,325,84,61,14,7,2,34,46,37,10.2,3,0,6,2,0,84,23.1,2,.258,.332,.363,95,.340,90,0.3,3.96,8,1,-4.0,0.7,1.0,-7.9,.918
38725,2B,C. MCNEILL,,-,-,33,10,2.5 Stars,2.5 Stars,N,H,N,5,7,7,5,5,4,7,5,7,5,5,4,7,4,7,5,4,116,106,421,384,98,67,19,0,12,46,45,26,6.2,0,7,0,4,0,132,31.4,7,.255,.311,.398,92,.352,92,1.7,3.87,3,1,-3.7,-0.6,-1.5,6.5,1.024
39399,2B,J. MORA,,SFN,MLB,30,11,2.5 Stars,2.5 Stars,N,N,N,8,7,7,4,5,8,7,8,7,4,5,8,8,4,8,1,1,147,138,605,557,167,111,47,2,7,67,70,38,6.3,0,5,5,5,0,77,12.7,13,.300,.347,.429,110,.335,111,2.8,3.63,1,0,8.8,-1.8,-3.2,0.1,1.005
39189,1B,J. MURDOCK,,ATL,MLB,29,10,2.5 Stars,2.5 Stars,N,N,N,5,5,6,6,6,4,5,5,6,6,7,5,9,4,9,1,1,137,103,456,417,83,58,16,0,9,44,28,34,7.5,0,1,0,4,0,130,28.5,11,.199,.259,.302,54,.262,52,-1.8,3.82,0,0,-26.4,-3.4,-3.4,2.1,1.012
32558,3B,P. ORTÍZ,,TOR,MLB,26,6,2.0 Stars,2.0 Stars,N,H,N,4,4,3,7,5,4,4,4,4,7,6,4,5,4,5,5,7,149,147,619,571,115,72,8,2,33,71,67,38,6.1,0,5,0,5,0,189,30.5,12,.201,.255,.396,71,.232,70,-0.1,3.89,1,0,-22.0,0.4,-0.6,-1.0,1.004
39019,SS,D. PHILLIPS,,-,-,38,20,2.0 Stars,2.0 Stars,N,H,N,5,4,5,3,9,6,4,5,5,3,9,6,4,4,4,6,7,71,57,227,187,42,32,6,2,2,19,22,36,15.9,1,1,3,3,0,39,17.2,6,.225,.348,.310,85,.268,87,-0.2,4.10,16,6,-3.3,-1.8,-1.7,-6.5,.929
28948,2B,C. REYES,,TOR,MLB,27,10,2.5 Stars,3.0 Stars,L,L,L,8,9,6,3,5,5,9,8,6,3,6,5,6,4,6,8,9,149,147,628,582,173,114,44,4,11,69,71,33,5.3,1,8,2,5,0,97,15.4,8,.297,.341,.443,108,.338,110,2.8,3.56,23,11,8.1,3.3,1.6,-3.8,.988
37126,SS,P. ROBERTSON,,-,-,33,12,2.0 Stars,2.0 Stars,H,N,L,5,5,5,5,4,7,5,5,5,5,4,7,4,4,4,2,2,33,26,107,99,25,17,4,0,4,10,14,7,6.5,0,1,0,0,0,17,15.9,3,.253,.308,.414,99,.269,98,-0.1,3.82,0,0,-0.2,-0.5,-0.5,-5.1,.877
38432,2B,T. ROBINSON,,CHN,MLB,25,5,2.0 Stars,2.5 Stars,L,N,H,8,6,5,3,4,9,7,9,5,4,4,10,7,4,7,5,8,105,81,337,323,85,55,19,3,8,42,41,10,3.0,0,2,0,2,0,33,9.8,5,.263,.288,.415,87,.271,86,0.6,3.16,6,4,-5.5,0.6,-0.8,-0.2,.991
28778,2B,D. STEVENS,,SLN,MLB,29,9,4.5 Stars,4.5 Stars,L,L,L,8,9,7,6,6,6,9,8,7,6,7,6,8,4,8,4,4,106,101,441,385,120,78,22,6,14,45,62,51,11.6,0,3,0,2,0,84,19.0,10,.312,.395,.509,149,.367,149,4.5,3.74,2,0,26.4,-4.2,-5.2,7.2,1.053
39847,2B,S. TANEDA,,-,-,38,21,2.5 Stars,2.5 Stars,H,H,N,6,6,5,5,4,7,6,6,5,5,4,7,6,4,6,6,6,114,114,507,479,134,92,19,5,18,57,72,19,3.7,0,6,0,3,0,67,13.2,6,.280,.314,.453,107,.292,106,1.4,3.46,20,5,4.2,-0.9,0.1,-7.4,.922
37520,3B,H. TRELEAVEN,,MON,MLB,28,9,2.5 Stars,2.5 Stars,N,N,H,6,5,7,4,5,7,5,6,7,4,6,7,6,4,6,7,6,110,99,403,365,84,55,20,2,7,42,50,33,8.2,0,5,5,0,0,71,17.6,6,.230,.303,.353,79,.268,80,0.3,3.76,18,2,-9.4,-2.0,0.2,-1.8,1.010
38674,2B,J. BROSSEAU,,-,-,31,10,2.0 Stars,2.0 Stars,N,H,N,5,4,4,6,5,6,4,5,4,6,5,6,5,3,5,8,10,98,41,221,202,55,35,12,0,8,37,26,18,8.1,1,0,0,1,1,40,18.1,2,.272,.330,.450,112,.303,110,0.8,3.67,1,1,2.9,1.9,1.1,-4.0,.908
35775,2B,G. CARPENTER,,HOU,MLB,26,6,3.5 Stars,4.0 Stars,N,H,N,5,7,8,9,7,3,7,5,8,9,8,4,5,3,5,7,9,117,114,510,437,121,65,20,3,33,77,83,65,12.7,0,6,0,2,0,146,28.6,7,.277,.376,.563,153,.338,154,5.3,4.16,24,4,33.8,-1.5,0.6,7.6,1.040
29595,3B,A. DÍAZ,,BOS,AAA,29,14,2.0 Stars,2.0 Stars,L,L,N,5,5,4,2,8,5,5,5,5,2,9,5,6,3,6,6,7,6,6,23,21,5,4,1,0,0,1,4,2,8.7,0,0,0,0,0,1,4.3,0,.238,.304,.286,61,.250,63,-0.0,3.30,0,1,-1.0,0.3,-0.3,0.3,.949
39671,3B,J. GARCÍA,,BOS,MLB,38,21,4.0 Stars,4.0 Stars,N,N,N,6,5,6,7,8,5,5,6,6,7,8,5,7,3,7,5,5,145,135,617,509,132,72,23,1,36,92,101,103,16.7,2,1,0,4,0,97,15.7,11,.259,.382,.521,140,.253,143,4.8,3.99,0,0,32.4,-3.4,-3.4,-2.9,.990
36532,2B,D. MILLER,,ATL,MLB,28,6,3.0 Stars,3.5 Stars,H,N,N,7,8,7,3,8,6,9,8,8,3,9,6,7,3,7,9,10,147,145,658,574,160,110,38,7,5,38,91,79,12.0,5,4,0,1,0,118,17.9,7,.279,.369,.395,111,.343,110,6.2,4.02,87,14,8.8,3.5,15.0,13.9,1.062
41556,LF,D. ORTÍZ,,SDN,MLB,28,3,2.0 Stars,2.0 Stars,H,N,H,5,5,4,5,6,4,5,5,4,5,7,4,8,3,8,2,4,140,111,449,403,98,86,4,0,8,29,35,36,8.0,2,7,1,3,0,104,23.2,10,.243,.314,.313,77,.306,75,0.4,3.79,0,1,-13.2,-2.1,-4.0,3.2,1.012
27990,CF,R. PETERSON,,ARI,MLB,24,9,2.0 Stars,2.0 Stars,H,H,N,5,5,7,5,4,5,5,5,7,5,4,5,9,3,9,8,9,24,24,105,102,27,16,4,5,2,13,17,3,2.9,0,0,1,0,0,23,21.9,2,.265,.286,.461,94,.325,94,0.3,3.27,2,1,-0.7,0.5,0.3,-0.9,.974
36333,3B,M. ROBINSON,,CLE,MLB,28,6,2.5 Stars,2.5 Stars,H,L,N,5,7,6,7,7,3,8,5,7,7,9,4,6,3,6,5,4,151,151,622,547,115,79,18,1,17,58,75,67,10.8,1,5,0,3,0,195,31.4,8,.210,.301,.340,75,.290,77,0.4,4.07,0,0,-17.4,0.0,0.0,2.8,1.001
33253,3B,J. ROEHL,,SDN,MLB,30,12,2.0 Stars,2.0 Stars,N,N,L,5,5,5,5,6,5,5,5,5,5,6,5,7,3,7,8,8,147,147,627,561,114,97,9,0,8,39,67,55,8.8,0,8,7,3,0,146,23.3,9,.203,.282,.262,55,.259,55,0.0,3.85,66,9,-34.0,-1.7,7.7,3.9,1.021
33695,CF,D. THOMPSON,,MIL,MLB,27,9,3.5 Stars,4.0 Stars,H,H,H,5,8,7,8,6,3,9,6,7,8,6,4,7,3,7,5,7,153,146,658,587,151,87,35,2,27,90,99,53,8.1,3,14,0,4,0,210,31.9,13,.257,.331,.462,115,.350,113,3.7,3.97,3,1,11.0,0.4,-1.1,7.1,1.032
36710,2B,A. WALKER,,MIA,MLB,26,3,4.0 Stars,5.0 Stars,H,H,N,6,9,8,4,10,4,10,8,8,4,10,5,7,3,7,9,10,79,74,338,289,77,46,20,4,7,31,53,46,13.6,2,1,0,2,0,95,28.1,2,.266,.367,.436,114,.370,117,3.2,4.08,49,5,7.1,1.3,9.3,2.9,1.006
26833,2B,G. ARNOUTS,,DET,MLB,23,6,2.5 Stars,2.5 Stars,N,N,N,9,7,5,3,3,10,7,9,8,3,4,10,6,2,6,7,7,20,17,64,62,18,15,2,1,0,11,3,1,1.6,0,0,0,1,0,9,14.1,2,.290,.297,.355,72,.333,71,-0.3,3.19,1,1,-2.2,-1.1,-1.5,-0.6,.938
33621,2B,J. BANCROFT,,SEA,MLB,27,8,2.5 Stars,2.5 Stars,H,N,N,8,8,8,2,4,6,8,8,8,2,6,6,5,2,5,7,5,142,135,607,583,156,100,44,9,3,60,50,15,2.5,0,4,0,5,1,116,19.1,10,.268,.288,.389,88,.326,83,-1.0,3.52,13,4,-12.5,-0.4,-0.7,-19.5,.880
31421,2B,T. BURKE,,MIA,MLB,23,3,2.0 Stars,2.5 Stars,H,H,N,5,5,6,4,5,6,5,7,7,5,5,9,5,2,5,7,9,113,102,412,391,102,63,27,3,9,41,47,18,4.4,0,1,2,2,0,72,17.5,9,.261,.294,.414,86,.298,87,0.1,3.56,5,9,-6.1,-0.2,-4.5,0.9,.996
32494,2B,R. FARRIS,,MIA,AAA,24,8,2.0 Stars,2.0 Stars,H,N,N,6,6,7,5,5,5,6,6,7,5,5,5,5,2,5,7,7,7,3,17,15,3,2,1,0,0,2,2,2,11.8,1,0,0,0,0,1,5.9,1,.200,.294,.267,53,.214,28,-0.1,3.71,1,0,-1.5,-0.1,0.1,0.3,.996
37034,LF,S. KOO,,KCA,MLB,29,12,2.5 Stars,2.5 Stars,N,N,N,4,5,6,6,6,4,5,4,6,7,8,4,9,2,9,10,10,129,128,581,525,131,86,27,3,15,60,82,48,8.3,0,8,0,0,0,139,23.9,3,.250,.322,.398,96,.313,97,2.4,3.97,36,8,-1.5,1.6,4.6,4.2,1.050
29837,2B,T. MENDOZA,,TBA,MLB,24,7,2.5 Stars,2.5 Stars,L,H,N,6,7,7,4,5,5,7,6,7,4,5,5,6,2,6,8,10,144,140,648,606,159,94,48,7,10,57,81,32,4.9,0,6,0,4,0,132,20.4,9,.262,.304,.414,98,.318,95,2.6,3.59,27,5,-3.8,0.7,3.1,2.3,1.005
31003,1B,S. NARITA,,BAL,MLB,33,16,2.5 Stars,2.5 Stars,N,H,H,5,5,7,5,6,6,5,5,7,5,6,6,10,2,10,8,9,81,25,135,122,31,18,10,0,3,20,15,12,8.9,0,1,0,0,0,18,13.3,1,.254,.326,.410,97,.277,100,0.7,3.66,11,0,0.1,0.5,2.8,1.6,1.012
27908,2B,J. ORTÍZ,,ARI,MLB,24,9,2.0 Stars,2.0 Stars,N,N,N,6,6,5,4,5,6,6,7,6,4,5,6,5,2,6,5,5,23,21,91,82,24,19,3,1,1,10,15,9,9.9,1,0,0,0,0,15,16.5,1,.293,.363,.390,102,.348,102,0.4,3.79,3,0,0.3,0.9,1.3,-0.8,.926
38093,CF,J. SOSA,,-,-,29,12,2.5 Stars,2.5 Stars,H,N,H,6,5,6,6,5,6,6,6,6,6,6,6,5,2,5,5,4,147,140,618,553,137,91,20,7,19,77,71,56,9.1,1,3,2,6,0,99,16.0,8,.248,.317,.412,97,.268,97,0.0,3.65,0,1,-2.2,-3.4,-5.6,-2.4,1.000
29199,2B,J. WILLIAMS,,TEX,MLB,23,8,2.5 Stars,4.5 Stars,N,H,N,7,6,4,4,8,8,6,7,7,6,9,8,7,2,7,7,5,6,6,27,24,11,6,4,0,1,2,4,3,11.1,0,0,0,0,0,1,3.7,0,.458,.519,.750,239,.455,245,0.7,3.41,1,0,4.8,-0.5,-0.3,1.4,1.328
33415,3B,B. WILLIAMSON,,TEX,MLB,30,9,2.5 Stars,2.5 Stars,L,L,L,5,6,6,6,5,5,6,5,6,6,5,5,6,2,6,6,5,111,108,470,433,121,72,26,4,19,69,78,30,6.4,0,5,0,2,0,103,21.9,4,.279,.332,.490,119,.326,121,2.8,3.67,4,1,12.1,2.0,1.3,-2.4,.978
34385,3B,C. BAUTIS,,-,-,33,10,2.0 Stars,2.0 Stars,N,N,N,5,5,5,6,5,5,5,5,5,6,5,5,6,1,6,2,1,95,67,285,262,55,39,10,0,6,29,18,21,7.4,0,2,0,0,0,71,24.9,8,.210,.274,.317,61,.265,61,-0.6,3.80,0,0,-13.3,-2.0,-2.0,0.1,.994
32227,RF,S. BURNS,,MIN,MLB,30,12,2.5 Stars,2.5 Stars,N,N,N,6,5,6,5,5,6,5,6,6,5,5,6,7,1,7,4,4,148,133,530,493,141,94,29,1,17,64,69,33,6.2,2,2,0,2,1,92,17.4,9,.286,.332,.452,109,.321,110,2.2,3.49,1,1,6.5,-2.3,-4.0,4.9,1.039
33486,2B,C. GROSS,,TBA,MLB,25,8,2.0 Stars,2.5 Stars,N,H,N,6,6,6,4,5,5,6,6,6,4,6,5,6,1,6,6,8,95,49,213,198,47,32,9,2,4,16,22,12,5.6,0,0,1,3,0,33,15.5,4,.237,.277,.364,77,.262,72,-0.5,3.64,3,1,-7.0,-0.2,-0.5,-3.5,.946
29251,2B,T. GÓMEZ,,PIT,MLB,25,6,2.0 Stars,2.0 Stars,H,H,N,6,5,6,5,6,7,5,6,6,6,6,7,5,1,5,4,4,4,,4,3,0,0,0,0,0,0,0,1,25.0,0,0,0,0,0,1,25.0,0,.000,.250,.000,-22,.000,1,-0.1,5.50,0,0,-0.5,0.0,0.0,-0.3,.976
35230,2B,D. HELLER,,-,-,35,14,2.5 Stars,2.5 Stars,N,N,H,7,6,7,3,4,8,6,7,7,3,4,8,6,1,6,7,9,129,115,531,490,144,111,24,5,4,32,81,28,5.3,0,11,0,2,0,56,10.5,3,.294,.345,.388,100,.324,102,1.8,3.48,31,5,1.4,0.6,3.8,-0.7,.962
29307,3B,J. HERNÁNDEZ,,-,-,30,14,2.0 Stars,2.0 Stars,N,N,N,5,5,6,5,5,5,5,5,6,5,5,5,6,1,6,4,2,149,148,579,534,130,98,20,1,11,42,56,42,7.3,0,1,2,2,0,102,17.6,12,.243,.299,.346,80,.281,78,-1.3,3.65,4,3,-15.1,-5.7,-7.9,-11.3,.928
38369,2B,J. HUERTA,,KCA,MLB,24,4,2.0 Stars,2.0 Stars,N,H,N,6,6,6,5,5,6,6,6,6,5,5,6,5,1,5,3,3,26,24,102,97,28,21,5,0,2,11,3,4,3.9,0,0,0,1,0,15,14.7,5,.289,.314,.402,94,.321,93,-0.1,3.72,0,1,-0.8,-0.0,-0.8,-1.4,.898
39299,2B,R. LEWIS,,-,-,33,12,2.5 Stars,2.5 Stars,H,N,N,6,5,6,4,5,7,5,6,6,4,5,7,6,1,6,7,8,88,64,282,261,66,49,10,2,5,28,30,19,6.7,1,0,1,2,0,33,11.7,2,.253,.301,.364,82,.271,79,-0.1,3.65,11,2,-6.9,-0.0,0.8,-2.0,.969
33305,3B,D. LÓPEZ,,-,-,35,18,2.5 Stars,2.5 Stars,H,N,H,7,6,4,3,7,7,6,7,4,3,7,7,4,1,4,8,8,76,37,202,172,39,32,2,0,5,12,36,29,14.4,1,1,0,0,0,18,8.9,3,.227,.342,.326,82,.228,87,-0.0,3.68,8,3,-3.1,0.1,-0.1,-1.0,.978
33856,2B,J. MILLER,,OAK,MLB,27,6,2.5 Stars,3.0 Stars,H,H,H,7,8,8,5,6,5,8,8,8,5,6,6,3,1,3,10,10,122,116,527,480,129,85,28,6,10,53,71,44,8.3,0,0,0,3,0,81,15.4,16,.269,.328,.415,104,.304,103,1.6,3.69,43,2,2.3,1.0,8.8,-10.0,.915
