ID,POS,RL,Name,Mor,ORG,Lev,Age,EXP,OVR,POT,WE,INT,Type,STU,MOV,CON,PBABIP,HRR,STU P,MOV P,CON P,PBABIP P,HRR P,VELO,G,GS,W,L,IP,BF,AB,HA,1B,2B,3B,HR,R,ER,BB,IBB,K,HP,ERA,BABIP,WHIP,K/9,BB/9,HR/9,K/BB,K%-BB%,SH,SF,WP,BK,CI,DP,IR,IRS,PI,GB,FB,SB,CS,ERA+,FIP,FIP-,WAR
38954,SP,SP,SHANE SANDOVAL,,NYA,MLB,38,20,2.5 Stars,2.5 Stars,N,N,Normal,5,5,8,6,5,5,5,8,6,5,90-92,23,23,10,4,136.0,564,520,123,81,25,1,16,59,49,31,0,114,3,3.24,.270,1.13,7.5,2.1,1.1,3.7,14.7,4,6,2,0,0,8,0,0,2090,139,143,8,0,137,3.98,89,2.6
33588,SP,SP,PAUL ALLIS,,CHN,MLB,30,13,2.5 Stars,2.5 Stars,N,N,Normal,5,6,5,6,6,5,6,5,6,6,94-96,32,32,9,13,166.2,741,674,194,132,38,4,20,100,92,52,2,141,9,4.97,.335,1.48,7.6,2.8,1.1,2.7,12.0,0,6,8,0,0,15,0,0,2719,152,186,18,6,90,4.30,96,2.5
36029,SP,SP,HERBIE EVERHART,,-,-,29,9,2.5 Stars,2.5 Stars,N,N,Normal,5,6,7,6,6,5,6,7,6,6,92-94,28,1,13,1,160.1,655,606,138,99,27,0,12,52,51,45,0,134,2,2.86,.273,1.14,7.5,2.5,0.7,3.0,13.6,0,2,1,2,0,9,10,3,2342,159,172,12,2,155,3.55,80,2.5
32251,SP,SP,PAUL MARTIN,,NYN,MLB,35,14,3.0 Stars,3.0 Stars,H,N,Normal,5,6,7,6,6,5,6,7,6,6,91-93,33,33,8,18,177.0,763,698,193,135,33,3,22,111,102,47,1,151,6,5.19,.320,1.36,7.7,2.4,1.1,3.2,13.6,3,9,8,1,0,8,0,0,2746,166,194,9,6,81,4.16,98,2.5
29573,SP,SP,DAN ASHLEY,,MIA,MLB,25,10,2.5 Stars,2.5 Stars,N,L,Outspoken,7,6,4,7,6,9,6,4,7,6,93-95,33,33,11,13,177.0,765,680,171,102,43,5,21,94,89,68,0,156,8,4.53,.296,1.35,7.9,3.5,1.1,2.3,11.5,5,4,11,0,0,15,0,0,2867,167,187,19,4,99,4.44,98,2.5
30036,SP,SP,ERIC PUCKETT,,CIN,MLB,26,6,2.5 Stars,2.5 Stars,H,N,Captain,5,5,6,6,5,5,5,6,6,5,91-93,32,32,14,6,180.2,732,670,145,86,32,2,25,67,65,54,0,159,6,3.24,.246,1.10,7.9,2.7,1.2,2.9,14.3,1,1,4,0,0,13,0,0,2708,171,190,9,5,137,4.41,99,2.5
34665,SP,SP,CLINTON HOL,,ARI,MLB,35,14,2.0 Stars,2.0 Stars,H,H,Normal,5,5,5,5,5,5,5,5,5,5,93-95,23,23,6,6,133.2,552,505,106,73,15,2,16,53,51,43,0,126,3,3.43,.247,1.11,8.5,2.9,1.1,2.9,15.0,0,1,3,2,0,4,0,0,2071,121,145,16,4,131,4.08,90,2.5
34666,SP,SP,ERIC ARNOLD,,PHI,MLB,24,7,3.0 Stars,3.0 Stars,H,N,Sparkplug,5,7,5,6,9,5,7,5,6,9,92-94,32,32,10,11,181.0,794,711,193,132,39,5,17,111,106,71,0,127,5,5.27,.308,1.46,6.3,3.5,0.8,1.8,7.1,2,5,9,4,0,16,0,0,2980,197,192,27,5,85,4.45,99,2.4
34702,SP,SP,LANE FIFIELD,,BAL,MLB,36,18,2.5 Stars,2.5 Stars,L,L,Disruptive,5,5,8,6,5,5,5,8,6,5,92-94,30,30,10,14,174.0,734,685,172,105,33,5,29,102,94,33,0,157,8,4.86,.285,1.18,8.1,1.7,1.5,4.8,16.9,5,2,9,2,1,8,0,0,2690,172,182,14,2,92,4.44,99,2.4
35778,SP,SP,JOEY STEVENS,,ARI,MLB,29,10,4.0 Stars,4.0 Stars,H,L,Normal,10,6,6,8,5,10,8,6,8,8,93-95,43,22,8,10,130.0,541,492,109,72,17,0,20,51,47,37,0,163,8,3.25,.285,1.12,11.3,2.6,1.4,4.4,23.3,1,3,2,0,0,7,0,0,2108,98,120,7,2,139,3.90,86,2.4
32599,SP,SP,FRED WRIGHT,,MON,MLB,33,17,2.5 Stars,2.5 Stars,N,N,Normal,5,5,6,5,5,5,5,6,5,5,90-92,50,16,8,7,139.1,600,545,158,116,28,1,13,69,66,42,0,125,3,4.26,.350,1.44,8.1,2.7,0.8,3.0,13.8,2,7,4,1,1,20,35,18,2260,148,121,9,3,103,3.76,85,2.4
34624,SP,SP,KEVIN FORD,,KCA,MLB,29,11,2.5 Stars,2.5 Stars,N,N,Normal,7,5,6,6,4,7,5,6,6,4,92-94,33,33,7,15,183.0,819,741,218,140,48,4,26,121,108,59,0,164,5,5.31,.343,1.51,8.1,2.9,1.3,2.8,12.8,5,9,7,0,0,15,0,0,2943,172,189,9,1,83,4.48,101,2.3
36307,SP,SP,BOB CHILDERS,,TEX,MLB,30,9,4.0 Stars,4.0 Stars,H,N,Normal,7,7,5,7,7,7,7,5,7,7,93-95,32,32,9,10,163.1,711,625,150,97,25,7,21,97,89,74,0,173,6,4.90,.297,1.37,9.5,4.1,1.2,2.3,13.9,3,3,3,0,0,11,0,0,2680,143,157,18,2,91,4.40,98,2.3
28886,SP,SP,JAVIER DURÁN,,SFN,MLB,32,12,2.5 Stars,2.5 Stars,N,N,Selfish,6,5,6,6,5,6,5,6,6,5,91-93,29,29,11,9,167.0,688,629,150,93,30,3,24,73,71,44,0,146,7,3.83,.272,1.16,7.9,2.4,1.3,3.3,14.8,3,5,4,0,0,11,0,0,2604,129,207,6,5,116,4.41,99,2.3
36407,SP,SP,DAVID JOHNSON,,HOU,MLB,25,6,2.5 Stars,2.5 Stars,N,N,Normal,5,6,6,6,6,5,6,6,6,6,92-94,28,28,13,6,161.2,679,616,151,109,23,2,17,67,67,57,0,125,5,3.73,.282,1.29,7.0,3.2,0.9,2.2,10.0,0,1,4,0,0,12,0,0,2540,161,177,19,4,118,4.34,98,2.2
36245,SP,SP,ARTIE MCCLURE,,NYA,MLB,27,11,4.0 Stars,4.5 Stars,L,N,Unmotivated,9,6,6,7,6,9,7,6,7,6,89-91,31,31,10,11,181.0,780,709,187,122,36,0,29,100,99,52,0,180,11,4.92,.312,1.32,9.0,2.6,1.4,3.5,16.4,1,7,5,0,0,8,0,0,2866,160,183,27,5,90,4.51,101,2.2
37936,SP,SP,ALLEN ANDERSON,,SFN,MLB,28,6,2.5 Stars,2.5 Stars,N,N,Normal,4,6,7,6,6,5,6,7,6,6,88-90,36,18,8,8,136.2,593,538,152,99,35,5,13,79,78,42,1,113,5,5.14,.332,1.42,7.4,2.8,0.9,2.7,12.0,1,7,3,2,0,12,13,3,2188,123,156,29,5,86,3.97,89,2.2
33008,SP,SP,RON REITH,,CHN,MLB,30,9,2.5 Stars,2.5 Stars,H,H,Captain,7,6,5,6,6,7,6,5,6,6,91-93,31,31,9,11,182.1,787,704,184,117,39,2,26,102,92,64,2,171,7,4.54,.308,1.36,8.4,3.2,1.3,2.7,13.6,6,6,6,2,0,16,0,0,2957,162,189,16,4,97,4.49,102,2.2
34614,SP,SP,DAVID AGUILAR,,LAA,MLB,35,18,2.5 Stars,2.5 Stars,H,N,Sparkplug,5,5,6,6,5,5,5,6,6,5,91-93,33,33,10,15,190.0,815,749,207,131,46,2,28,108,96,53,0,158,4,4.55,.315,1.37,7.5,2.5,1.3,3.0,12.9,3,6,4,0,0,24,0,0,2972,183,200,9,3,96,4.53,103,2.2
38585,SP,SP,GIL CHENAULT,,KCA,MLB,25,8,2.5 Stars,2.5 Stars,N,N,Normal,6,5,6,6,5,6,5,6,6,5,94-96,32,32,6,9,165.2,726,675,198,133,37,2,26,97,95,46,0,154,3,5.16,.346,1.47,8.4,2.5,1.4,3.3,14.9,0,2,4,0,0,17,0,0,2752,164,153,8,5,86,4.44,100,2.2
36724,SP,SP,TOKUTOMI NAKAYAMA,,SFN,MLB,36,19,3.0 Stars,3.0 Stars,N,N,Prankster,7,6,7,7,5,7,6,7,7,5,94-96,27,27,12,11,164.1,699,630,158,105,27,1,25,87,78,53,2,164,7,4.27,.296,1.28,9.0,2.9,1.4,3.1,15.9,1,8,4,2,0,8,0,0,2652,135,176,16,4,103,4.41,100,2.1
38942,SP,SP,MANUEL LITUMA,,NYA,MLB,27,6,2.5 Stars,3.0 Stars,N,N,Selfish,5,5,7,6,5,6,6,8,6,5,87-89,30,30,12,10,181.2,746,697,174,121,26,2,25,79,75,36,0,126,6,3.72,.271,1.16,6.2,1.8,1.2,3.5,12.1,3,4,3,0,0,14,0,0,2668,169,225,14,5,117,4.47,103,2.1
37871,RP,RP,RUSS DECAST,,MIN,MLB,25,4,3.0 Stars,3.0 Stars,N,N,Normal,5,6,6,6,7,6,6,6,6,7,95-97,44,20,13,12,141.1,632,578,157,100,38,7,12,77,69,45,0,103,5,4.39,.311,1.43,6.6,2.9,0.8,2.3,9.2,1,3,1,1,0,7,10,4,2292,159,152,13,2,102,4.08,91,2.1
39415,CL,CL,GUILLERMO RODRÍGUEZ,,SDN,MLB,36,20,3.5 Stars,3.5 Stars,N,N,Normal,6,6,7,6,7,6,6,7,6,7,94-96,58,0,5,4,67.2,270,248,48,38,6,1,3,15,15,18,1,67,3,2.00,.253,0.98,8.9,2.4,0.4,3.7,18.1,1,0,2,0,0,3,9,2,1014,60,73,3,0,216,2.86,66,2.1
36968,SP,SP,DANIEL VALAD,,CAR,MLB,30,11,2.5 Stars,2.5 Stars,N,N,Normal,5,5,7,5,5,5,5,7,5,5,91-93,36,19,10,5,128.0,533,499,132,90,21,2,19,64,60,27,1,129,2,4.22,.318,1.24,9.1,1.9,1.3,4.8,19.1,1,4,6,1,0,6,14,3,1990,93,147,9,3,104,3.94,89,2.1
36472,RP,RP,JIM LÓPEZ,,-,-,36,16,3.0 Stars,3.0 Stars,H,N,Sparkplug,4,6,9,6,6,4,6,9,6,6,91-93,65,0,8,7,68.2,295,271,76,55,18,0,3,29,29,16,6,47,4,3.80,.326,1.34,6.2,2.1,0.4,2.9,10.5,1,3,1,0,0,9,17,7,983,78,73,7,0,118,3.18,71,2.1
32615,SP,SP,JACK ANDERSON,,MON,MLB,33,14,2.5 Stars,2.5 Stars,N,N,Normal,5,5,6,6,5,5,5,6,6,5,90-92,26,26,11,11,150.1,642,599,166,110,29,4,23,81,74,33,0,133,5,4.43,.320,1.32,8.0,2.0,1.4,4.0,15.6,1,4,7,0,0,13,0,0,2343,163,137,9,1,100,4.35,98,2.1
33159,SP,SP,MARK WILSON,,SEA,MLB,26,7,2.5 Stars,2.5 Stars,H,N,Normal,5,6,6,6,6,5,6,6,6,6,90-92,33,33,11,12,177.2,784,699,191,125,42,3,21,98,96,73,1,156,5,4.86,.323,1.49,7.9,3.7,1.1,2.1,10.6,2,5,8,0,0,14,0,0,3013,168,185,20,5,89,4.45,103,2.1
30560,RP,RP,BOB SIMMONS JR.,,LAA,MLB,31,12,3.0 Stars,3.0 Stars,N,N,Normal,5,6,7,6,7,5,6,7,6,7,93-95,32,32,8,14,181.2,779,699,176,115,35,4,22,104,100,58,0,145,15,4.95,.286,1.29,7.2,2.9,1.1,2.5,11.2,1,6,4,1,0,15,0,0,2832,207,173,31,3,88,4.56,104,2.0
37023,SP,SP,BARTOLO HERNÁNDEZ,,TEX,MLB,29,13,2.5 Stars,2.5 Stars,N,N,Normal,5,6,7,6,6,5,6,7,6,6,93-95,33,33,12,9,187.0,788,718,165,96,36,5,28,91,85,53,0,157,11,4.09,.255,1.17,7.6,2.6,1.3,3.0,13.2,1,5,3,0,0,5,0,0,2904,191,203,16,4,109,4.67,105,2.0
37857,SP,SP,DAVE BRAUN,,-,-,32,13,2.5 Stars,2.5 Stars,N,L,Outspoken,5,7,5,6,7,5,7,5,6,7,94-96,33,33,7,18,182.1,840,740,213,136,50,5,22,128,120,82,6,158,10,5.92,.336,1.62,7.8,4.0,1.1,1.9,9.0,0,8,8,2,0,8,0,0,3164,157,214,35,3,75,4.62,104,2.0
31593,SP,SP,RICK MORRIS,,OAK,MLB,26,9,2.5 Stars,2.5 Stars,H,N,Normal,5,6,6,6,5,6,6,6,6,5,95-97,34,27,1,9,141.1,606,547,133,86,25,2,20,84,73,46,0,142,3,4.65,.288,1.27,9.0,2.9,1.3,3.1,15.8,2,7,4,1,1,4,1,0,2257,124,148,12,2,94,4.24,97,2.0
13162,SP,SP,FRANCISCO MARTÍNEZ,,-,-,39,22,2.5 Stars,2.5 Stars,N,H,Normal,5,5,9,7,5,5,5,9,7,5,91-93,27,27,11,9,160.0,641,608,143,91,22,1,29,78,75,24,0,138,4,4.22,.257,1.04,7.8,1.4,1.6,5.8,17.8,2,3,3,1,0,10,0,0,2313,140,186,11,4,105,4.53,102,2.0
40699,SP,SP,RONALD COLEMAN,,MIN,MLB,40,21,3.5 Stars,3.5 Stars,H,N,Fan Fav,5,6,6,6,6,5,6,6,6,6,93-95,32,32,2,6,124.1,536,482,123,77,27,4,15,55,49,36,0,111,10,3.55,.299,1.28,8.0,2.6,1.1,3.1,14.0,3,5,4,1,0,6,0,0,1983,112,139,18,2,126,4.27,95,1.9
31443,SP,SP,DAVID O'CONNOR,,TEX,MLB,26,10,2.5 Stars,3.0 Stars,N,N,Normal,9,6,5,7,5,10,6,5,7,5,94-96,33,31,8,12,159.0,691,609,157,104,30,2,21,93,87,65,0,155,8,4.92,.311,1.40,8.8,3.7,1.2,2.4,13.0,4,5,4,1,0,15,3,0,2589,130,169,33,1,90,4.52,101,1.9
36607,RP,RP,MANUEL IBÁÑEZ,,PHI,MLB,32,14,3.0 Stars,3.0 Stars,N,N,Normal,5,6,6,6,7,5,6,6,6,7,93-95,60,0,5,4,62.0,259,234,53,40,10,0,3,14,14,22,2,60,2,2.03,.291,1.21,8.7,3.2,0.4,2.7,14.7,0,1,2,0,0,2,11,4,948,53,67,1,1,219,3.13,70,1.9
33953,RP,RP,GREGORY ELLIOTT,,PIT,MLB,26,6,3.0 Stars,3.0 Stars,N,H,Normal,7,7,4,6,8,8,7,4,6,8,91-93,58,0,10,3,80.0,323,288,64,44,15,1,4,29,21,29,1,82,4,2.36,.294,1.16,9.2,3.3,0.5,2.8,16.4,0,2,1,0,0,13,42,12,1258,77,63,2,2,185,3.17,72,1.9
29378,SP,SP,JOE STRAHLER,,PIT,MLB,29,13,2.5 Stars,2.5 Stars,H,N,Normal,5,6,5,6,7,6,6,5,6,7,90-92,32,20,10,9,151.2,658,582,144,99,31,2,12,78,77,69,0,117,4,4.57,.289,1.40,6.9,4.1,0.7,1.7,7.3,0,3,4,1,0,12,7,3,2403,167,154,16,2,96,4.30,98,1.9
37285,CL,CL,JOHNNY SIZEMO,,SLN,MLB,29,8,3.0 Stars,3.0 Stars,N,N,Fan Fav,5,6,7,5,7,6,6,7,5,7,91-93,57,0,2,7,68.2,286,265,71,49,17,1,4,24,24,15,0,65,2,3.15,.335,1.25,8.5,2.0,0.5,4.3,17.5,0,4,1,0,0,8,14,5,1113,62,70,3,1,138,2.98,68,1.9
33283,SP,SP,IGNACIO ROSA,,SFN,MLB,34,18,2.5 Stars,2.5 Stars,L,N,Selfish,6,5,5,5,6,6,5,5,5,6,94-96,29,29,16,4,172.2,730,641,157,100,34,3,20,79,72,79,0,147,5,3.75,.287,1.37,7.7,4.1,1.0,1.9,9.3,2,3,5,2,0,27,0,0,2705,185,149,7,4,118,4.64,104,1.9
36469,RP,RP,ANTÓNIO HERNÁNDEZ,,MIN,MLB,35,19,2.5 Stars,2.5 Stars,H,N,Normal,5,6,5,5,6,5,6,5,5,6,94-96,76,0,6,4,122.0,518,473,119,79,31,0,9,46,43,38,0,100,2,3.17,.299,1.29,7.4,2.8,0.7,2.6,12.0,1,4,4,1,0,13,27,8,1922,130,122,3,1,141,3.68,82,1.8
38592,RP,RP,TOBY BANNATYNE,,LAN,MLB,38,20,3.0 Stars,3.0 Stars,L,N,Normal,5,6,8,6,7,5,6,8,6,7,93-95,52,0,5,3,82.1,335,313,76,57,15,1,3,22,22,16,1,70,4,2.40,.303,1.12,7.7,1.7,0.3,4.4,16.1,1,1,0,0,0,8,13,5,1208,83,81,3,0,182,2.84,64,1.8
38832,SP,SP,DAVID MOLINA,,PHI,MLB,24,3,2.5 Stars,2.5 Stars,N,N,Normal,6,7,3,7,7,7,7,3,7,8,91-93,32,32,8,13,180.0,803,699,184,114,43,8,19,108,100,92,0,144,3,5.00,.306,1.53,7.2,4.6,0.9,1.6,6.5,4,4,5,2,1,14,0,0,3095,201,174,20,6,89,4.73,106,1.8
37000,CL,CL,JOE JAMIESON,,SFN,MLB,25,3,3.0 Stars,3.0 Stars,N,N,Normal,8,6,5,6,6,9,6,5,6,6,94-96,65,0,3,3,65.2,275,242,52,37,11,0,4,14,14,26,2,72,3,1.92,.287,1.19,9.9,3.6,0.5,2.8,16.7,3,1,2,0,0,5,13,1,1008,63,56,3,1,231,3.21,72,1.8
34140,SP,SP,TIM FOX,,-,-,33,11,2.5 Stars,2.5 Stars,H,H,Normal,5,5,7,5,6,5,5,7,5,6,94-96,20,19,5,5,103.0,428,389,97,58,25,1,13,42,41,31,0,96,4,3.58,.298,1.24,8.4,2.7,1.1,3.1,15.2,2,2,3,1,0,9,0,0,1579,115,85,21,2,127,4.17,91,1.8
35871,SP,SP,PHIL MACQUIRE,,ATL,MLB,25,3,4.0 Stars,4.0 Stars,H,H,Sparkplug,5,7,9,6,7,5,7,9,6,7,83-85,22,22,8,10,134.1,560,524,135,89,24,3,19,59,54,31,0,106,3,3.62,.289,1.24,7.1,2.1,1.3,3.4,13.4,0,2,3,0,0,9,0,0,1993,159,122,11,2,121,4.39,99,1.8
39594,SP,SP,PALMER GILGENBACH,,LAN,MLB,25,3,2.5 Stars,2.5 Stars,N,N,Normal,5,6,5,6,5,7,6,5,6,6,95-97,22,22,8,6,113.2,480,437,105,71,18,2,14,52,50,39,0,107,2,3.96,.287,1.27,8.5,3.1,1.1,2.7,14.2,1,1,2,0,0,8,0,0,1814,110,111,11,3,111,4.17,95,1.8
36322,RP,RP,JONATHAN WILLIS,,MIL,MLB,33,12,3.0 Stars,3.0 Stars,H,N,Normal,6,7,5,6,7,6,7,5,6,7,92-94,54,34,0,6,73.2,325,283,72,46,22,3,1,42,38,33,0,63,4,4.64,.318,1.43,7.7,4.0,0.1,1.9,9.2,1,4,8,0,0,7,16,3,1232,73,78,13,0,95,3.35,76,1.8
31063,RP,RP,VÍCTOR ORTEGA,,MIN,MLB,30,11,2.5 Stars,2.5 Stars,N,N,Normal,7,6,5,6,6,7,6,5,6,6,92-94,61,0,6,3,63.1,255,224,43,33,8,0,2,14,14,29,2,63,1,1.99,.256,1.14,9.0,4.1,0.3,2.2,13.3,0,1,2,0,0,6,19,0,1030,55,63,3,1,224,3.12,69,1.8
33784,RP,RP,ESTEBAN CHÁVEZ,,MIN,MLB,34,12,3.0 Stars,3.0 Stars,N,N,Normal,5,6,5,6,7,5,6,5,6,7,94-96,33,28,8,10,168.0,724,645,158,97,34,5,22,85,80,72,0,147,3,4.29,.286,1.37,7.9,3.9,1.2,2.0,10.4,4,0,8,0,0,15,5,1,2666,175,160,18,3,104,4.67,104,1.8
30412,SP,SP,TOMÁS MACÍAS,,-,-,31,15,2.5 Stars,2.5 Stars,N,N,Normal,10,6,3,7,6,10,6,3,7,6,94-96,46,0,4,4,59.0,241,209,36,23,8,1,4,18,18,30,1,80,1,2.75,.256,1.12,12.2,4.6,0.6,2.7,20.7,1,0,2,0,0,4,12,3,949,46,45,1,0,162,3.07,69,1.8
41182,RP,RP,YASUSHI FUJITA,,NYA,MLB,39,20,2.5 Stars,2.5 Stars,N,H,Prankster,5,7,5,6,8,5,7,5,6,8,90-92,39,4,4,0,71.2,294,271,62,45,16,0,1,18,17,19,0,58,4,2.13,.288,1.13,7.3,2.4,0.1,3.1,13.3,0,0,1,0,0,6,28,6,1015,74,75,5,1,207,2.90,65,1.7
31379,CL,CL,KEITH MCCAIN,,LAA,MLB,33,13,4.5 Stars,4.5 Stars,H,N,Normal,7,7,7,6,8,7,7,7,6,8,95-97,65,0,9,5,77.1,315,291,68,45,13,1,9,21,19,17,4,80,5,2.21,.292,1.10,9.3,2.0,1.0,4.7,20.0,2,0,2,2,0,9,8,2,1176,71,71,3,1,197,3.52,80,1.7
35360,SP,SP,HUNTER COLEMAN,,CHN,MLB,30,11,2.5 Stars,2.5 Stars,N,N,Normal,6,6,5,7,5,6,6,5,7,5,91-93,31,31,10,12,160.0,720,632,168,102,38,7,21,102,95,67,2,152,15,5.34,.317,1.47,8.6,3.8,1.2,2.3,11.8,1,5,10,0,0,13,0,0,2680,156,156,35,1,83,4.68,105,1.7
37830,SP,SP,JAMES SULLIVAN,,CLE,MLB,28,6,2.5 Stars,3.0 Stars,H,N,Sparkplug,5,6,8,6,5,6,6,8,6,5,94-96,44,16,12,5,174.2,724,667,173,111,33,4,25,88,87,47,0,145,2,4.48,.295,1.26,7.5,2.4,1.3,3.1,13.5,2,5,3,1,1,12,9,1,2593,168,186,6,5,98,4.42,100,1.7
35062,SP,SP,BRYAN PORTER,,-,-,30,12,3.0 Stars,3.0 Stars,N,N,Normal,6,6,7,6,6,6,6,7,6,6,91-93,33,33,11,12,201.0,879,808,213,134,41,4,34,114,105,55,0,166,11,4.70,.292,1.33,7.4,2.5,1.5,3.0,12.6,1,4,7,1,0,8,0,0,3222,180,240,6,3,95,4.91,110,1.7
38792,SP,SP,ANASTASIO REYES,,ARI,MLB,32,13,2.5 Stars,2.5 Stars,N,N,Normal,5,5,6,6,5,5,5,6,6,5,92-94,35,26,9,9,156.1,646,589,144,85,32,3,24,71,69,44,0,132,7,3.97,.275,1.20,7.6,2.5,1.4,3.0,13.6,3,3,7,1,0,17,4,3,2362,154,161,17,2,114,4.66,103,1.7
31103,CL,CL,QUENTIN FRAZIER,,HOU,MLB,29,9,3.0 Stars,3.0 Stars,L,L,Unmotivated,5,6,6,6,6,6,6,6,6,6,91-93,49,7,7,3,87.0,359,328,78,53,16,1,8,37,36,24,1,84,3,3.72,.293,1.17,8.7,2.5,0.8,3.5,16.7,1,3,6,0,0,6,14,3,1342,67,102,3,1,118,3.53,80,1.6
32071,SP,SP,JASON DELGADO,,-,-,33,17,2.5 Stars,2.5 Stars,N,H,Fan Fav,5,6,6,6,6,5,6,6,6,6,93-95,18,18,5,5,89.0,394,361,99,71,16,3,9,49,44,25,0,80,7,4.45,.331,1.39,8.1,2.5,0.9,3.2,14.0,1,0,2,1,0,7,0,0,1448,90,87,6,1,98,3.97,91,1.6
34941,RP,RP,JIM DAWSON,,TEX,MLB,31,12,3.5 Stars,3.5 Stars,N,N,Normal,6,6,8,6,7,6,6,8,6,7,93-95,51,0,2,9,76.1,321,304,83,56,17,1,9,33,32,14,1,88,1,3.77,.356,1.27,10.4,1.7,1.1,6.3,23.1,1,1,3,1,0,5,21,6,1197,58,74,4,2,118,3.15,70,1.6
30722,SP,SP,JIM TANNER,,BAL,MLB,31,15,4.0 Stars,4.0 Stars,N,N,Normal,9,7,5,7,6,9,7,5,7,6,93-95,35,35,10,13,197.1,841,728,160,91,28,2,39,93,91,94,1,257,12,4.15,.277,1.29,11.7,4.3,1.8,2.7,19.4,2,5,4,1,0,15,0,0,3280,171,141,12,8,108,4.93,110,1.6
33455,SP,SP,ULBERT DOPPENBERG,,COL,MLB,34,18,2.5 Stars,2.5 Stars,N,N,Normal,6,6,6,6,5,6,6,6,6,5,94-96,31,31,7,13,160.0,682,617,149,86,32,2,29,86,81,53,0,163,8,4.56,.280,1.26,9.2,3.0,1.6,3.1,16.1,0,4,8,2,0,11,0,0,2543,133,169,7,2,100,4.84,106,1.6
32526,RP,RP,CHRIS SMOLINSKI,,LAN,MLB,32,17,3.0 Stars,3.0 Stars,N,H,Normal,5,6,8,6,6,5,6,8,6,6,93-95,89,0,8,6,138.0,601,558,153,118,21,1,13,65,54,32,0,108,6,3.52,.317,1.34,7.0,2.1,0.8,3.4,12.6,1,4,1,0,0,8,36,12,2160,145,146,23,2,124,3.86,88,1.6
37132,SP,SP,PAUL CRAWFORD,,MIN,MLB,33,14,2.0 Stars,2.0 Stars,N,H,Prankster,5,5,5,6,5,5,5,5,6,5,94-96,37,16,6,3,122.1,528,463,112,77,20,2,13,55,51,54,0,117,4,3.75,.292,1.36,8.6,4.0,1.0,2.2,11.9,1,6,2,2,0,6,17,4,2077,107,128,3,4,119,4.26,95,1.6
36157,CL,CL,CHRIS WILSON,,TOR,MLB,27,9,5.0 Stars,5.0 Stars,H,N,Fan Fav,10,5,5,6,5,10,6,5,6,7,89-91,62,0,2,8,71.0,295,260,53,31,9,1,12,32,31,29,1,116,2,3.93,.308,1.15,14.7,3.7,1.5,4.0,29.5,3,1,3,0,0,1,2,0,1202,43,51,3,0,115,3.57,79,1.5
27704,RP,RP,TONY SÁNCHEZ,,DET,MLB,24,9,3.0 Stars,3.0 Stars,N,N,Normal,5,7,5,6,8,5,7,5,6,8,90-92,40,13,5,5,102.2,442,389,86,49,27,4,6,51,48,46,2,72,3,4.21,.255,1.29,6.3,4.0,0.5,1.6,5.9,0,3,2,0,1,9,23,5,1680,111,112,10,1,108,4.10,90,1.5
32939,RP,RP,WARD BEACH,,CHA,MLB,33,17,3.0 Stars,3.0 Stars,N,L,Outspoken,5,4,7,6,3,5,4,7,6,3,91-93,41,0,2,1,84.0,348,329,77,55,13,1,8,40,37,18,2,84,1,3.96,.291,1.13,9.0,1.9,0.9,4.7,19.0,0,0,5,0,0,2,33,4,1225,73,90,8,2,112,3.22,72,1.5
28042,SP,SP,JONATHAN ROBINSON,,SEA,MLB,25,9,2.5 Stars,2.5 Stars,N,N,Normal,6,6,5,7,6,7,6,5,7,6,91-93,22,22,4,11,126.1,554,491,121,82,22,3,14,63,57,57,2,111,4,4.06,.291,1.41,7.9,4.1,1.0,1.9,9.7,0,2,4,2,0,9,0,0,2155,107,145,16,4,106,4.46,103,1.5
41240,SP,SP,PACO CASTILLO,,CHN,MLB,31,15,2.5 Stars,2.5 Stars,H,N,Normal,5,5,7,5,6,5,5,7,5,6,92-94,26,15,5,4,101.0,432,382,96,63,16,6,11,50,50,40,4,94,7,4.46,.305,1.35,8.4,3.6,1.0,2.4,12.5,1,2,3,0,0,7,5,2,1610,112,82,8,8,100,4.21,94,1.4
29583,SP,SP,EDWARD LOVE,,LAN,MLB,30,14,2.5 Stars,2.5 Stars,N,N,Normal,5,6,7,6,6,5,6,7,6,6,91-93,33,32,8,10,170.1,736,660,180,124,31,4,21,96,94,57,0,112,5,4.97,.297,1.39,5.9,3.0,1.1,2.0,7.5,6,8,5,0,0,16,0,0,2657,190,185,16,5,87,4.75,109,1.4
32763,CL,CL,JIM BARKER,,CIN,MLB,32,12,3.0 Stars,3.0 Stars,N,N,Normal,6,6,6,6,6,6,6,6,6,6,93-95,58,0,4,2,63.1,251,237,52,35,6,2,9,22,22,13,1,71,0,3.13,.272,1.03,10.1,1.8,1.3,5.5,23.1,0,1,1,0,0,2,12,4,936,54,61,6,1,142,3.55,79,1.4
34131,SP,SP,STEVEN PARKINSON,,-,-,27,8,2.0 Stars,2.0 Stars,N,L,Selfish,5,5,6,6,5,5,5,6,6,5,91-93,32,32,10,10,183.1,806,723,201,125,43,4,29,112,111,65,0,164,5,5.45,.319,1.45,8.1,3.2,1.4,2.5,12.3,3,10,4,0,0,13,0,0,2913,153,214,22,3,79,4.79,111,1.4
